N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+137,-0.00728567,8,-0.02914267,-89.42808322,5.073588e-05,19.033,14.294,14.294,,"Molecule(name='C20H32', formula='C20H32', hash='fd3dbdc')"
2mer-0+153,-0.00560853,8,-0.02243412,-89.45051735,4.392608e-05,19.865,14.998,14.998,,"Molecule(name='C20H32', formula='C20H32', hash='9fef53a')"
2mer-0+149,-0.00636587,8,-0.02546348,-89.47598082,4.166533e-05,19.426,15.264,15.264,,"Molecule(name='C20H32', formula='C20H32', hash='3b5015c')"
2mer-0+157,-0.00554928,8,-0.02219713,-89.49817795,4.05751e-05,19.865,15.4,15.4,,"Molecule(name='C20H32', formula='C20H32', hash='cdebe67')"
2mer-0+165,-0.00513968,8,-0.02055871,-89.51873666,4.00824e-05,20.158,15.463,15.463,,"Molecule(name='C20H32', formula='C20H32', hash='67b1dbb')"
2mer-0+176,-0.00545674,4,-0.01091347,-89.52965014,3.850844e-05,19.919,15.67,15.67,,"Molecule(name='C20H32', formula='C20H32', hash='2214445')"
2mer-0+185,-0.00423586,8,-0.01694345,-89.54659358,3.481149e-05,20.79,16.207,16.207,,"Molecule(name='C20H32', formula='C20H32', hash='05abf7b')"
2mer-0+191,-0.00400278,4,-0.00800555,-89.55459913,3.445086e-05,20.997,16.263,16.263,,"Molecule(name='C20H32', formula='C20H32', hash='fc664b4')"
2mer-0+196,-0.0040048,4,-0.0080096,-89.56260873,3.257152e-05,20.997,16.57,16.57,,"Molecule(name='C20H32', formula='C20H32', hash='e9eb43b')"
2mer-0+201,-0.00343365,8,-0.0137346,-89.57634334,3.149733e-05,21.576,16.756,16.756,,"Molecule(name='C20H32', formula='C20H32', hash='bd00c8a')"
2mer-0+207,-0.00318663,8,-0.01274651,-89.58908985,2.89538e-05,21.825,17.233,17.233,,"Molecule(name='C20H32', formula='C20H32', hash='dbba993')"
2mer-0+206,-0.00343923,8,-0.01375691,-89.60284676,2.833168e-05,21.576,17.358,17.358,,"Molecule(name='C20H32', formula='C20H32', hash='a24526e')"
2mer-0+220,-0.00291037,8,-0.01164147,-89.61448823,2.752666e-05,22.238,17.526,17.526,,"Molecule(name='C20H32', formula='C20H32', hash='3b3e88c')"
2mer-0+230,-0.00256401,8,-0.01025604,-89.62474427,2.582112e-05,22.786,17.904,17.904,,"Molecule(name='C20H32', formula='C20H32', hash='561b688')"
2mer-0+238,-0.00250469,8,-0.01001876,-89.63476303,2.478197e-05,22.812,18.151,18.151,,"Molecule(name='C20H32', formula='C20H32', hash='a7e6702')"
2mer-0+237,-0.00250442,8,-0.01001768,-89.64478072,2.453852e-05,22.812,18.21,18.21,,"Molecule(name='C20H32', formula='C20H32', hash='fab7d2c')"
2mer-0+256,-0.00229061,8,-0.00916244,-89.65394315,2.290083e-05,23.208,18.634,18.634,,"Molecule(name='C20H32', formula='C20H32', hash='f810a42')"
2mer-0+261,-0.00229488,8,-0.00917953,-89.66312268,2.213107e-05,23.208,18.848,18.848,,"Molecule(name='C20H32', formula='C20H32', hash='c0dbe0c')"
2mer-0+265,-0.00211826,8,-0.00847303,-89.67159571,2.147559e-05,23.531,19.038,19.038,,"Molecule(name='C20H32', formula='C20H32', hash='549fb10')"
2mer-0+266,-0.00213773,8,-0.00855094,-89.68014665,2.125031e-05,23.531,19.105,19.105,,"Molecule(name='C20H32', formula='C20H32', hash='35633bb')"
2mer-0+291,-0.00194253,4,-0.00388507,-89.68403172,2.114509e-05,23.94,19.137,19.137,,"Molecule(name='C20H32', formula='C20H32', hash='1f8da68')"
2mer-0+282,-0.00197259,8,-0.00789036,-89.69192208,2.096084e-05,23.895,19.193,19.193,,"Molecule(name='C20H32', formula='C20H32', hash='c7158c4')"
2mer-0+298,-0.00194499,4,-0.00388999,-89.69581206,2.068843e-05,23.94,19.276,19.276,,"Molecule(name='C20H32', formula='C20H32', hash='3108395')"
2mer-0+290,-0.00194248,8,-0.00776993,-89.703582,2.007166e-05,23.895,19.472,19.472,,"Molecule(name='C20H32', formula='C20H32', hash='64845c6')"
2mer-0+304,-0.00192927,8,-0.0077171,-89.7112991,1.998526e-05,23.895,19.5,19.5,,"Molecule(name='C20H32', formula='C20H32', hash='3ac3995')"
2mer-0+321,-0.00166375,8,-0.00665501,-89.7179541,1.936442e-05,24.645,19.706,19.706,,"Molecule(name='C20H32', formula='C20H32', hash='b8673f4')"
