N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+19,-0.04209677,2,-0.04209677,-123.5193387,0.0002035413,16.329,8.996,8.996,,"Molecule(name='C28H20', formula='C28H20', hash='cf36f02')"
2mer-0+23,-0.04832572,4,-0.09665145,-123.61599015,0.0001902351,16.598,9.201,9.201,,"Molecule(name='C28H20', formula='C28H20', hash='923d23d')"
2mer-0+29,-0.16620737,2,-0.16620737,-123.78219752,0.0001828722,10.329,9.323,9.323,,"Molecule(name='C28H20', formula='C28H20', hash='b738f82')"
2mer-0+79,-0.0054399,2,-0.0054399,-123.78763742,0.0001745374,15.151,9.469,9.469,,"Molecule(name='C28H20', formula='C28H20', hash='c25cb2e')"
2mer-0+42,-0.06556961,4,-0.13113923,-123.91877665,0.0001724708,12.972,9.507,9.507,,"Molecule(name='C28H20', formula='C28H20', hash='2a6e748')"
2mer-0+27,-0.0180114,2,-0.0180114,-123.93678805,0.0001609853,18.64,9.728,9.728,,"Molecule(name='C28H20', formula='C28H20', hash='0e91823')"
2mer-0+32,-0.02347046,2,-0.02347046,-123.96025851,0.0001476521,18.376,10.012,10.012,,"Molecule(name='C28H20', formula='C28H20', hash='b0c7ac9')"
2mer-0+43,-0.0628858,2,-0.0628858,-124.02314431,0.0001397743,17.372,10.197,10.197,,"Molecule(name='C28H20', formula='C28H20', hash='80c1233')"
2mer-0+82,-0.05061084,2,-0.05061084,-124.07375515,0.0001284038,16.329,10.489,10.489,,"Molecule(name='C28H20', formula='C28H20', hash='964679e')"
2mer-0+35,-0.03408556,4,-0.06817113,-124.14192627,0.0001182327,18.359,10.782,10.782,,"Molecule(name='C28H20', formula='C28H20', hash='c5314f2')"
2mer-0+28,-0.11522415,4,-0.2304483,-124.37237457,0.0001158114,14.189,10.856,10.856,,"Molecule(name='C28H20', formula='C28H20', hash='c24fd95')"
2mer-0+46,-0.01763107,4,-0.03526213,-124.40763671,0.0001141817,15.556,10.908,10.908,,"Molecule(name='C28H20', formula='C28H20', hash='cf58c73')"
2mer-0+60,0.00017256,2,0.00017256,-124.40746414,0.000113292,19.579,10.936,10.936,,"Molecule(name='C28H20', formula='C28H20', hash='f5aed3d')"
2mer-0+34,-0.00435077,4,-0.00870155,-124.41616569,0.0001064258,20.278,11.167,11.167,,"Molecule(name='C28H20', formula='C28H20', hash='528c632')"
2mer-0+33,-0.07490892,2,-0.07490892,-124.49107461,0.0001057478,15.151,11.19,11.19,,"Molecule(name='C28H20', formula='C28H20', hash='6952bbd')"
2mer-0+30,-0.02391482,2,-0.02391482,-124.51498943,9.743364e-05,19.579,11.5,11.5,,"Molecule(name='C28H20', formula='C28H20', hash='7be5f6e')"
2mer-0+87,-0.08230583,2,-0.08230583,-124.59729526,9.220663e-05,15.048,11.713,11.713,,"Molecule(name='C28H20', formula='C28H20', hash='e16ea37')"
2mer-0+40,-0.00359456,4,-0.00718913,-124.60448439,9.106002e-05,17.639,11.762,11.762,,"Molecule(name='C28H20', formula='C28H20', hash='6ca86f9')"
2mer-0+71,-0.06794599,4,-0.13589198,-124.74037637,8.683148e-05,15.493,11.95,11.95,,"Molecule(name='C28H20', formula='C28H20', hash='00154cd')"
2mer-0+80,-0.03910352,2,-0.03910352,-124.77947989,8.448818e-05,18.376,12.06,12.06,,"Molecule(name='C28H20', formula='C28H20', hash='60d833d')"
2mer-0+61,-0.0478944,2,-0.0478944,-124.8273743,8.19713e-05,13.804,12.182,12.182,,"Molecule(name='C28H20', formula='C28H20', hash='a6b605a')"
2mer-0+69,-0.05688437,2,-0.05688437,-124.88425866,7.836764e-05,14.64,12.366,12.366,,"Molecule(name='C28H20', formula='C28H20', hash='3ae7e2e')"
2mer-0+68,-0.03396109,2,-0.03396109,-124.91821976,7.533998e-05,18.55,12.529,12.529,,"Molecule(name='C28H20', formula='C28H20', hash='1d5944c')"
2mer-0+59,0.00034096,2,0.00034096,-124.9178788,6.788435e-05,21.103,12.972,12.972,,"Molecule(name='C28H20', formula='C28H20', hash='eedeea4')"
2mer-0+51,-0.00148968,4,-0.00297937,-124.92085816,6.563835e-05,21.977,13.118,13.118,,"Molecule(name='C28H20', formula='C28H20', hash='e58bf26')"
2mer-0+86,-0.0353759,2,-0.0353759,-124.95623407,6.479794e-05,17.863,13.175,13.175,,"Molecule(name='C28H20', formula='C28H20', hash='00e212b')"
2mer-0+66,0.0011031,2,0.0011031,-124.95513097,6.463223e-05,22.191,13.186,13.186,,"Molecule(name='C28H20', formula='C28H20', hash='45fdca2')"
2mer-0+53,-0.01551841,4,-0.03103682,-124.98616779,6.321702e-05,20.219,13.284,13.284,,"Molecule(name='C28H20', formula='C28H20', hash='e888376')"
2mer-0+93,-0.01843871,2,-0.01843871,-125.0046065,6.311848e-05,19.494,13.291,13.291,,"Molecule(name='C28H20', formula='C28H20', hash='63bc1ef')"
2mer-0+101,-0.02679053,2,-0.02679053,-125.03139703,5.798236e-05,16.829,13.672,13.672,,"Molecule(name='C28H20', formula='C28H20', hash='226b219')"
2mer-0+84,-0.02395455,2,-0.02395455,-125.05535158,5.795483e-05,17.971,13.674,13.674,,"Molecule(name='C28H20', formula='C28H20', hash='41e1f73')"
2mer-0+63,0.00233503,2,0.00233503,-125.05301656,5.750063e-05,22.985,13.71,13.71,,"Molecule(name='C28H20', formula='C28H20', hash='b3d0fec')"
2mer-0+72,-0.00517129,4,-0.01034259,-125.06335914,5.447907e-05,20.47,13.959,13.959,,"Molecule(name='C28H20', formula='C28H20', hash='40ba2c5')"
2mer-0+119,-0.01592003,2,-0.01592003,-125.07927917,5.423255e-05,18.278,13.98,13.98,,"Molecule(name='C28H20', formula='C28H20', hash='4b2525e')"
2mer-0+100,0.00181619,2,0.00181619,-125.07746299,5.342959e-05,19.843,14.05,14.05,,"Molecule(name='C28H20', formula='C28H20', hash='a9ba51b')"
2mer-0+89,-0.01254646,4,-0.02509291,-125.1025559,5.287228e-05,21.289,14.099,14.099,,"Molecule(name='C28H20', formula='C28H20', hash='e2a936a')"
2mer-0+102,-0.00202817,2,-0.00202817,-125.10458407,5.284644e-05,22.985,14.101,14.101,,"Molecule(name='C28H20', formula='C28H20', hash='653539c')"
2mer-0+62,-0.01147867,2,-0.01147867,-125.11606274,5.146892e-05,22.159,14.226,14.226,,"Molecule(name='C28H20', formula='C28H20', hash='ad24aa5')"
2mer-0+73,-0.02104248,2,-0.02104248,-125.13710521,5.094201e-05,19.494,14.275,14.275,,"Molecule(name='C28H20', formula='C28H20', hash='00587fa')"
2mer-0+76,-0.02404862,4,-0.04809725,-125.18520246,4.787226e-05,18.571,14.574,14.574,,"Molecule(name='C28H20', formula='C28H20', hash='2f4e3a6')"
2mer-0+78,-0.00684605,2,-0.00684605,-125.19204851,4.746159e-05,21.12,14.616,14.616,,"Molecule(name='C28H20', formula='C28H20', hash='166bcd5')"
2mer-0+83,0.0283627,2,0.0283627,-125.16368581,4.705661e-05,15.048,14.658,14.658,,"Molecule(name='C28H20', formula='C28H20', hash='55d2f42')"
2mer-0+136,0.00172091,2,0.00172091,-125.1619649,4.656775e-05,22.159,14.709,14.709,,"Molecule(name='C28H20', formula='C28H20', hash='980f89c')"
2mer-0+111,-0.00955784,2,-0.00955784,-125.17152274,4.454813e-05,20.658,14.928,14.928,,"Molecule(name='C28H20', formula='C28H20', hash='0cf2d34')"
2mer-0+149,0.00077223,2,0.00077223,-125.17075051,4.369263e-05,20.223,15.024,15.024,,"Molecule(name='C28H20', formula='C28H20', hash='d083879')"
2mer-0+128,0.01167373,4,0.02334746,-125.14740306,4.129856e-05,17.461,15.309,15.309,,"Molecule(name='C28H20', formula='C28H20', hash='e108123')"
2mer-0+122,-0.01914882,4,-0.03829764,-125.1857007,4.101886e-05,19.585,15.344,15.344,,"Molecule(name='C28H20', formula='C28H20', hash='faa02dc')"
2mer-0+113,-0.00689049,4,-0.01378098,-125.19948168,4.048969e-05,20.112,15.411,15.411,,"Molecule(name='C28H20', formula='C28H20', hash='eef7ce4')"
2mer-0+153,-0.01489147,2,-0.01489147,-125.21437315,3.931871e-05,21.103,15.562,15.562,,"Molecule(name='C28H20', formula='C28H20', hash='603b756')"
2mer-0+187,-0.00985666,2,-0.00985666,-125.22422981,3.838399e-05,21.12,15.687,15.687,,"Molecule(name='C28H20', formula='C28H20', hash='44aa503')"
2mer-0+158,-0.00231033,2,-0.00231033,-125.22654014,3.815442e-05,22.083,15.719,15.719,,"Molecule(name='C28H20', formula='C28H20', hash='d135175')"
2mer-0+99,-0.01677199,2,-0.01677199,-125.24331213,3.810905e-05,20.223,15.725,15.725,,"Molecule(name='C28H20', formula='C28H20', hash='1beea24')"
2mer-0+117,-0.00844736,4,-0.01689471,-125.26020684,3.625812e-05,22.912,15.988,15.988,,"Molecule(name='C28H20', formula='C28H20', hash='ed7af85')"
2mer-0+96,0.00082968,2,0.00082968,-125.25937716,3.61768e-05,25.218,16.0,16.0,,"Molecule(name='C28H20', formula='C28H20', hash='fac9da2')"
2mer-0+147,0.00017501,2,0.00017501,-125.25920215,3.583029e-05,17.863,16.052,16.052,,"Molecule(name='C28H20', formula='C28H20', hash='dfd8fce')"
2mer-0+112,-0.00190609,4,-0.00381217,-125.26301433,3.477771e-05,25.039,16.212,16.212,,"Molecule(name='C28H20', formula='C28H20', hash='71f3e8b')"
2mer-0+132,0.00085048,4,0.00170096,-125.26131336,3.241752e-05,21.384,16.596,16.596,,"Molecule(name='C28H20', formula='C28H20', hash='dd07f22')"
2mer-0+103,-0.00443598,4,-0.00887196,-125.27018532,3.155341e-05,23.502,16.746,16.746,,"Molecule(name='C28H20', formula='C28H20', hash='610d1c8')"
2mer-0+144,-0.0156881,2,-0.0156881,-125.28587342,3.075805e-05,19.843,16.889,16.889,,"Molecule(name='C28H20', formula='C28H20', hash='4ff7b52')"
2mer-0+114,-0.00900543,2,-0.00900543,-125.29487885,2.994947e-05,22.083,17.04,17.04,,"Molecule(name='C28H20', formula='C28H20', hash='02347ce')"
2mer-0+109,8.162e-05,4,0.00016324,-125.29471561,2.99491e-05,25.03,17.04,17.04,,"Molecule(name='C28H20', formula='C28H20', hash='253b3f7')"
2mer-0+123,-0.00851852,4,-0.01703705,-125.31175266,2.954094e-05,21.824,17.118,17.118,,"Molecule(name='C28H20', formula='C28H20', hash='9f63599')"
2mer-0+154,-0.00081313,4,-0.00162626,-125.31337892,2.928826e-05,21.248,17.167,17.167,,"Molecule(name='C28H20', formula='C28H20', hash='99786b7')"
2mer-0+181,-0.00225119,2,-0.00225119,-125.31563011,2.915835e-05,25.218,17.193,17.193,,"Molecule(name='C28H20', formula='C28H20', hash='ee6a4df')"
2mer-0+125,0.0090399,2,0.0090399,-125.30659021,2.885837e-05,18.278,17.252,17.252,,"Molecule(name='C28H20', formula='C28H20', hash='4266050')"
2mer-0+135,-0.00759378,4,-0.01518756,-125.32177778,2.875744e-05,19.408,17.272,17.272,,"Molecule(name='C28H20', formula='C28H20', hash='85cd0a8')"
2mer-0+129,0.00124699,4,0.00249398,-125.31928379,2.815754e-05,22.944,17.394,17.394,,"Molecule(name='C28H20', formula='C28H20', hash='397c27d')"
2mer-0+133,0.00133987,2,0.00133987,-125.31794392,2.740368e-05,24.995,17.552,17.552,,"Molecule(name='C28H20', formula='C28H20', hash='077bf4c')"
2mer-0+130,-0.00119073,4,-0.00238146,-125.32032538,2.72375e-05,26.434,17.588,17.588,,"Molecule(name='C28H20', formula='C28H20', hash='cb56a88')"
2mer-0+195,2.26e-06,2,2.26e-06,-125.32032312,2.543626e-05,22.661,17.994,17.994,,"Molecule(name='C28H20', formula='C28H20', hash='6785c23')"
2mer-0+159,-0.00452933,2,-0.00452933,-125.32485246,2.481004e-05,25.651,18.144,18.144,,"Molecule(name='C28H20', formula='C28H20', hash='6166092')"
2mer-0+174,-0.00661561,2,-0.00661561,-125.33146807,2.439405e-05,24.941,18.246,18.246,,"Molecule(name='C28H20', formula='C28H20', hash='1957bc4')"
2mer-0+216,-0.00890839,2,-0.00890839,-125.34037646,2.387363e-05,22.765,18.378,18.378,,"Molecule(name='C28H20', formula='C28H20', hash='f3f10de')"
2mer-0+137,-0.0044249,2,-0.0044249,-125.34480136,2.34105e-05,25.892,18.498,18.498,,"Molecule(name='C28H20', formula='C28H20', hash='6b6a132')"
2mer-0+179,-0.00040762,2,-0.00040762,-125.34520898,2.328599e-05,24.62,18.531,18.531,,"Molecule(name='C28H20', formula='C28H20', hash='e3832f6')"
2mer-0+175,-0.00660762,2,-0.00660762,-125.3518166,2.310357e-05,21.963,18.58,18.58,,"Molecule(name='C28H20', formula='C28H20', hash='d1bc8af')"
2mer-0+207,0.00045405,2,0.00045405,-125.35136254,2.246458e-05,20.658,18.754,18.754,,"Molecule(name='C28H20', formula='C28H20', hash='157e7b9')"
2mer-0+167,-0.00215945,2,-0.00215945,-125.353522,2.226522e-05,27.274,18.81,18.81,,"Molecule(name='C28H20', formula='C28H20', hash='6aba8fc')"
2mer-0+230,-0.00967812,2,-0.00967812,-125.36320012,2.220498e-05,21.739,18.827,18.827,,"Molecule(name='C28H20', formula='C28H20', hash='3528674')"
2mer-0+203,-0.00473043,4,-0.00946085,-125.37266097,2.198065e-05,22.875,18.891,18.891,,"Molecule(name='C28H20', formula='C28H20', hash='531a237')"
2mer-0+162,-0.00097166,4,-0.00194331,-125.37460428,2.107466e-05,28.121,19.158,19.158,,"Molecule(name='C28H20', formula='C28H20', hash='8a92548')"
2mer-0+160,-0.00022873,4,-0.00045746,-125.37506174,2.093302e-05,25.186,19.201,19.201,,"Molecule(name='C28H20', formula='C28H20', hash='4f8cf8d')"
2mer-0+270,0.00048384,2,0.00048384,-125.37457791,2.083883e-05,25.892,19.23,19.23,,"Molecule(name='C28H20', formula='C28H20', hash='5fcd434')"
2mer-0+155,-0.00417675,4,-0.00835349,-125.3829314,2.058115e-05,23.668,19.31,19.31,,"Molecule(name='C28H20', formula='C28H20', hash='ef5df1d')"
2mer-0+231,-0.00162415,2,-0.00162415,-125.38455555,2.053659e-05,20.897,19.324,19.324,,"Molecule(name='C28H20', formula='C28H20', hash='b2665f0')"
2mer-0+176,-0.00385587,4,-0.00771175,-125.3922673,2.049642e-05,25.855,19.336,19.336,,"Molecule(name='C28H20', formula='C28H20', hash='06217cd')"
2mer-0+220,-0.00055523,2,-0.00055523,-125.39282253,2.009991e-05,27.924,19.463,19.463,,"Molecule(name='C28H20', formula='C28H20', hash='ed41cb7')"
2mer-0+314,0.00072516,2,0.00072516,-125.39209737,1.975814e-05,25.828,19.574,19.574,,"Molecule(name='C28H20', formula='C28H20', hash='b4efbc7')"
2mer-0+177,-0.0001875,2,-0.0001875,-125.39228486,1.975466e-05,28.546,19.575,19.575,,"Molecule(name='C28H20', formula='C28H20', hash='3bc2c49')"
2mer-0+211,-0.00470496,2,-0.00470496,-125.39698983,1.974344e-05,23.961,19.579,19.579,,"Molecule(name='C28H20', formula='C28H20', hash='37589f5')"
2mer-0+190,-0.00151538,2,-0.00151538,-125.3985052,1.960109e-05,27.91,19.626,19.626,,"Molecule(name='C28H20', formula='C28H20', hash='54dfc6a')"
2mer-0+227,0.00037405,2,0.00037405,-125.39813116,1.925949e-05,25.396,19.742,19.742,,"Molecule(name='C28H20', formula='C28H20', hash='a4ff968')"
2mer-0+189,-0.00278701,4,-0.00557401,-125.40370517,1.907086e-05,27.392,19.807,19.807,,"Molecule(name='C28H20', formula='C28H20', hash='6f663f4')"
2mer-0+165,1.39e-05,2,1.39e-05,-125.40369127,1.881808e-05,28.555,19.895,19.895,,"Molecule(name='C28H20', formula='C28H20', hash='4603f7f')"
2mer-0+182,-0.00820722,4,-0.01641444,-125.42010571,1.871933e-05,22.808,19.93,19.93,,"Molecule(name='C28H20', formula='C28H20', hash='9950ce5')"
2mer-0+202,-0.00136835,2,-0.00136835,-125.42147406,1.871726e-05,27.67,19.931,19.931,,"Molecule(name='C28H20', formula='C28H20', hash='03a4dcd')"
2mer-0+237,-0.00532431,2,-0.00532431,-125.42679837,1.862168e-05,25.651,19.965,19.965,,"Molecule(name='C28H20', formula='C28H20', hash='2a3bbf4')"
2mer-0+193,0.00064044,2,0.00064044,-125.42615792,1.856867e-05,29.242,19.984,19.984,,"Molecule(name='C28H20', formula='C28H20', hash='2084775')"
2mer-0+228,-0.00415164,4,-0.00830328,-125.4344612,1.854782e-05,24.472,19.991,19.991,,"Molecule(name='C28H20', formula='C28H20', hash='2e88828')"
