N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+215,-0.02032395,2,-0.02032395,-96.90295256,3.443805e-05,20.905,16.265,16.265,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6fe46b3')"
2mer-0+270,0.0265561,2,0.0265561,-96.87639646,3.418248e-05,20.43,16.305,16.305,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='601f349')"
2mer-0+227,-0.00843541,2,-0.00843541,-96.88483187,3.414277e-05,19.781,16.312,16.312,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9e02ad9')"
2mer-0+193,-0.03583417,2,-0.03583417,-96.92066604,3.397133e-05,20.484,16.339,16.339,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='7011697')"
2mer-0+306,0.00270891,2,0.00270891,-96.91795713,3.353307e-05,21.151,16.41,16.41,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4e54b24')"
2mer-0+214,0.04472089,2,0.04472089,-96.87323623,3.345103e-05,21.466,16.423,16.423,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='25095ef')"
2mer-0+348,0.00490161,2,0.00490161,-96.86833462,3.341442e-05,20.833,16.429,16.429,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fe286af')"
2mer-0+226,0.00773602,2,0.00773602,-96.86059861,3.335457e-05,20.236,16.439,16.439,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cac484b')"
2mer-0+187,0.0507903,2,0.0507903,-96.80980831,3.331756e-05,21.553,16.445,16.445,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='b669ed3')"
2mer-0+203,0.00825744,2,0.00825744,-96.80155087,3.311061e-05,20.456,16.48,16.48,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0158d43')"
2mer-0+247,0.02378051,2,0.02378051,-96.77777036,3.196611e-05,20.679,16.674,16.674,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='685ec03')"
2mer-0+223,-0.00013365,2,-0.00013365,-96.77790401,3.137928e-05,20.894,16.777,16.777,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f7bf55d')"
2mer-0+318,-0.04568198,2,-0.04568198,-96.82358599,3.115841e-05,20.587,16.817,16.817,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6c6966b')"
2mer-0+239,0.01058603,2,0.01058603,-96.81299997,3.102639e-05,21.392,16.841,16.841,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='eb23f3b')"
2mer-0+240,-0.03339778,2,-0.03339778,-96.84639775,3.084029e-05,19.856,16.874,16.874,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fd39aeb')"
2mer-0+256,-0.02748332,2,-0.02748332,-96.87388106,3.023435e-05,20.456,16.986,16.986,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='228f5e4')"
2mer-0+196,-0.00130264,2,-0.00130264,-96.8751837,3.011376e-05,19.781,17.009,17.009,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cc77108')"
2mer-0+252,-0.01063301,2,-0.01063301,-96.88581671,3.004016e-05,21.878,17.023,17.023,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='17139a6')"
2mer-0+352,-0.02574188,2,-0.02574188,-96.91155859,3.000133e-05,20.782,17.03,17.03,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9d398b3')"
2mer-0+241,-0.00288638,2,-0.00288638,-96.91444497,2.971475e-05,21.525,17.085,17.085,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='2f11c12')"
2mer-0+197,-0.02719382,2,-0.02719382,-96.94163879,2.969516e-05,20.905,17.089,17.089,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4a70977')"
2mer-0+266,0.01982409,2,0.01982409,-96.9218147,2.969343e-05,21.6,17.089,17.089,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='91ffc06')"
2mer-0+177,-0.02797414,2,-0.02797414,-96.94978883,2.959283e-05,20.009,17.108,17.108,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6f2a0c3')"
2mer-0+211,-0.01791925,2,-0.01791925,-96.96770809,2.946641e-05,21.525,17.133,17.133,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6ef5cbd')"
2mer-0+205,-0.00161373,2,-0.00161373,-96.96932182,2.920656e-05,21.466,17.183,17.183,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5200b08')"
2mer-0+228,0.04273002,2,0.04273002,-96.92659179,2.829359e-05,22.542,17.366,17.366,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fd0c4ac')"
2mer-0+299,0.00318395,2,0.00318395,-96.92340784,2.79485e-05,21.6,17.437,17.437,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f1373e5')"
2mer-0+249,0.01227801,2,0.01227801,-96.91112983,2.77427e-05,21.309,17.48,17.48,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6ca530a')"
2mer-0+316,0.02861689,2,0.02861689,-96.88251294,2.757712e-05,21.785,17.515,17.515,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='2594c4c')"
2mer-0+278,-0.03271887,2,-0.03271887,-96.91523181,2.750123e-05,20.565,17.531,17.531,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='29df1d3')"
2mer-0+199,-0.00893961,2,-0.00893961,-96.92417142,2.702635e-05,20.565,17.634,17.634,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fc12766')"
2mer-0+441,0.0231311,2,0.0231311,-96.90104032,2.67451e-05,22.441,17.695,17.695,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1273d84')"
2mer-0+235,0.00255188,2,0.00255188,-96.89848844,2.624729e-05,22.21,17.806,17.806,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fb01372')"
2mer-0+283,-0.01194346,2,-0.01194346,-96.91043189,2.610051e-05,22.71,17.84,17.84,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d073a9d')"
