N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+20,1.61580857,1,0.80790429,-77.0464714,0.0008068659,7.233,5.684,5.684,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7c01661')"
2mer-0+24,-3.70066243,2,-3.70066243,-80.74713383,0.0007779855,7.485,5.754,5.754,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='169efd2')"
2mer-0+33,-3.07199208,2,-3.07199208,-83.81912591,0.0007213813,6.957,5.9,5.9,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='100ff39')"
2mer-0+31,2.94807289,2,2.94807289,-80.87105302,0.0006765307,6.856,6.028,6.028,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1c33c66')"
2mer-0+86,2.41614613,2,2.41614613,-78.45490689,0.0006716518,9.221,6.043,6.043,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4750893')"
2mer-0+15,-3.0491897,2,-3.0491897,-81.50409659,0.0006130595,9.147,6.229,6.229,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='afd04af')"
2mer-0+89,2.21967085,2,2.21967085,-79.28442574,0.0006005315,9.382,6.272,6.272,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cacdb9f')"
2mer-0+25,-2.47547589,2,-2.47547589,-81.75990164,0.0005700966,7.485,6.382,6.382,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7d1a423')"
2mer-0+76,-0.63346795,1,-0.31673397,-82.07663561,0.0005074523,8.308,6.634,6.634,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='181e91c')"
2mer-0+22,-2.90240733,2,-2.90240733,-84.97904294,0.0004665173,9.841,6.823,6.823,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f8f2285')"
2mer-0+44,-0.53693274,2,-0.53693274,-85.51597567,0.0004642979,8.498,6.834,6.834,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f901c7c')"
2mer-0+35,0.55201909,2,0.55201909,-84.96395659,0.000438829,8.876,6.964,6.964,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3ef273e')"
2mer-0+32,0.74740744,2,0.74740744,-84.21654914,0.0004113858,8.498,7.115,7.115,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1239466')"
2mer-0+29,-2.3109061,1,-1.15545305,-85.37200219,0.0003995222,7.708,7.185,7.185,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='38581c0')"
2mer-0+132,0.84492671,2,0.84492671,-84.52707548,0.0003839857,10.411,7.281,7.281,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bc2bde1')"
2mer-0+36,-0.95795694,2,-0.95795694,-85.48503241,0.0003612383,9.841,7.43,7.43,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='414faa1')"
2mer-0+112,0.31546715,2,0.31546715,-85.16956526,0.0003588837,10.165,7.446,7.446,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a51ec47')"
2mer-0+42,1.34694472,1,0.67347236,-84.4960929,0.0003374442,9.61,7.601,7.601,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='24b903f')"
2mer-0+52,0.60284319,2,0.60284319,-83.89324971,0.0003245923,9.223,7.7,7.7,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cdb9595')"
2mer-0+45,0.33696792,2,0.33696792,-83.55628178,0.0003074243,9.417,7.841,7.841,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='42d404e')"
2mer-0+60,0.70885878,2,0.70885878,-82.847423,0.0003029356,9.829,7.879,7.879,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ff2f650')"
2mer-0+39,1.93049674,2,1.93049674,-80.91692626,0.0002741718,10.321,8.146,8.146,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='709bc4c')"
2mer-0+77,1.06787576,2,1.06787576,-79.8490505,0.0002723382,9.536,8.164,8.164,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5f89561')"
2mer-0+64,0.3515967,2,0.3515967,-79.4974538,0.0002712522,9.593,8.175,8.175,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e5a58d7')"
2mer-0+87,1.45155403,2,1.45155403,-78.04589977,0.0002614774,8.975,8.275,8.275,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2b72303')"
2mer-0+151,0.63494293,2,0.63494293,-77.41095685,0.0002610363,11.356,8.28,8.28,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2c17527')"
2mer-0+43,1.6266377,2,1.6266377,-75.78431915,0.0002570093,10.465,8.323,8.323,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e937d0f')"
2mer-0+58,-1.4251466,2,-1.4251466,-77.20946575,0.0002503479,10.147,8.396,8.396,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5e703b5')"
2mer-0+56,-1.10272009,2,-1.10272009,-78.31218583,0.0002496364,9.422,8.404,8.404,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c39a1cf')"
2mer-0+49,-1.72496085,2,-1.72496085,-80.03714669,0.0002491625,11.296,8.41,8.41,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8448a97')"
2mer-0+122,0.06730657,1,0.03365328,-80.0034934,0.0002481694,11.06,8.421,8.421,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c3d56bc')"
2mer-0+63,0.36868668,2,0.36868668,-79.63480673,0.0002467958,9.417,8.436,8.436,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2297317')"
2mer-0+46,-1.31864088,2,-1.31864088,-80.95344761,0.000244724,11.114,8.46,8.46,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='26148f2')"
2mer-0+67,-1.74800139,1,-0.87400069,-81.8274483,0.0002418919,9.034,8.493,8.493,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3df2bdf')"
2mer-0+85,-0.91737736,1,-0.45868868,-82.28613698,0.0002341083,9.74,8.586,8.586,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='32f60d4')"
2mer-0+65,-0.90299619,1,-0.45149809,-82.73763508,0.0002325735,8.931,8.605,8.605,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bb55cc5')"
2mer-0+80,0.79290999,2,0.79290999,-81.94472509,0.0002145658,10.052,8.839,8.839,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='14c8fb6')"
2mer-0+66,0.5334992,1,0.2667496,-81.67797548,0.0002133107,10.617,8.857,8.857,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c04b3df')"
2mer-0+142,0.35894402,2,0.35894402,-81.31903147,0.0002053821,11.356,8.969,8.969,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7a937e8')"
2mer-0+55,-0.41712623,2,-0.41712623,-81.7361577,0.0002053211,11.431,8.97,8.97,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0e4e4b4')"
2mer-0+70,1.16743002,2,1.16743002,-80.56872768,0.0001972274,9.536,9.091,9.091,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dd9e091')"
2mer-0+101,-1.23659351,1,-0.61829675,-81.18702444,0.0001958735,10.098,9.112,9.112,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9db6d4e')"
2mer-0+61,-0.58616798,1,-0.29308399,-81.48010843,0.0001891119,10.277,9.219,9.219,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7e9b448')"
2mer-0+59,-0.10311287,2,-0.10311287,-81.5832213,0.0001829251,11.114,9.322,9.322,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c22ecec')"
2mer-0+73,-0.65940768,2,-0.65940768,-82.24262898,0.0001781556,11.431,9.404,9.404,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7974216')"
2mer-0+130,-0.49453429,2,-0.49453429,-82.73716327,0.0001769152,11.222,9.426,9.426,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1186b22')"
2mer-0+69,1.07317195,2,1.07317195,-81.66399132,0.0001737361,11.396,9.484,9.484,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7e56398')"
2mer-0+68,0.52866992,2,0.52866992,-81.1353214,0.0001707569,10.57,9.538,9.538,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c04c39f')"
2mer-0+72,0.13963232,2,0.13963232,-80.99568908,0.0001696131,11.296,9.56,9.56,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6c2d2a4')"
2mer-0+96,0.51574699,2,0.51574699,-80.47994209,0.0001554732,11.301,9.841,9.841,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a299e41')"
2mer-0+83,-0.83100432,2,-0.83100432,-81.31094641,0.0001531328,10.301,9.891,9.891,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d18621d')"
2mer-0+205,0.14297931,1,0.07148965,-81.23945676,0.0001530682,12.806,9.893,9.893,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a67112d')"
2mer-0+106,-0.85565917,2,-0.85565917,-82.09511594,0.0001509255,11.105,9.939,9.939,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2583a84')"
2mer-0+119,0.32877644,2,0.32877644,-81.7663395,0.000150405,10.931,9.951,9.951,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='178e628')"
2mer-0+251,0.78111698,1,0.39055849,-81.37578101,0.0001467373,13.334,10.033,10.033,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ccbf8b2')"
2mer-0+93,-0.90898965,2,-0.90898965,-82.28477066,0.0001466693,10.68,10.034,10.034,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='78dbebf')"
2mer-0+134,0.54650907,2,0.54650907,-81.7382616,0.0001354692,11.984,10.304,10.304,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='342411b')"
2mer-0+270,0.85838445,2,0.85838445,-80.87987715,0.00013513,13.73,10.312,10.312,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='01b15b4')"
2mer-0+196,0.3455733,2,0.3455733,-80.53430385,0.0001324957,12.716,10.38,10.38,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fe66951')"
2mer-0+133,0.23134165,2,0.23134165,-80.30296219,0.0001314476,11.984,10.408,10.408,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1070cc3')"
2mer-0+110,-0.37929384,2,-0.37929384,-80.68225603,0.0001304406,12.815,10.434,10.434,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='030faed')"
2mer-0+105,-0.70722044,2,-0.70722044,-81.38947647,0.0001282648,13.214,10.493,10.493,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='97888cc')"
2mer-0+84,0.58565115,2,0.58565115,-80.80382532,0.0001279489,12.266,10.502,10.502,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eac4e8a')"
2mer-0+88,0.44341302,2,0.44341302,-80.36041231,0.0001279489,12.266,10.502,10.502,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e0df990')"
2mer-0+301,0.5086412,1,0.2543206,-80.1060917,0.0001273627,14.077,10.518,10.518,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3bac09e')"
2mer-0+203,0.07768827,2,0.07768827,-80.02840344,0.0001224105,13.262,10.658,10.658,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='49d9091')"
2mer-0+91,-0.4465342,2,-0.4465342,-80.47493764,0.000119013,13.214,10.758,10.758,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='47dae8a')"
2mer-0+97,-0.83625431,1,-0.41812715,-80.89306479,0.0001165727,11.536,10.833,10.833,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3a42501')"
2mer-0+128,-0.04219462,2,-0.04219462,-80.93525942,0.0001163013,12.815,10.841,10.841,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='474fa9d')"
2mer-0+92,-0.937545,2,-0.937545,-81.87280442,0.0001161777,13.856,10.845,10.845,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b47353c')"
2mer-0+108,-0.69366628,2,-0.69366628,-82.5664707,0.0001149543,13.591,10.883,10.883,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='da520b2')"
2mer-0+123,0.5281081,2,0.5281081,-82.0383626,0.0001148251,12.084,10.887,10.887,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3a7f275')"
2mer-0+221,0.12893826,2,0.12893826,-81.90942434,0.0001137426,13.38,10.922,10.922,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='734f4a5')"
2mer-0+150,-0.64832665,2,-0.64832665,-82.557751,0.000113447,12.249,10.931,10.931,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='09fd4b6')"
2mer-0+146,0.39556914,2,0.39556914,-82.16218185,0.0001104967,12.346,11.028,11.028,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5c7698a')"
2mer-0+121,0.25183262,2,0.25183262,-81.91034923,0.0001101729,12.786,11.038,11.038,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='79be891')"
2mer-0+143,-0.67813025,2,-0.67813025,-82.58847948,0.0001099922,11.934,11.045,11.045,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='68a334e')"
2mer-0+98,-0.88582012,2,-0.88582012,-83.4742996,0.0001098664,13.876,11.049,11.049,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c1162c5')"
2mer-0+167,0.38076563,2,0.38076563,-83.09353397,0.0001093609,12.94,11.066,11.066,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f16cf37')"
2mer-0+337,0.88936124,1,0.44468062,-82.64885335,0.0001085824,14.327,11.092,11.092,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4042004')"
2mer-0+210,-0.54566813,1,-0.27283407,-82.92168741,0.0001078822,12.487,11.116,11.116,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f62a354')"
2mer-0+117,-0.53479706,2,-0.53479706,-83.45648447,0.000107834,11.692,11.118,11.118,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7c3e662')"
2mer-0+118,-0.15961968,2,-0.15961968,-83.61610415,0.0001050221,12.376,11.216,11.216,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fed1a60')"
2mer-0+290,0.30476439,2,0.30476439,-83.31133977,0.000104964,14.318,11.218,11.218,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4211e0c')"
2mer-0+126,-0.01942222,1,-0.00971111,-83.32105087,9.86932e-05,12.885,11.451,11.451,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c576bcb')"
2mer-0+115,-0.72982207,2,-0.72982207,-84.05087294,9.66917e-05,14.457,11.529,11.529,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cc51832')"
2mer-0+129,0.26593063,2,0.26593063,-83.78494231,9.65605e-05,13.214,11.535,11.535,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='193b76a')"
2mer-0+192,0.39444191,2,0.39444191,-83.39050041,9.602112e-05,13.932,11.556,11.556,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f260011')"
2mer-0+259,-0.11311062,1,-0.05655531,-83.44705572,9.577334e-05,13.577,11.566,11.566,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='074f723')"
2mer-0+162,0.61129706,2,0.61129706,-82.83575865,9.548722e-05,12.669,11.578,11.578,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='76ac65f')"
2mer-0+385,0.5443791,1,0.27218955,-82.5635691,9.442174e-05,15.02,11.621,11.621,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='87c2e08')"
2mer-0+139,-0.49390265,2,-0.49390265,-83.05747175,9.441815e-05,12.249,11.621,11.621,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='39da70a')"
2mer-0+145,-0.55948956,2,-0.55948956,-83.61696131,9.320427e-05,13.29,11.671,11.671,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c8a7bae')"
2mer-0+163,-0.70509475,2,-0.70509475,-84.32205606,9.306359e-05,12.359,11.677,11.677,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a39c8e3')"
2mer-0+252,-0.02710666,2,-0.02710666,-84.34916272,9.289393e-05,14.009,11.684,11.684,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b6591e1')"
2mer-0+127,-0.52035414,2,-0.52035414,-84.86951687,9.224571e-05,14.539,11.712,11.712,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='93cdc88')"
2mer-0+186,-0.51289562,2,-0.51289562,-85.38241249,9.089314e-05,12.24,11.769,11.769,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a3d8025')"
2mer-0+176,0.32614756,2,0.32614756,-85.05626493,8.952454e-05,13.256,11.829,11.829,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='251997e')"
2mer-0+131,0.20752171,2,0.20752171,-84.84874322,8.700066e-05,13.535,11.942,11.942,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='25e267b')"
2mer-0+171,-0.57526298,2,-0.57526298,-85.4240062,8.699692e-05,13.705,11.943,11.943,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9167d5c')"
2mer-0+254,-0.15126475,2,-0.15126475,-85.57527095,8.611717e-05,14.048,11.983,11.983,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3b966b6')"
2mer-0+165,0.15966079,2,0.15966079,-85.41561016,8.598349e-05,13.214,11.989,11.989,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8ab5161')"
2mer-0+149,0.19872462,2,0.19872462,-85.21688553,8.578429e-05,13.114,11.999,11.999,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9f8af59')"
2mer-0+136,0.71222358,1,0.35611179,-84.86077374,8.329148e-05,14.493,12.117,12.117,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='572a6a1')"
2mer-0+194,-0.21053141,1,-0.1052657,-84.96603944,8.315527e-05,12.91,12.124,12.124,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='886c13b')"
2mer-0+264,-0.34319313,1,-0.17159656,-85.13763601,8.230793e-05,13.542,12.165,12.165,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eb23644')"
2mer-0+138,-0.62329345,2,-0.62329345,-85.76092945,8.122617e-05,14.787,12.219,12.219,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bf8d4a4')"
2mer-0+328,0.03843535,2,0.03843535,-85.7224941,8.098677e-05,14.932,12.231,12.231,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a5ff694')"
2mer-0+172,-0.5079315,2,-0.5079315,-86.2304256,8.045973e-05,13.705,12.258,12.258,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='175a8df')"
2mer-0+152,-0.55283782,2,-0.55283782,-86.78326342,8.010567e-05,14.814,12.276,12.276,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eb1e1b2')"
2mer-0+184,-0.66270311,1,-0.33135156,-87.11461498,7.999783e-05,12.461,12.281,12.281,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8e9dc97')"
2mer-0+177,0.29826127,2,0.29826127,-86.8163537,7.928867e-05,13.591,12.318,12.318,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d9c37d8')"
2mer-0+189,-0.53131637,1,-0.26565818,-87.08201189,7.875278e-05,13.219,12.346,12.346,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c95f5b6')"
2mer-0+213,0.4684199,2,0.4684199,-86.61359199,7.863152e-05,12.977,12.352,12.352,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d9df273')"
2mer-0+185,0.2498637,2,0.2498637,-86.36372829,7.784408e-05,14.123,12.393,12.393,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1a8b3e6')"
2mer-0+315,0.03518374,1,0.01759187,-86.34613642,7.608146e-05,15.416,12.488,12.488,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cb0bc4f')"
2mer-0+348,-0.0621938,2,-0.0621938,-86.40833022,7.533939e-05,14.925,12.529,12.529,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c355435')"
2mer-0+161,0.08883281,2,0.08883281,-86.31949741,7.522884e-05,14.049,12.535,12.535,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e488aac')"
2mer-0+183,0.34097664,2,0.34097664,-85.97852077,7.308789e-05,13.893,12.657,12.657,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='704cb76')"
2mer-0+156,0.21108782,2,0.21108782,-85.76743294,7.296967e-05,14.161,12.663,12.663,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='26cb4b7')"
2mer-0+157,-0.37959645,2,-0.37959645,-86.14702939,7.07302e-05,15.478,12.796,12.796,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3bcb256')"
2mer-0+374,0.04952958,1,0.02476479,-86.1222646,7.049605e-05,15.434,12.81,12.81,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2ef914e')"
2mer-0+225,0.46399044,2,0.46399044,-85.65827416,7.031131e-05,13.712,12.821,12.821,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='969f1ad')"
2mer-0+439,0.51759693,2,0.51759693,-85.14067722,7.025638e-05,16.122,12.824,12.824,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5a0d541')"
2mer-0+158,0.42201352,2,0.42201352,-84.71866371,7.006179e-05,14.858,12.836,12.836,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='927a84e')"
2mer-0+159,0.68174395,2,0.68174395,-84.03691976,6.868378e-05,15.402,12.922,12.922,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='88f272b')"
2mer-0+180,0.5855266,1,0.2927633,-83.74415646,6.836313e-05,15.179,12.942,12.942,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='634a533')"
2mer-0+212,0.35786764,2,0.35786764,-83.38628882,6.680008e-05,13.893,13.042,13.042,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3c2003c')"
2mer-0+191,-0.51113922,2,-0.51113922,-83.89742804,6.645218e-05,15.478,13.065,13.065,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6849dce')"
2mer-0+182,-0.39099331,2,-0.39099331,-84.28842135,6.546587e-05,15.887,13.13,13.13,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ac35c0b')"
2mer-0+414,0.02077006,1,0.01038503,-84.27803632,6.452945e-05,16.08,13.193,13.193,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a06d626')"
2mer-0+278,-0.03610344,2,-0.03610344,-84.31413976,6.430927e-05,14.932,13.208,13.208,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='764fe07')"
2mer-0+168,-0.35452979,2,-0.35452979,-84.66866955,6.423944e-05,16.001,13.213,13.213,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8f4657c')"
2mer-0+179,-0.38777201,2,-0.38777201,-85.05644155,6.418464e-05,15.688,13.217,13.217,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='913b427')"
2mer-0+209,0.11010606,2,0.11010606,-84.9463355,6.250307e-05,14.756,13.334,13.334,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1f210e5')"
2mer-0+246,0.24079868,2,0.24079868,-84.70553682,6.17155e-05,14.924,13.391,13.391,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f13e4b2')"
2mer-0+217,0.25479454,2,0.25479454,-84.45074227,6.163372e-05,14.603,13.397,13.397,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c31305d')"
2mer-0+214,0.30746091,2,0.30746091,-84.14328137,6.162552e-05,14.539,13.397,13.397,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7f4b203')"
2mer-0+211,-0.35331204,2,-0.35331204,-84.49659341,6.139546e-05,16.105,13.414,13.414,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6dfa95e')"
2mer-0+250,0.12989124,2,0.12989124,-84.36670216,6.131216e-05,14.603,13.42,13.42,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='851fbe6')"
2mer-0+204,-0.32206244,2,-0.32206244,-84.6887646,6.12375e-05,16.106,13.425,13.425,,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a6740a3')"
