N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+170,-0.4206246,4,-0.8412492,-114.7294294,5.770387e-05,16.151,13.694,13.694,0
2mer-0+192,0.67304517,4,1.34609035,-113.38333905,5.688125e-05,16.297,13.76,13.76,0
2mer-0+146,-0.00413444,8,-0.01653777,-113.39987682,5.662787e-05,15.632,13.78,13.78,0
2mer-0+177,0.07676024,4,0.15352047,-113.24635634,5.408963e-05,16.252,13.993,13.993,0
2mer-0+149,-0.32262522,8,-1.29050089,-114.53685724,5.317395e-05,16.386,14.072,14.072,0
2mer-0+253,0.13301568,4,0.26603136,-114.27082588,5.293074e-05,17.126,14.094,14.094,0
2mer-0+326,0.45702977,4,0.91405954,-113.35676634,5.288794e-05,17.505,14.098,14.098,0
2mer-0+167,-0.26710928,8,-1.06843711,-114.42520346,5.256866e-05,16.563,14.126,14.126,0
2mer-0+189,0.25635225,4,0.51270449,-113.91249896,5.196148e-05,17.674,14.181,14.181,0
2mer-0+168,0.27219715,4,0.54439429,-113.36810467,5.171067e-05,16.767,14.204,14.204,0
2mer-0+222,0.06378829,4,0.12757659,-113.24052808,4.459997e-05,18.386,14.922,14.922,0
2mer-0+202,0.17862985,8,0.71451941,-112.52600867,4.445618e-05,18.287,14.938,14.938,0
2mer-0+190,0.19328325,8,0.77313299,-111.75287567,4.426272e-05,17.412,14.96,14.96,0
2mer-0+203,-0.20493115,8,-0.81972459,-112.57260026,4.189118e-05,17.981,15.237,15.237,0
2mer-0+254,-0.10888988,8,-0.43555954,-113.0081598,4.176238e-05,18.007,15.252,15.252,0
2mer-0+193,-0.19679452,8,-0.78717809,-113.79533789,4.15521e-05,17.514,15.278,15.278,0
2mer-0+300,0.05908665,8,0.23634661,-113.55899128,3.905428e-05,18.862,15.597,15.597,0
2mer-0+374,0.24685824,8,0.98743298,-112.5715583,3.90285e-05,19.206,15.601,15.601,0
2mer-0+223,0.35059466,2,0.35059466,-112.22096364,3.751064e-05,15.808,15.808,15.808,0
2mer-0+231,-0.14304514,8,-0.57218056,-112.7931442,3.749216e-05,18.83,15.811,15.811,0
2mer-0+306,-0.445209,2,-0.445209,-113.2383532,3.714059e-05,18.779,15.861,15.861,0
2mer-0+244,0.31302257,8,1.25209028,-111.98626293,3.708541e-05,18.113,15.868,15.868,0
2mer-0+229,0.23357017,4,0.46714034,-111.51912258,3.656546e-05,16.491,15.943,15.943,0
2mer-0+227,0.02292262,8,0.09169047,-111.42743211,3.570281e-05,18.072,16.071,16.071,0
2mer-0+294,0.17446125,4,0.34892251,-111.0785096,3.475779e-05,20.152,16.215,16.215,0
2mer-0+245,0.24939653,4,0.49879307,-110.57971654,3.437482e-05,17.674,16.275,16.275,0
2mer-0+273,-0.14134361,8,-0.56537444,-111.14509098,3.297516e-05,18.83,16.502,16.502,0
2mer-0+315,-0.34661909,8,-1.38647635,-112.53156733,3.269486e-05,19.593,16.549,16.549,0
2mer-0+256,0.05932731,8,0.23730922,-112.2942581,3.183812e-05,19.217,16.696,16.696,0
2mer-0+261,0.17574632,8,0.70298528,-111.59127282,3.116226e-05,18.287,16.816,16.816,0
2mer-0+317,0.1280257,8,0.51210282,-111.07917,3.080432e-05,20.691,16.881,16.881,0
2mer-0+281,0.0678753,8,0.27150118,-110.80766882,3.07768e-05,20.013,16.886,16.886,0
2mer-0+286,-0.17226144,8,-0.68904577,-111.49671459,2.983671e-05,19.836,17.062,17.062,0
2mer-0+289,0.06626093,4,0.13252186,-111.36419272,2.96175e-05,18.386,17.104,17.104,0
2mer-0+312,-0.14668711,8,-0.58674845,-111.95094117,2.937511e-05,19.982,17.15,17.15,0
2mer-0+341,-0.28810713,4,-0.57621427,-112.52715544,2.907032e-05,20.375,17.21,17.21,0
2mer-0+305,-0.01636064,8,-0.06544255,-112.59259799,2.784752e-05,19.725,17.458,17.458,0
2mer-0+397,0.02793696,8,0.11174785,-112.48085014,2.771807e-05,20.451,17.486,17.486,0
2mer-0+478,0.15918807,4,0.31837615,-112.16247399,2.77035e-05,20.769,17.489,17.489,0
2mer-0+336,0.17068185,4,0.34136369,-111.8211103,2.698625e-05,19.762,17.642,17.642,0
2mer-0+372,-0.26037169,4,-0.52074337,-112.34185367,2.662825e-05,20.375,17.721,17.721,0
2mer-0+322,-0.1880374,4,-0.3760748,-112.71792846,2.648889e-05,19.836,17.752,17.752,0
2mer-0+343,-0.16776093,4,-0.33552187,-113.05345033,2.619595e-05,19.982,17.818,17.818,0
2mer-0+357,-0.05671244,4,-0.11342488,-113.16687521,2.602951e-05,21.172,17.856,17.856,0
2mer-0+338,-0.12398603,8,-0.49594413,-113.66281935,2.448116e-05,20.777,18.225,18.225,0
2mer-0+329,0.05435963,8,0.21743853,-113.44538082,2.418216e-05,20.013,18.299,18.299,0
2mer-0+431,0.32069694,4,0.64139388,-112.80398694,2.415417e-05,20.883,18.306,18.306,0
2mer-0+408,-0.08292003,8,-0.33168011,-113.13566705,2.366332e-05,21.194,18.432,18.432,0
2mer-0+370,-0.13047718,4,-0.26095436,-113.39662141,2.338571e-05,20.777,18.505,18.505,0
2mer-0+647,0.23310211,4,0.46620422,-112.93041719,2.262689e-05,22.104,18.709,18.709,0
2mer-0+540,0.09799152,8,0.39196607,-112.53845113,2.258392e-05,22.222,18.721,18.721,0
2mer-0+447,-0.09257071,4,-0.18514142,-112.72359255,2.257621e-05,21.194,18.723,18.723,0
2mer-0+406,0.06359971,8,0.25439884,-112.46919371,2.252569e-05,22.232,18.737,18.737,0
2mer-0+373,-0.14562447,8,-0.58249788,-113.05169159,2.228898e-05,21.352,18.803,18.803,0
2mer-0+393,-0.1305155,8,-0.52206198,-113.57375357,2.200443e-05,21.488,18.884,18.884,0
2mer-0+411,-0.1674794,8,-0.6699176,-114.24367117,2.181582e-05,21.854,18.938,18.938,0
2mer-0+403,0.07717048,8,0.30868191,-113.93498926,2.051058e-05,21.284,19.332,19.332,0
2mer-0+391,-0.03005884,8,-0.12023536,-114.05522462,2.04115e-05,21.898,19.363,19.363,0
2mer-0+437,-0.05415025,4,-0.1083005,-114.16352512,2.04098e-05,21.172,19.364,19.364,0
2mer-0+446,-0.1492691,8,-0.59707641,-114.76060153,1.992737e-05,22.557,19.519,19.519,0
2mer-0+428,-0.0204595,8,-0.08183798,-114.84243951,1.990196e-05,22.6,19.527,19.527,0
2mer-0+542,0.10924103,2,0.10924103,-114.73319849,1.944714e-05,23.712,19.678,19.678,0
2mer-0+470,0.11492083,4,0.22984165,-114.50335683,1.939829e-05,23.044,19.695,19.695,0
2mer-0+456,0.11788777,4,0.23577555,-114.26758129,1.934965e-05,22.356,19.711,19.711,0
2mer-0+435,0.16679934,4,0.33359867,-113.93398262,1.920495e-05,20.152,19.76,19.76,0
2mer-0+425,-0.10949947,8,-0.43799788,-114.37198049,1.890392e-05,22.23,19.865,19.865,0
2mer-0+716,0.16424514,8,0.65698058,-113.71499992,1.889935e-05,23.474,19.866,19.866,0
2mer-0+508,-0.07745034,8,-0.30980137,-114.02480128,1.88618e-05,22.62,19.88,19.88,0
2mer-0+503,0.2044804,8,0.81792159,-113.20687969,1.869102e-05,22.328,19.94,19.94,0
2mer-0+493,-0.12201919,8,-0.48807675,-113.69495644,1.860515e-05,22.557,19.971,19.971,0
