N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2
2mer-0+31,0.18269338,1,0.09134669,-70.93742026,0.0002461629,10.382,8.444,8.444,0
2mer-0+55,0.03370817,1,0.01685408,-70.92056617,0.0002285254,14.901,8.655,8.655,0
2mer-0+42,0.1486999,2,0.1486999,-70.77186627,0.0002222488,10.812,8.736,8.736,0
2mer-0+43,-0.04763228,1,-0.02381614,-70.79568242,0.0002155564,11.745,8.826,8.826,0
2mer-0+73,0.03533279,1,0.01766639,-70.77801602,0.0002152287,15.003,8.83,8.83,0
2mer-0+34,0.16186448,2,0.16186448,-70.61615154,0.0002138866,11.266,8.849,8.849,0
2mer-0+53,0.95510011,1,0.47755006,-70.13860148,0.0002124136,11.897,8.869,8.869,0
2mer-0+111,0.02037546,1,0.01018773,-70.12841376,0.0002124135,12.088,8.869,8.869,0
2mer-0+50,0.08003654,2,0.08003654,-70.04837722,0.0002072287,14.961,8.942,8.942,0
2mer-0+121,0.0317488,1,0.0158744,-70.03250282,0.0002047009,12.086,8.979,8.979,0
2mer-0+32,-0.1486138,1,-0.0743069,-70.10680972,0.0002028541,11.651,9.006,9.006,0
2mer-0+95,0.18175326,1,0.09087663,-70.01593309,0.0002016545,11.551,9.024,9.024,0
2mer-0+90,-0.08414472,2,-0.08414472,-70.10007781,0.0001918892,14.023,9.175,9.175,0
2mer-0+68,-0.06459695,2,-0.06459695,-70.16467476,0.0001882448,14.554,9.233,9.233,0
2mer-0+100,-0.12063406,1,-0.06031703,-70.22499179,0.0001841105,10.72,9.302,9.302,0
2mer-0+80,0.02287277,2,0.02287277,-70.20211902,0.0001815906,12.566,9.345,9.345,0
2mer-0+153,-0.25152516,1,-0.12576258,-70.3278816,0.0001778514,13.009,9.41,9.41,0
2mer-0+33,0.0836585,2,0.0836585,-70.2442231,0.0001774831,13.89,9.416,9.416,0
2mer-0+169,0.06704977,1,0.03352488,-70.21069822,0.0001764188,15.001,9.435,9.435,0
2mer-0+36,-0.05519299,1,-0.02759649,-70.23829471,0.0001611309,14.205,9.725,9.725,0
2mer-0+74,-0.18290423,2,-0.18290423,-70.42119894,0.0001581614,13.475,9.785,9.785,0
2mer-0+70,0.13784549,2,0.13784549,-70.28335345,0.0001525204,15.274,9.904,9.904,0
2mer-0+107,-0.01010781,1,-0.00505391,-70.28840736,0.0001502539,15.51,9.954,9.954,0
2mer-0+120,-0.15274597,1,-0.07637299,-70.36478034,0.0001418066,11.12,10.148,10.148,0
2mer-0+63,-0.00925714,1,-0.00462857,-70.36940891,0.0001389087,16.432,10.218,10.218,0
2mer-0+106,-0.00418473,1,-0.00209236,-70.37150128,0.0001388662,12.538,10.219,10.219,0
2mer-0+101,-0.26834027,1,-0.13417014,-70.50567141,0.0001336025,13.881,10.351,10.351,0
2mer-0+172,-0.26593844,1,-0.13296922,-70.63864063,0.0001319747,15.043,10.394,10.394,0
2mer-0+39,-0.13883416,1,-0.06941708,-70.70805771,0.0001261118,13.586,10.552,10.552,0
2mer-0+218,-0.1770514,1,-0.0885257,-70.79658341,0.0001244188,15.917,10.6,10.6,0
2mer-0+164,0.130676,1,0.065338,-70.73124541,0.0001200595,15.166,10.727,10.727,0
2mer-0+144,0.00179502,1,0.00089751,-70.7303479,0.0001198178,16.211,10.734,10.734,0
2mer-0+58,-0.14633047,2,-0.14633047,-70.87667837,0.0001173082,13.562,10.81,10.81,0
2mer-0+46,-0.03945591,2,-0.03945591,-70.91613428,0.0001162251,14.048,10.843,10.843,0
2mer-0+137,0.06726757,1,0.03363379,-70.8825005,0.0001144179,14.102,10.9,10.9,0
2mer-0+110,0.1601375,1,0.08006875,-70.80243174,0.0001137434,14.191,10.922,10.922,0
2mer-0+57,-0.03971365,2,-0.03971365,-70.8421454,0.0001129449,15.157,10.947,10.947,0
2mer-0+128,0.40143381,1,0.2007169,-70.64142849,0.0001125453,13.859,10.96,10.96,0
2mer-0+98,0.03017662,1,0.01508831,-70.62634018,0.0001102138,13.826,11.037,11.037,0
2mer-0+66,0.09856039,2,0.09856039,-70.52777979,0.0001094437,16.937,11.063,11.063,0
2mer-0+52,0.04242077,2,0.04242077,-70.48535902,0.0001092189,13.711,11.071,11.071,0
2mer-0+149,-0.090109,1,-0.0450545,-70.53041352,0.0001071485,15.245,11.141,11.141,0
2mer-0+142,0.03358848,1,0.01679424,-70.51361928,0.0001048357,16.709,11.223,11.223,0
2mer-0+232,0.12293062,1,0.06146531,-70.45215397,0.0001010388,16.207,11.362,11.362,0
2mer-0+131,0.04284571,1,0.02142286,-70.43073111,0.0001007262,16.045,11.373,11.373,0
2mer-0+127,-0.09675609,2,-0.09675609,-70.5274872,0.0001002168,15.838,11.393,11.393,0
2mer-0+69,0.03551161,2,0.03551161,-70.49197559,9.967858e-05,15.331,11.413,11.413,0
2mer-0+75,-0.15466589,1,-0.07733294,-70.56930853,9.853447e-05,14.985,11.457,11.457,0
2mer-0+71,-0.02605712,1,-0.01302856,-70.58233709,9.810161e-05,14.083,11.474,11.474,0
2mer-0+97,0.02106215,1,0.01053107,-70.57180602,9.799222e-05,17.355,11.478,11.478,0
2mer-0+113,-0.03514865,1,-0.01757432,-70.58938034,9.75233e-05,16.411,11.496,11.496,0
2mer-0+150,-0.10610715,1,-0.05305358,-70.64243392,9.690794e-05,13.954,11.521,11.521,0
2mer-0+114,-0.06591812,2,-0.06591812,-70.70835204,9.129945e-05,15.964,11.752,11.752,0
2mer-0+94,-0.01641366,2,-0.01641366,-70.7247657,9.091905e-05,15.444,11.768,11.768,0
2mer-0+88,0.00340813,1,0.00170406,-70.72306164,9.001537e-05,17.814,11.808,11.808,0
2mer-0+96,-0.12030931,1,-0.06015466,-70.7832163,8.957491e-05,14.283,11.827,11.827,0
2mer-0+141,-0.11591538,1,-0.05795769,-70.84117399,8.826856e-05,14.855,11.885,11.885,0
2mer-0+188,-0.08341667,1,-0.04170833,-70.88288232,8.799976e-05,13.544,11.897,11.897,0
2mer-0+72,-0.17967823,2,-0.17967823,-71.06256055,8.625746e-05,15.154,11.977,11.977,0
2mer-0+64,0.12329134,1,0.06164567,-71.00091488,8.521863e-05,14.311,12.025,12.025,0
2mer-0+119,-0.03800207,2,-0.03800207,-71.03891695,8.395412e-05,15.809,12.085,12.085,0
2mer-0+178,0.08835494,1,0.04417747,-70.99473949,8.386402e-05,15.335,12.09,12.09,0
2mer-0+89,0.06670159,2,0.06670159,-70.92803789,8.11022e-05,14.654,12.225,12.225,0
2mer-0+112,-0.16980546,2,-0.16980546,-71.09784335,8.047097e-05,15.132,12.257,12.257,0
2mer-0+184,0.01022056,1,0.00511028,-71.09273307,8.00705e-05,15.819,12.278,12.278,0
2mer-0+67,-0.10444655,1,-0.05222327,-71.14495635,7.879785e-05,16.288,12.343,12.343,0
2mer-0+259,-0.03313614,1,-0.01656807,-71.16152442,7.780228e-05,16.238,12.396,12.396,0
2mer-0+84,-0.10641694,1,-0.05320847,-71.21473289,7.584557e-05,13.65,12.501,12.501,0
2mer-0+147,0.02781556,1,0.01390778,-71.20082511,7.478621e-05,18.333,12.56,12.56,0
2mer-0+201,-0.05302669,1,-0.02651334,-71.22733845,7.459264e-05,14.826,12.571,12.571,0
2mer-0+61,-0.06377637,1,-0.03188818,-71.25922663,7.318895e-05,16.891,12.651,12.651,0
2mer-0+139,0.04289044,2,0.04289044,-71.21633619,7.20329e-05,16.398,12.718,12.718,0
2mer-0+87,-0.09879378,1,-0.04939689,-71.26573308,7.009216e-05,14.159,12.834,12.834,0
2mer-0+323,-0.03784395,1,-0.01892197,-71.28465505,6.822242e-05,18.206,12.951,12.951,0
2mer-0+123,-0.04108423,1,-0.02054212,-71.30519717,6.73547e-05,14.94,13.006,13.006,0
2mer-0+122,0.06154493,2,0.06154493,-71.24365224,6.700721e-05,18.115,13.028,13.028,0
2mer-0+81,-0.05863094,1,-0.02931547,-71.27296771,6.690298e-05,16.122,13.035,13.035,0
2mer-0+76,0.05244259,2,0.05244259,-71.22052511,6.633958e-05,16.81,13.072,13.072,0
2mer-0+134,0.00118937,2,0.00118937,-71.21933574,6.628133e-05,15.903,13.076,13.076,0
2mer-0+230,0.03023374,1,0.01511687,-71.20421887,6.508332e-05,15.94,13.156,13.156,0
2mer-0+306,0.06613298,1,0.03306649,-71.17115238,6.494213e-05,18.302,13.165,13.165,0
2mer-0+152,0.04228816,1,0.02114408,-71.1500083,6.492438e-05,15.828,13.166,13.166,0
2mer-0+130,0.00344686,2,0.00344686,-71.14656144,6.331435e-05,18.461,13.277,13.277,0
2mer-0+181,0.05315835,2,0.05315835,-71.09340309,6.234997e-05,17.133,13.345,13.345,0
2mer-0+159,-0.04833649,2,-0.04833649,-71.14173958,6.20884e-05,17.118,13.364,13.364,0
2mer-0+85,0.08525841,2,0.08525841,-71.05648117,6.189537e-05,15.087,13.378,13.378,0
2mer-0+261,0.05070219,1,0.02535109,-71.03113007,6.083289e-05,16.991,13.455,13.455,0
2mer-0+249,0.02350766,1,0.01175383,-71.01937625,6.020865e-05,17.976,13.501,13.501,0
2mer-0+242,0.01173959,1,0.00586979,-71.01350645,6.016113e-05,18.333,13.505,13.505,0
2mer-0+83,-0.07167972,1,-0.03583986,-71.04934631,5.950102e-05,16.865,13.555,13.555,0
2mer-0+124,-0.03617411,1,-0.01808706,-71.06743337,5.892886e-05,19.209,13.599,13.599,0
2mer-0+129,0.22783472,1,0.11391736,-70.95351601,5.768199e-05,16.444,13.696,13.696,0
2mer-0+116,-0.01713671,1,-0.00856836,-70.96208437,5.744238e-05,19.608,13.715,13.715,0
2mer-0+92,0.00810586,2,0.00810586,-70.95397851,5.715356e-05,17.982,13.738,13.738,0
2mer-0+138,0.05781664,1,0.02890832,-70.92507018,5.514314e-05,16.32,13.903,13.903,0
2mer-0+173,0.21441407,1,0.10720704,-70.81786315,5.50432e-05,17.192,13.911,13.911,0
2mer-0+180,-0.06938023,1,-0.03469011,-70.85255326,5.491286e-05,17.252,13.922,13.922,0
2mer-0+157,-0.04785818,1,-0.02392909,-70.87648235,5.406932e-05,18.685,13.994,13.994,0
2mer-0+284,-0.10612604,1,-0.05306302,-70.92954537,5.406497e-05,19.22,13.995,13.995,0
2mer-0+136,0.01888885,2,0.01888885,-70.91065652,5.40639e-05,17.183,13.995,13.995,0
2mer-0+125,0.03346195,2,0.03346195,-70.87719457,5.283779e-05,19.287,14.102,14.102,0
2mer-0+204,0.04285116,1,0.02142558,-70.85576899,5.218749e-05,17.188,14.161,14.161,0
2mer-0+115,-0.04487486,1,-0.02243743,-70.87820642,5.145211e-05,16.299,14.228,14.228,0
2mer-0+185,-0.02853889,2,-0.02853889,-70.90674531,5.12196e-05,18.99,14.249,14.249,0
2mer-0+208,-0.07031896,2,-0.07031896,-70.97706428,5.015441e-05,18.463,14.349,14.349,0
2mer-0+160,-0.10800618,2,-0.10800618,-71.08507046,5.009504e-05,17.502,14.355,14.355,0
2mer-0+199,0.20414794,1,0.10207397,-70.98299649,4.874388e-05,17.371,14.486,14.486,0
2mer-0+314,-0.01561592,1,-0.00780796,-70.99080445,4.86523e-05,17.153,14.496,14.496,0
2mer-0+158,-0.00111981,1,-0.0005599,-70.99136435,4.798296e-05,19.479,14.563,14.563,0
2mer-0+240,0.15551503,1,0.07775751,-70.91360684,4.729141e-05,18.035,14.633,14.633,0
2mer-0+214,0.01398896,1,0.00699448,-70.90661235,4.705615e-05,17.639,14.658,14.658,0
2mer-0+357,-0.05792216,1,-0.02896108,-70.93557344,4.678655e-05,20.297,14.686,14.686,0
2mer-0+135,0.04604332,2,0.04604332,-70.88953011,4.673059e-05,20.023,14.692,14.692,0
2mer-0+118,-0.01683904,2,-0.01683904,-70.90636915,4.608725e-05,17.322,14.76,14.76,0
2mer-0+117,0.05112692,2,0.05112692,-70.85524223,4.598337e-05,17.073,14.771,14.771,0
2mer-0+140,-0.01599132,1,-0.00799566,-70.86323789,4.492071e-05,19.496,14.886,14.886,0
2mer-0+206,0.01790246,2,0.01790246,-70.84533543,4.455078e-05,20.794,14.927,14.927,0
2mer-0+245,0.01522868,2,0.01522868,-70.83010676,4.395236e-05,20.467,14.995,14.995,0
2mer-0+268,0.02910784,1,0.01455392,-70.81555284,4.391927e-05,19.604,14.999,14.999,0
2mer-0+272,-0.06851182,1,-0.03425591,-70.84980875,4.331008e-05,19.44,15.069,15.069,0
2mer-0+307,-0.0172051,1,-0.00860255,-70.8584113,4.303277e-05,17.203,15.101,15.101,0
2mer-0+145,0.06497533,2,0.06497533,-70.79343597,4.269471e-05,17.008,15.141,15.141,0
2mer-0+126,-0.03214454,2,-0.03214454,-70.82558051,4.262305e-05,18.55,15.149,15.149,0
2mer-0+223,0.0082939,1,0.00414695,-70.82143356,4.262047e-05,21.372,15.149,15.149,0
2mer-0+280,-0.02776811,1,-0.01388406,-70.83531762,4.222363e-05,19.31,15.197,15.197,0
2mer-0+347,0.06298364,1,0.03149182,-70.8038258,4.221527e-05,19.701,15.198,15.198,0
2mer-0+191,-0.04652931,2,-0.04652931,-70.8503551,4.131133e-05,19.081,15.308,15.308,0
2mer-0+402,-0.07731849,1,-0.03865925,-70.88901435,4.126719e-05,20.876,15.313,15.313,0
2mer-0+252,0.02703132,1,0.01351566,-70.87549869,4.11878e-05,20.544,15.323,15.323,0
2mer-0+216,0.03224178,2,0.03224178,-70.84325691,4.099702e-05,19.215,15.347,15.347,0
2mer-0+243,-0.01053939,2,-0.01053939,-70.8537963,4.052051e-05,20.899,15.407,15.407,0
2mer-0+155,-0.08288093,2,-0.08288093,-70.93667724,4.043707e-05,18.107,15.417,15.417,0
2mer-0+269,0.0368271,1,0.01841355,-70.91826368,3.959056e-05,19.444,15.526,15.526,0
2mer-0+294,0.04504176,1,0.02252088,-70.8957428,3.938823e-05,18.403,15.553,15.553,0
2mer-0+166,-0.02357624,1,-0.01178812,-70.90753092,3.932345e-05,18.718,15.561,15.561,0
2mer-0+260,0.01294531,1,0.00647266,-70.90105827,3.916692e-05,21.821,15.582,15.582,0
2mer-0+349,-0.06838419,1,-0.0341921,-70.93525037,3.915704e-05,18.125,15.583,15.583,0
2mer-0+234,-0.03549916,2,-0.03549916,-70.97074953,3.899192e-05,18.496,15.605,15.605,0
2mer-0+235,0.03500071,2,0.03500071,-70.93574882,3.887389e-05,21.128,15.621,15.621,0
2mer-0+186,0.03839726,2,0.03839726,-70.89735156,3.873874e-05,17.638,15.639,15.639,0
2mer-0+370,-0.06592651,1,-0.03296326,-70.93031482,3.828581e-05,20.618,15.701,15.701,0
2mer-0+256,-0.0378327,1,-0.01891635,-70.94923117,3.82566e-05,19.556,15.705,15.705,0
2mer-0+317,-0.02391069,1,-0.01195535,-70.96118651,3.776398e-05,17.803,15.773,15.773,0
2mer-0+210,0.0352353,2,0.0352353,-70.92595121,3.773741e-05,21.888,15.776,15.776,0
2mer-0+132,0.03267817,2,0.03267817,-70.89327304,3.737615e-05,19.523,15.827,15.827,0
2mer-0+146,0.05589338,2,0.05589338,-70.83737966,3.736449e-05,17.846,15.829,15.829,0
2mer-0+154,-0.03103544,2,-0.03103544,-70.8684151,3.732548e-05,19.799,15.834,15.834,0
2mer-0+228,-0.00172364,1,-0.00086182,-70.86927692,3.712254e-05,22.099,15.863,15.863,0
2mer-0+229,0.01065798,1,0.00532899,-70.86394793,3.669988e-05,20.732,15.924,15.924,0
2mer-0+176,-0.04991049,1,-0.02495524,-70.88890318,3.65934e-05,19.281,15.939,15.939,0
2mer-0+211,-0.03457479,2,-0.03457479,-70.92347797,3.621864e-05,19.824,15.994,15.994,0
2mer-0+295,-0.00721602,2,-0.00721602,-70.93069399,3.603129e-05,21.034,16.022,16.022,0
2mer-0+458,0.00878496,1,0.00439248,-70.92630151,3.598592e-05,20.228,16.028,16.028,0
2mer-0+182,0.00015442,2,0.00015442,-70.92614709,3.52991e-05,19.305,16.132,16.132,0
2mer-0+163,0.03478729,2,0.03478729,-70.8913598,3.524767e-05,21.312,16.14,16.14,0
2mer-0+415,-0.06210223,1,-0.03105112,-70.92241092,3.491258e-05,20.203,16.191,16.191,0
2mer-0+460,0.04798594,1,0.02399297,-70.89841794,3.451037e-05,20.976,16.254,16.254,0
2mer-0+363,-0.01398269,1,-0.00699134,-70.90540929,3.410555e-05,20.354,16.318,16.318,0
2mer-0+224,-0.00510309,1,-0.00255154,-70.90796083,3.390716e-05,19.607,16.349,16.349,0
2mer-0+267,-0.03894267,2,-0.03894267,-70.9469035,3.379753e-05,20.773,16.367,16.367,0
2mer-0+162,-0.0355548,1,-0.0177774,-70.9646809,3.376746e-05,19.167,16.372,16.372,0
2mer-0+319,-0.00208302,1,-0.00104151,-70.96572241,3.369553e-05,22.274,16.384,16.384,0
2mer-0+167,0.05837274,1,0.02918637,-70.93653604,3.359809e-05,18.784,16.399,16.399,0
2mer-0+275,-0.05099403,2,-0.05099403,-70.98753007,3.345312e-05,19.965,16.423,16.423,0
2mer-0+190,0.01768662,1,0.00884331,-70.97868676,3.325375e-05,19.022,16.456,16.456,0
2mer-0+238,-0.053987,1,-0.0269935,-71.00568026,3.325229e-05,18.803,16.456,16.456,0
2mer-0+302,-0.06763534,1,-0.03381767,-71.03949793,3.321439e-05,20.417,16.462,16.462,0
2mer-0+352,-0.05705132,1,-0.02852566,-71.06802359,3.309911e-05,20.981,16.481,16.481,0
2mer-0+213,0.00086942,1,0.00043471,-71.06758888,3.276561e-05,22.161,16.537,16.537,0
2mer-0+505,-0.04245462,1,-0.02122731,-71.08881619,3.276128e-05,22.306,16.538,16.538,0
2mer-0+151,-0.04213955,1,-0.02106978,-71.10988597,3.265408e-05,20.49,16.556,16.556,0
2mer-0+507,0.00223623,1,0.00111811,-71.10876785,3.265269e-05,21.461,16.556,16.556,0
2mer-0+209,-0.06587541,1,-0.03293771,-71.14170556,3.244995e-05,18.25,16.591,16.591,0
2mer-0+343,0.0404113,1,0.02020565,-71.12149991,3.242271e-05,18.879,16.595,16.595,0
2mer-0+226,-0.07646615,2,-0.07646615,-71.19796606,3.206159e-05,19.707,16.657,16.657,0
2mer-0+378,0.04916687,1,0.02458344,-71.17338262,3.189814e-05,20.24,16.686,16.686,0
2mer-0+345,-0.03745783,1,-0.01872892,-71.19211154,3.182818e-05,17.869,16.698,16.698,0
2mer-0+339,-0.00970052,1,-0.00485026,-71.1969618,3.177714e-05,18.504,16.707,16.707,0
2mer-0+247,0.00886209,1,0.00443104,-71.19253076,3.15771e-05,22.513,16.742,16.742,0
2mer-0+433,0.03161235,1,0.01580618,-71.17672458,3.131752e-05,21.562,16.788,16.788,0
2mer-0+248,0.00561533,1,0.00280767,-71.17391691,3.126788e-05,23.048,16.797,16.797,0
2mer-0+165,-0.02514022,1,-0.01257011,-71.18648703,3.126487e-05,20.779,16.798,16.798,0
2mer-0+444,-0.05432098,1,-0.02716049,-71.21364752,3.117284e-05,19.777,16.814,16.814,0
2mer-0+270,0.00511777,2,0.00511777,-71.20852974,3.094103e-05,19.594,16.856,16.856,0
2mer-0+221,0.01621152,2,0.01621152,-71.19231823,3.075174e-05,21.773,16.891,16.891,0
2mer-0+500,-0.05677429,1,-0.02838714,-71.22070537,3.069084e-05,21.317,16.902,16.902,0
2mer-0+494,-0.01265379,1,-0.00632689,-71.22703226,3.055466e-05,22.485,16.927,16.927,0
2mer-0+219,0.07161177,1,0.03580589,-71.19122638,3.052261e-05,19.486,16.933,16.933,0
2mer-0+300,-0.00908085,1,-0.00454043,-71.19576681,3.048348e-05,22.551,16.94,16.94,0
2mer-0+197,-0.06356667,2,-0.06356667,-71.25933348,3.044673e-05,20.205,16.947,16.947,0
2mer-0+195,-0.02377644,1,-0.01188822,-71.2712217,3.035022e-05,22.42,16.965,16.965,0
2mer-0+403,-0.01632742,1,-0.00816371,-71.27938541,3.00591e-05,20.32,17.019,17.019,0
2mer-0+187,-0.00979849,1,-0.00489925,-71.28428466,2.982704e-05,19.542,17.063,17.063,0
2mer-0+253,0.03515825,1,0.01757913,-71.26670553,2.949948e-05,19.871,17.126,17.126,0
2mer-0+524,0.03521303,1,0.01760651,-71.24909902,2.936653e-05,22.269,17.152,17.152,0
2mer-0+278,0.01195402,1,0.00597701,-71.24312201,2.893276e-05,23.053,17.237,17.237,0
2mer-0+264,-0.02725554,1,-0.01362777,-71.25674978,2.888788e-05,20.631,17.246,17.246,0
2mer-0+193,-0.04046629,1,-0.02023315,-71.27698293,2.888643e-05,20.777,17.247,17.247,0
2mer-0+179,0.01865528,2,0.01865528,-71.25832765,2.876983e-05,20.16,17.27,17.27,0
2mer-0+423,0.0140949,1,0.00704745,-71.25128019,2.843523e-05,21.457,17.337,17.337,0
2mer-0+389,0.00289933,1,0.00144967,-71.24983053,2.838839e-05,23.124,17.347,17.347,0
2mer-0+359,-0.02484442,2,-0.02484442,-71.27467495,2.836824e-05,22.184,17.351,17.351,0
2mer-0+333,-0.01821053,1,-0.00910526,-71.28378022,2.810489e-05,20.619,17.405,17.405,0
2mer-0+281,0.03321805,2,0.03321805,-71.25056217,2.804308e-05,22.911,17.418,17.418,0
2mer-0+311,-0.03673193,1,-0.01836596,-71.26892813,2.763652e-05,21.049,17.503,17.503,0
2mer-0+330,0.01233749,1,0.00616874,-71.26275939,2.761027e-05,20.914,17.508,17.508,0
2mer-0+381,0.01384981,1,0.0069249,-71.25583448,2.75304e-05,23.38,17.525,17.525,0
2mer-0+189,-0.02773851,1,-0.01386926,-71.26970374,2.752924e-05,20.864,17.525,17.525,0
2mer-0+396,-0.0451995,1,-0.02259975,-71.29230349,2.747052e-05,18.634,17.538,17.538,0
2mer-0+427,0.0243818,1,0.0121909,-71.28011259,2.742865e-05,20.324,17.547,17.547,0
2mer-0+250,-0.03542816,1,-0.01771408,-71.29782667,2.738819e-05,21.908,17.556,17.556,0
2mer-0+399,-0.00217932,1,-0.00108966,-71.29891633,2.720665e-05,21.573,17.594,17.594,0
2mer-0+377,0.02613775,1,0.01306888,-71.28584745,2.694559e-05,21.214,17.651,17.651,0
2mer-0+222,-0.0373118,1,-0.0186559,-71.30450335,2.682222e-05,19.067,17.678,17.678,0
2mer-0+200,0.02821728,2,0.02821728,-71.27628607,2.663228e-05,19.968,17.72,17.72,0
2mer-0+258,-0.00315524,1,-0.00157762,-71.27786369,2.65728e-05,24.125,17.733,17.733,0
2mer-0+225,-0.00809715,1,-0.00404857,-71.28191227,2.655878e-05,22.944,17.736,17.736,0
2mer-0+282,-0.0113167,1,-0.00565835,-71.28757062,2.640453e-05,23.896,17.771,17.771,0
