N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+15,-1.13054413,2,-1.13054413,-134.36836947,0.0006006165,10.538,6.272,6.272,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='85740b8')"
2mer-0+44,0.17120749,1,0.08560375,-134.28276572,0.000580517,10.285,6.344,6.344,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='dfc6a29')"
2mer-0+8,-3.13938404,1,-1.56969202,-135.85245774,0.0005598004,7.115,6.421,6.421,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fb2afe7')"
2mer-0+39,-1.58031117,2,-1.58031117,-137.43276892,0.0005368839,8.97,6.511,6.511,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c163e82')"
2mer-0+17,1.47407352,2,1.47407352,-135.95869539,0.0005129197,7.31,6.611,6.611,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c11ec21')"
2mer-0+85,0.18339399,1,0.091697,-135.8669984,0.0004502075,11.403,6.904,6.904,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='67c0c80')"
2mer-0+14,-0.52305038,2,-0.52305038,-136.39004877,0.0004402456,10.31,6.956,6.956,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='af52791')"
2mer-0+63,0.20964632,1,0.10482316,-136.28522561,0.0003686256,11.838,7.38,7.38,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c2c6a27')"
2mer-0+93,0.97964446,1,0.48982223,-135.79540338,0.0003654064,12.075,7.402,7.402,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c0bf6cf')"
2mer-0+18,0.59273835,2,0.59273835,-135.20266503,0.0003645532,11.113,7.408,7.408,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='55c910e')"
2mer-0+31,-1.13177929,2,-1.13177929,-136.33444432,0.0003594366,10.36,7.443,7.443,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='44116ac')"
2mer-0+30,-0.91810428,2,-0.91810428,-137.25254859,0.0003442723,11.938,7.55,7.55,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c20c1e5')"
2mer-0+27,0.62600393,2,0.62600393,-136.62654467,0.0003206251,11.226,7.732,7.732,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4c737d1')"
2mer-0+49,1.02375435,2,1.02375435,-135.60279032,0.0003019625,12.376,7.888,7.888,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='46af3b6')"
2mer-0+46,-0.50735641,2,-0.50735641,-136.11014672,0.0002950753,12.376,7.949,7.949,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='500c643')"
2mer-0+19,0.19580992,2,0.19580992,-135.91433681,0.0002829319,11.201,8.061,8.061,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='aef969d')"
2mer-0+107,-0.59538812,1,-0.29769406,-136.21203087,0.0002685375,11.874,8.202,8.202,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e221f9d')"
2mer-0+58,-1.2958697,1,-0.64793485,-136.85996571,0.0002630299,11.538,8.259,8.259,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d406456')"
2mer-0+52,0.23471298,1,0.11735649,-136.74260923,0.000256142,10.649,8.332,8.332,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1406217')"
2mer-0+35,0.56681514,2,0.56681514,-136.17579408,0.0002492265,12.176,8.409,8.409,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c544377')"
2mer-0+103,0.83001356,2,0.83001356,-135.34578053,0.0002410629,13.398,8.503,8.503,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c8c5583')"
2mer-0+60,0.32178281,2,0.32178281,-135.02399772,0.0002350973,12.905,8.574,8.574,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2d4ef56')"
2mer-0+106,0.4226703,2,0.4226703,-134.60132742,0.0002302499,12.963,8.634,8.634,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='84c6477')"
2mer-0+53,1.0032541,2,1.0032541,-133.59807332,0.0002296657,12.905,8.641,8.641,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d30fa91')"
2mer-0+67,-1.52129698,1,-0.76064849,-134.35872181,0.0002083474,9.806,8.926,8.926,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e131e16')"
2mer-0+64,-0.40346325,2,-0.40346325,-134.76218506,0.0002068907,12.042,8.947,8.947,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='dec38dd')"
2mer-0+29,0.19758055,2,0.19758055,-134.56460452,0.0001919294,11.326,9.174,9.174,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='3728607')"
2mer-0+38,1.02284186,2,1.02284186,-133.54176265,0.0001843593,9.987,9.298,9.298,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0bc4900')"
2mer-0+122,0.7780346,1,0.3890173,-133.15274535,0.0001776089,13.722,9.414,9.414,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d9e1c7a')"
2mer-0+36,-1.21861262,1,-0.60930631,-133.76205166,0.0001616585,10.086,9.714,9.714,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='7109f76')"
2mer-0+86,0.07341263,1,0.03670631,-133.72534535,0.000158173,13.229,9.785,9.785,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='edc3e53')"
2mer-0+79,-0.41841784,2,-0.41841784,-134.14376319,0.0001563952,11.855,9.822,9.822,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='96a6014')"
2mer-0+123,0.74553197,2,0.74553197,-133.39823122,0.0001556618,14.754,9.837,9.837,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='6ea19e6')"
2mer-0+57,0.54514255,2,0.54514255,-132.85308866,0.0001502477,10.966,9.954,9.954,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='45ba697')"
2mer-0+40,-0.17677387,2,-0.17677387,-133.02986254,0.0001489035,12.416,9.984,9.984,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='128effb')"
2mer-0+68,-0.50228244,2,-0.50228244,-133.53214497,0.000145127,14.167,10.07,10.07,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c9a04dc')"
2mer-0+114,-0.08924712,1,-0.04462356,-133.57676854,0.0001410797,13.997,10.165,10.165,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='7c2207c')"
2mer-0+126,-0.02863886,2,-0.02863886,-133.60540739,0.0001407121,13.539,10.174,10.174,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9ee4ddd')"
2mer-0+97,-0.00756011,2,-0.00756011,-133.6129675,0.000134414,14.374,10.33,10.33,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fd67165')"
2mer-0+54,0.35081195,2,0.35081195,-133.26215555,0.0001339613,13.054,10.342,10.342,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='282c442')"
2mer-0+69,0.36803771,2,0.36803771,-132.89411784,0.0001229298,14.132,10.643,10.643,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='aaef4f0')"
2mer-0+143,-0.53685986,1,-0.26842993,-133.16254777,0.0001223816,13.367,10.658,10.658,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='bcd3298')"
2mer-0+70,0.5732249,2,0.5732249,-132.58932287,0.0001219956,14.374,10.67,10.67,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ede012a')"
2mer-0+91,-0.2376313,2,-0.2376313,-132.82695417,0.0001159638,14.686,10.852,10.852,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='625f6e2')"
2mer-0+92,0.57014204,1,0.28507102,-132.54188315,0.0001144806,15.887,10.898,10.898,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0fd071d')"
2mer-0+72,-0.2631749,2,-0.2631749,-132.80505804,0.000113838,13.448,10.919,10.919,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9bd8985')"
2mer-0+94,-0.62894325,1,-0.31447163,-133.11952967,0.0001132367,13.573,10.938,10.938,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a8cee08')"
2mer-0+89,0.37865342,1,0.18932671,-132.93020296,0.0001105952,15.813,11.024,11.024,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5506fb3')"
2mer-0+61,0.31372882,1,0.15686441,-132.77333855,0.0001053053,14.535,11.206,11.206,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='be545c4')"
2mer-0+130,0.16559179,2,0.16559179,-132.60774676,0.0001014088,16.255,11.348,11.348,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9f58044')"
2mer-0+125,0.26316895,2,0.26316895,-132.34457781,9.677189e-05,16.108,11.526,11.526,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1f461b7')"
2mer-0+73,0.35198454,1,0.17599227,-132.16858554,9.436146e-05,15.222,11.623,11.623,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9c6f1d7')"
2mer-0+84,-0.61565474,2,-0.61565474,-132.78424028,9.093465e-05,16.255,11.768,11.768,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='bbf5141')"
2mer-0+80,-0.42962423,2,-0.42962423,-133.21386452,9.071878e-05,15.835,11.777,11.777,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8cd05e2')"
2mer-0+77,-0.43511488,2,-0.43511488,-133.6489794,8.887389e-05,16.108,11.858,11.858,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='cfd2de1')"
2mer-0+118,0.07193174,1,0.03596587,-133.61301353,8.848847e-05,13.997,11.875,11.875,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ef9bd6d')"
2mer-0+119,0.45397615,1,0.22698807,-133.38602546,8.690425e-05,16.777,11.947,11.947,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a389ad3')"
2mer-0+65,0.16561247,1,0.08280623,-133.30321922,8.686978e-05,14.75,11.948,11.948,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='649c279')"
2mer-0+137,-0.43266519,1,-0.2163326,-133.51955182,8.542835e-05,16.473,12.015,12.015,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0edd7ad')"
2mer-0+171,0.30659579,2,0.30659579,-133.21295602,8.508465e-05,16.534,12.031,12.031,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='559886a')"
2mer-0+181,0.18377065,2,0.18377065,-133.02918537,8.397931e-05,16.805,12.084,12.084,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9f3effd')"
2mer-0+66,0.36133208,2,0.36133208,-132.6678533,8.343763e-05,13.303,12.11,12.11,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='304d3d9')"
2mer-0+178,0.47604477,2,0.47604477,-132.19180852,8.232855e-05,16.81,12.164,12.164,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1e9069c')"
2mer-0+184,0.43009471,1,0.21504735,-131.97676117,8.132371e-05,16.047,12.214,12.214,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='aa53c47')"
2mer-0+145,-0.45306222,1,-0.22653111,-132.20329228,8.114703e-05,16.945,12.223,12.223,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f92c94f')"
2mer-0+131,-0.63606112,1,-0.31803056,-132.52132284,8.076356e-05,12.671,12.242,12.242,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='95622f1')"
2mer-0+224,0.31914032,1,0.15957016,-132.36175268,8.004956e-05,16.988,12.279,12.279,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='19e9a46')"
2mer-0+111,0.05091225,1,0.02545612,-132.33629655,7.984174e-05,16.566,12.289,12.289,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0e9e513')"
2mer-0+158,0.08149402,2,0.08149402,-132.25480253,7.953645e-05,17.196,12.305,12.305,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1aa68c9')"
2mer-0+88,-0.26620968,2,-0.26620968,-132.52101221,7.903051e-05,15.821,12.331,12.331,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5172b50')"
2mer-0+109,-0.45107214,2,-0.45107214,-132.97208435,7.902718e-05,16.67,12.331,12.331,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='710768d')"
2mer-0+142,-0.13936514,2,-0.13936514,-133.11144949,7.499018e-05,15.305,12.549,12.549,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='943ed63')"
2mer-0+81,0.47923732,2,0.47923732,-132.63221216,7.462805e-05,13.071,12.569,12.569,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4b5278c')"
2mer-0+180,-0.17613902,2,-0.17613902,-132.80835119,7.377246e-05,15.01,12.617,12.617,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2cc01a1')"
2mer-0+227,0.16805187,1,0.08402594,-132.72432525,7.302039e-05,16.776,12.661,12.661,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='3c38da5')"
2mer-0+75,-0.23786749,2,-0.23786749,-132.96219274,7.246894e-05,14.476,12.693,12.693,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='93472e7')"
2mer-0+113,-0.55668279,2,-0.55668279,-133.51887553,7.116264e-05,17.196,12.77,12.77,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0591d55')"
2mer-0+162,-0.31821868,1,-0.15910934,-133.67798487,7.101748e-05,16.802,12.778,12.778,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='7be2d12')"
2mer-0+146,0.28211414,2,0.28211414,-133.39587073,7.077975e-05,16.776,12.793,12.793,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='62dae8a')"
2mer-0+156,-0.02860954,2,-0.02860954,-133.42448027,6.888398e-05,16.535,12.909,12.909,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='56d5b81')"
2mer-0+249,0.34817525,1,0.17408762,-133.25039265,6.807697e-05,17.957,12.96,12.96,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='085d053')"
2mer-0+104,-0.15834475,2,-0.15834475,-133.40873739,6.717128e-05,16.776,13.018,13.018,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='95ce9f5')"
2mer-0+87,-0.54637631,1,-0.27318816,-133.68192555,6.694806e-05,13.4,13.032,13.032,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='cfd0f4b')"
2mer-0+189,0.34103305,2,0.34103305,-133.3408925,6.673107e-05,17.06,13.046,13.046,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9f61a46')"
2mer-0+121,0.29049149,1,0.14524575,-133.19564676,6.606161e-05,16.7,13.09,13.09,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ff36394')"
2mer-0+133,0.08305808,1,0.04152904,-133.15411771,6.600035e-05,17.14,13.094,13.094,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4030714')"
2mer-0+140,-0.24391167,2,-0.24391167,-133.39802938,6.539888e-05,16.9,13.134,13.134,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fc9a6b8')"
2mer-0+128,0.31451784,2,0.31451784,-133.08351154,6.465443e-05,16.535,13.185,13.185,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4e1e834')"
2mer-0+217,0.08509142,2,0.08509142,-132.99842012,6.45559e-05,17.838,13.191,13.191,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b20d724')"
2mer-0+164,0.01881542,1,0.00940771,-132.98901241,6.356865e-05,16.46,13.259,13.259,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5cef553')"
2mer-0+165,-0.1583326,2,-0.1583326,-133.14734501,6.278578e-05,15.078,13.314,13.314,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2275915')"
2mer-0+108,0.18861016,2,0.18861016,-132.95873485,6.236166e-05,15.541,13.344,13.344,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4964c30')"
2mer-0+124,0.23205236,2,0.23205236,-132.72668249,6.197421e-05,14.621,13.372,13.372,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c68024b')"
2mer-0+194,-0.09306239,1,-0.04653119,-132.77321368,6.192152e-05,16.686,13.376,13.376,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='38a4804')"
2mer-0+183,-0.36826604,1,-0.18413302,-132.9573467,6.077453e-05,18.155,13.459,13.459,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ef9e4e9')"
2mer-0+141,0.20404157,2,0.20404157,-132.75330513,6.008327e-05,16.671,13.511,13.511,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='a7e0e18')"
2mer-0+220,-0.33974123,1,-0.16987062,-132.92317575,5.912328e-05,15.59,13.584,13.584,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5685334')"
2mer-0+139,-0.01074911,1,-0.00537455,-132.9285503,5.90532e-05,17.322,13.589,13.589,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='860285b')"
2mer-0+155,0.12312228,1,0.06156114,-132.86698916,5.889631e-05,17.727,13.601,13.601,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fa77a14')"
2mer-0+101,0.00746181,1,0.0037309,-132.86325826,5.809851e-05,15.829,13.663,13.663,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='0b1e389')"
2mer-0+115,-0.07833459,2,-0.07833459,-132.94159284,5.628426e-05,16.631,13.808,13.808,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='00448b6')"
2mer-0+147,-0.35894723,2,-0.35894723,-133.30054008,5.563637e-05,18.215,13.862,13.862,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='2382804')"
2mer-0+172,0.26079706,1,0.13039853,-133.17014155,5.50938e-05,18.364,13.907,13.907,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b1c68bc')"
2mer-0+154,-0.27957949,1,-0.13978974,-133.30993129,5.489176e-05,16.188,13.924,13.924,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='863e1af')"
2mer-0+116,-0.25745828,2,-0.25745828,-133.56738957,5.446561e-05,17.927,13.96,13.96,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='3e9c3e6')"
2mer-0+269,0.00187288,1,0.00093644,-133.56645313,5.378171e-05,17.349,14.019,14.019,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='d4ac5ed')"
2mer-0+173,-0.10835516,2,-0.10835516,-133.67480829,5.276449e-05,17.461,14.109,14.109,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fbae44b')"
2mer-0+218,0.04567671,2,0.04567671,-133.62913158,5.208902e-05,18.812,14.169,14.169,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='de2403c')"
2mer-0+185,-0.30804927,2,-0.30804927,-133.93718085,5.201166e-05,18.622,14.176,14.176,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9bb7708')"
2mer-0+117,-0.17002825,2,-0.17002825,-134.1072091,5.145851e-05,17.915,14.227,14.227,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1841497')"
2mer-0+206,-0.205207,1,-0.1026035,-134.2098126,5.094044e-05,17.888,14.275,14.275,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4b940bc')"
2mer-0+151,-0.12441218,1,-0.06220609,-134.27201869,4.967216e-05,18.043,14.396,14.396,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='8ae1e57')"
2mer-0+198,-0.24360875,2,-0.24360875,-134.51562744,4.890631e-05,18.8,14.47,14.47,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='f00f560')"
2mer-0+157,-0.08150555,2,-0.08150555,-134.59713299,4.877545e-05,16.765,14.483,14.483,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='b79abe2')"
2mer-0+134,-0.27471713,2,-0.27471713,-134.87185011,4.827108e-05,18.67,14.534,14.534,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c612122')"
2mer-0+311,0.27766364,1,0.13883182,-134.73301829,4.804894e-05,19.572,14.556,14.556,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1cd87b9')"
2mer-0+168,-0.38502626,2,-0.38502626,-135.11804455,4.769983e-05,18.812,14.591,14.591,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e1b6301')"
2mer-0+353,0.45136675,1,0.22568337,-134.89236118,4.725678e-05,19.264,14.637,14.637,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='9260027')"
2mer-0+195,-0.30712736,2,-0.30712736,-135.19948853,4.563774e-05,19.154,14.808,14.808,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='38f43e0')"
2mer-0+231,0.2781298,2,0.2781298,-134.92135873,4.538005e-05,18.315,14.836,14.836,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='15f7ba6')"
2mer-0+199,0.22896184,2,0.22896184,-134.6923969,4.504918e-05,18.17,14.872,14.872,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='48a3cdf')"
2mer-0+359,0.33777323,1,0.16888662,-134.52351028,4.42713e-05,19.077,14.959,14.959,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4282bae')"
2mer-0+176,-0.08972828,1,-0.04486414,-134.56837442,4.403027e-05,18.25,14.986,14.986,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1e4042a')"
2mer-0+144,0.01822599,2,0.01822599,-134.55014843,4.389481e-05,18.17,15.001,15.001,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='bbb8545')"
2mer-0+203,0.10606538,1,0.05303269,-134.49711574,4.383817e-05,19.01,15.008,15.008,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='014dc99')"
2mer-0+265,0.27350015,2,0.27350015,-134.22361559,4.364838e-05,19.345,15.03,15.03,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='5aac894')"
2mer-0+289,0.04213458,2,0.04213458,-134.18148101,4.283925e-05,19.511,15.124,15.124,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='3f1ecb4')"
2mer-0+369,0.45358874,1,0.22679437,-133.95468664,4.208918e-05,20.124,15.213,15.213,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='fdfa02b')"
2mer-0+276,0.22067071,1,0.11033536,-133.84435129,4.166287e-05,18.8,15.265,15.265,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e795444')"
2mer-0+188,0.20181333,1,0.10090667,-133.74344462,4.131038e-05,18.782,15.308,15.308,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='c408ae4')"
2mer-0+132,0.28795318,2,0.28795318,-133.45549144,4.107806e-05,15.887,15.337,15.337,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='700d05c')"
2mer-0+136,-0.06541196,2,-0.06541196,-133.52090341,4.071441e-05,18.634,15.382,15.382,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='74c3c4a')"
2mer-0+241,-0.16533493,2,-0.16533493,-133.68623834,4.054438e-05,19.667,15.404,15.404,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='4d0350f')"
2mer-0+272,-0.16392757,2,-0.16392757,-133.8501659,4.017568e-05,17.146,15.451,15.451,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='1f29c03')"
2mer-0+222,0.016432,1,0.008216,-133.84194991,4.002299e-05,17.468,15.47,15.47,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='e263d9f')"
2mer-0+246,-0.25561674,1,-0.12780837,-133.96975828,3.994673e-05,19.97,15.48,15.48,"Molecule(name='C8H8N4O4', formula='C8H8N4O4', hash='ebd3318')"
