N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+25,-2.49032736,2,-2.49032736,-90.9425551,0.0005131624,9.79,6.61,6.61,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7e1e94f')"
2mer-0+74,0.88433509,2,0.88433509,-90.05822001,0.0004537087,9.81,6.887,6.887,"Molecule(name='C6H8N4', formula='C6H8N4', hash='5d26b71')"
2mer-0+27,0.01338629,2,0.01338629,-90.04483371,0.0004509496,10.5,6.901,6.901,"Molecule(name='C6H8N4', formula='C6H8N4', hash='170644c')"
2mer-0+65,1.34010625,1,0.67005312,-89.37478059,0.0004424465,9.257,6.945,6.945,"Molecule(name='C6H8N4', formula='C6H8N4', hash='6b45449')"
2mer-0+22,-0.96901985,2,-0.96901985,-90.34380044,0.0003971009,11.167,7.199,7.199,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f0730dc')"
2mer-0+29,0.74363855,2,0.74363855,-89.60016189,0.0003580707,9.682,7.452,7.452,"Molecule(name='C6H8N4', formula='C6H8N4', hash='282034d')"
2mer-0+36,0.50596957,2,0.50596957,-89.09419232,0.0003313513,10.742,7.647,7.647,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d6e17b3')"
2mer-0+116,0.2770555,1,0.13852775,-88.95566457,0.0003240218,10.466,7.704,7.704,"Molecule(name='C6H8N4', formula='C6H8N4', hash='23980e1')"
2mer-0+73,-0.94981838,1,-0.47490919,-89.43057376,0.0003127281,10.816,7.796,7.796,"Molecule(name='C6H8N4', formula='C6H8N4', hash='a83bfa9')"
2mer-0+30,0.87196552,2,0.87196552,-88.55860824,0.000304378,11.637,7.867,7.867,"Molecule(name='C6H8N4', formula='C6H8N4', hash='74676d5')"
2mer-0+32,0.01475153,2,0.01475153,-88.54385671,0.0002919045,11.217,7.977,7.977,"Molecule(name='C6H8N4', formula='C6H8N4', hash='3a59ba1')"
2mer-0+57,-0.75141134,2,-0.75141134,-89.29526805,0.0002677737,11.167,8.21,8.21,"Molecule(name='C6H8N4', formula='C6H8N4', hash='8f03c90')"
2mer-0+28,0.35330728,2,0.35330728,-88.94196077,0.0002588983,9.292,8.303,8.303,"Molecule(name='C6H8N4', formula='C6H8N4', hash='abf1601')"
2mer-0+54,-0.65423513,1,-0.32711757,-89.26907833,0.0002445731,10.127,8.462,8.462,"Molecule(name='C6H8N4', formula='C6H8N4', hash='592b25c')"
2mer-0+39,-0.65412801,2,-0.65412801,-89.92320635,0.000237848,10.95,8.541,8.541,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d070d6c')"
2mer-0+60,-0.52507196,2,-0.52507196,-90.44827831,0.0002378111,11.482,8.541,8.541,"Molecule(name='C6H8N4', formula='C6H8N4', hash='b30edd0')"
2mer-0+55,0.7113074,1,0.3556537,-90.09262461,0.0002220439,12.481,8.739,8.739,"Molecule(name='C6H8N4', formula='C6H8N4', hash='32295b0')"
2mer-0+62,-0.65912886,2,-0.65912886,-90.75175346,0.0002199059,10.761,8.767,8.767,"Molecule(name='C6H8N4', formula='C6H8N4', hash='159258c')"
2mer-0+51,-0.39374933,2,-0.39374933,-91.1455028,0.0002192317,11.416,8.776,8.776,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d5c51bd')"
2mer-0+45,0.87301797,1,0.43650899,-90.70899381,0.0002142753,13.142,8.843,8.843,"Molecule(name='C6H8N4', formula='C6H8N4', hash='ebbd044')"
2mer-0+59,-0.6280451,1,-0.31402255,-91.02301636,0.0002092252,10.941,8.914,8.914,"Molecule(name='C6H8N4', formula='C6H8N4', hash='ae545b9')"
2mer-0+96,-0.37357997,1,-0.18678999,-91.20980634,0.0002081369,11.972,8.929,8.929,"Molecule(name='C6H8N4', formula='C6H8N4', hash='024292e')"
2mer-0+84,0.30941369,2,0.30941369,-90.90039265,0.0002054989,13.149,8.967,8.967,"Molecule(name='C6H8N4', formula='C6H8N4', hash='95e2421')"
2mer-0+155,-0.26111693,1,-0.13055846,-91.03095112,0.0002053478,12.939,8.97,8.97,"Molecule(name='C6H8N4', formula='C6H8N4', hash='41ffd85')"
2mer-0+99,0.35572131,2,0.35572131,-90.67522981,0.0001998587,11.381,9.051,9.051,"Molecule(name='C6H8N4', formula='C6H8N4', hash='1e2236f')"
2mer-0+85,-0.19352036,2,-0.19352036,-90.86875017,0.0001970755,11.604,9.093,9.093,"Molecule(name='C6H8N4', formula='C6H8N4', hash='e6a4669')"
2mer-0+88,-0.70321274,1,-0.35160637,-91.22035654,0.0001939131,10.003,9.143,9.143,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f02f97e')"
2mer-0+68,0.25918231,2,0.25918231,-90.96117423,0.0001861548,10.5,9.268,9.268,"Molecule(name='C6H8N4', formula='C6H8N4', hash='04a6e82')"
2mer-0+93,0.01916933,2,0.01916933,-90.9420049,0.0001851374,12.407,9.285,9.285,"Molecule(name='C6H8N4', formula='C6H8N4', hash='1a017a1')"
2mer-0+40,-0.1366251,1,-0.06831255,-91.01031745,0.000184867,11.803,9.289,9.289,"Molecule(name='C6H8N4', formula='C6H8N4', hash='194996d')"
2mer-0+113,-0.19926418,1,-0.09963209,-91.10994954,0.0001730604,12.662,9.496,9.496,"Molecule(name='C6H8N4', formula='C6H8N4', hash='e209630')"
2mer-0+136,-0.12705607,1,-0.06352803,-91.17347757,0.0001694531,13.675,9.563,9.563,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f6576e3')"
2mer-0+47,-0.11053966,2,-0.11053966,-91.28401724,0.0001625299,12.871,9.697,9.697,"Molecule(name='C6H8N4', formula='C6H8N4', hash='78677cc')"
2mer-0+64,-0.45366974,2,-0.45366974,-91.73768697,0.0001610506,12.951,9.726,9.726,"Molecule(name='C6H8N4', formula='C6H8N4', hash='e9f9dc8')"
2mer-0+104,-0.45391339,1,-0.22695669,-91.96464367,0.0001604568,13.842,9.738,9.738,"Molecule(name='C6H8N4', formula='C6H8N4', hash='1bb9633')"
2mer-0+49,0.2787311,2,0.2787311,-91.68591257,0.0001570226,13.897,9.809,9.809,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7916979')"
2mer-0+53,0.28096128,2,0.28096128,-91.40495129,0.0001553139,13.255,9.845,9.845,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f806f15')"
2mer-0+78,-0.14209477,2,-0.14209477,-91.54704606,0.0001545029,13.404,9.862,9.862,"Molecule(name='C6H8N4', formula='C6H8N4', hash='1c2f11b')"
2mer-0+71,0.13631623,2,0.13631623,-91.41072983,0.000151055,14.029,9.936,9.936,"Molecule(name='C6H8N4', formula='C6H8N4', hash='dfd4b03')"
2mer-0+137,0.05159697,2,0.05159697,-91.35913286,0.0001477739,12.009,10.009,10.009,"Molecule(name='C6H8N4', formula='C6H8N4', hash='2493ffb')"
2mer-0+146,-0.3609874,1,-0.1804937,-91.53962656,0.0001358706,12.477,10.293,10.293,"Molecule(name='C6H8N4', formula='C6H8N4', hash='596ea57')"
2mer-0+106,-0.2904606,2,-0.2904606,-91.83008716,0.0001285354,14.061,10.486,10.486,"Molecule(name='C6H8N4', formula='C6H8N4', hash='fa68e04')"
2mer-0+98,-0.15536549,1,-0.07768274,-91.9077699,0.0001255395,12.942,10.568,10.568,"Molecule(name='C6H8N4', formula='C6H8N4', hash='dbddbcf')"
2mer-0+86,0.0330422,1,0.0165211,-91.89124881,0.0001225083,13.58,10.655,10.655,"Molecule(name='C6H8N4', formula='C6H8N4', hash='ae930a9')"
2mer-0+76,-0.27257466,2,-0.27257466,-92.16382347,0.0001217818,13.895,10.676,10.676,"Molecule(name='C6H8N4', formula='C6H8N4', hash='deea2c8')"
2mer-0+58,-0.14905013,2,-0.14905013,-92.3128736,0.0001217099,14.534,10.678,10.678,"Molecule(name='C6H8N4', formula='C6H8N4', hash='022990c')"
2mer-0+140,-0.08632636,2,-0.08632636,-92.39919995,0.0001210706,14.193,10.697,10.697,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d479bb5')"
2mer-0+182,0.76804117,2,0.76804117,-91.63115878,0.0001201319,13.146,10.725,10.725,"Molecule(name='C6H8N4', formula='C6H8N4', hash='5376e13')"
2mer-0+80,0.05240744,1,0.02620372,-91.60495506,0.0001186294,13.931,10.77,10.77,"Molecule(name='C6H8N4', formula='C6H8N4', hash='ccf740d')"
2mer-0+67,-0.57509169,1,-0.28754584,-91.8925009,0.0001180951,10.93,10.786,10.786,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7224792')"
2mer-0+83,0.34478,2,0.34478,-91.54772091,0.0001149657,14.043,10.883,10.883,"Molecule(name='C6H8N4', formula='C6H8N4', hash='0fe7e16')"
2mer-0+119,-0.39544228,2,-0.39544228,-91.94316319,0.0001111048,13.172,11.008,11.008,"Molecule(name='C6H8N4', formula='C6H8N4', hash='3ca25e2')"
2mer-0+107,0.1654799,1,0.08273995,-91.86042324,0.0001102522,14.02,11.036,11.036,"Molecule(name='C6H8N4', formula='C6H8N4', hash='70ff790')"
2mer-0+72,-0.21836267,2,-0.21836267,-92.07878591,0.0001080966,13.712,11.109,11.109,"Molecule(name='C6H8N4', formula='C6H8N4', hash='5fa6dc5')"
2mer-0+234,-0.04148303,1,-0.02074152,-92.09952743,0.0001070562,14.423,11.145,11.145,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d79a1b9')"
2mer-0+134,0.02748653,1,0.01374327,-92.08578416,0.0001059014,15.325,11.185,11.185,"Molecule(name='C6H8N4', formula='C6H8N4', hash='48e3663')"
2mer-0+185,0.05604168,1,0.02802084,-92.05776332,0.0001031157,14.238,11.285,11.285,"Molecule(name='C6H8N4', formula='C6H8N4', hash='cfdf711')"
2mer-0+216,0.45604965,1,0.22802483,-91.8297385,0.0001022651,14.152,11.316,11.316,"Molecule(name='C6H8N4', formula='C6H8N4', hash='75505d4')"
2mer-0+147,-0.02378811,2,-0.02378811,-91.85352661,0.0001022154,14.534,11.318,11.318,"Molecule(name='C6H8N4', formula='C6H8N4', hash='041d800')"
2mer-0+118,0.30630712,2,0.30630712,-91.54721949,0.0001020963,13.582,11.322,11.322,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7165ac5')"
2mer-0+75,0.18969006,2,0.18969006,-91.35752944,9.795143e-05,13.149,11.48,11.48,"Molecule(name='C6H8N4', formula='C6H8N4', hash='45668c8')"
2mer-0+91,-0.62698771,2,-0.62698771,-91.98451715,9.726932e-05,14.77,11.506,11.506,"Molecule(name='C6H8N4', formula='C6H8N4', hash='dfb66df')"
2mer-0+103,-0.22356322,1,-0.11178161,-92.09629876,9.679811e-05,15.501,11.525,11.525,"Molecule(name='C6H8N4', formula='C6H8N4', hash='483f68a')"
2mer-0+144,0.22694976,2,0.22694976,-91.869349,9.628764e-05,14.518,11.545,11.545,"Molecule(name='C6H8N4', formula='C6H8N4', hash='46a75a5')"
2mer-0+110,-0.20811095,2,-0.20811095,-92.07745996,9.513899e-05,13.869,11.592,11.592,"Molecule(name='C6H8N4', formula='C6H8N4', hash='c963fcf')"
2mer-0+242,-0.03802589,1,-0.01901294,-92.0964729,9.501051e-05,15.604,11.597,11.597,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7138364')"
2mer-0+278,0.17332831,1,0.08666416,-92.00980875,9.426809e-05,15.526,11.627,11.627,"Molecule(name='C6H8N4', formula='C6H8N4', hash='4a7e453')"
2mer-0+153,-0.29323085,1,-0.14661543,-92.15642417,9.30533e-05,11.868,11.678,11.678,"Molecule(name='C6H8N4', formula='C6H8N4', hash='12880de')"
2mer-0+210,0.14243325,2,0.14243325,-92.01399092,9.242004e-05,15.34,11.704,11.704,"Molecule(name='C6H8N4', formula='C6H8N4', hash='6b4b889')"
2mer-0+111,-0.40694068,2,-0.40694068,-92.4209316,9.197148e-05,15.168,11.723,11.723,"Molecule(name='C6H8N4', formula='C6H8N4', hash='b385f3f')"
2mer-0+87,0.35620311,1,0.17810155,-92.24283005,9.167008e-05,15.727,11.736,11.736,"Molecule(name='C6H8N4', formula='C6H8N4', hash='0986819')"
2mer-0+181,-0.1097823,2,-0.1097823,-92.35261234,9.151413e-05,14.21,11.743,11.743,"Molecule(name='C6H8N4', formula='C6H8N4', hash='9372d93')"
2mer-0+102,-0.30875992,2,-0.30875992,-92.66137226,8.900818e-05,14.612,11.852,11.852,"Molecule(name='C6H8N4', formula='C6H8N4', hash='bcc5dfe')"
2mer-0+139,0.29283833,2,0.29283833,-92.36853393,8.799245e-05,13.488,11.897,11.897,"Molecule(name='C6H8N4', formula='C6H8N4', hash='15e7eb8')"
2mer-0+169,0.22047611,2,0.22047611,-92.14805783,8.524543e-05,14.014,12.024,12.024,"Molecule(name='C6H8N4', formula='C6H8N4', hash='89ce3ff')"
2mer-0+105,-0.09067647,2,-0.09067647,-92.2387343,8.504902e-05,15.531,12.033,12.033,"Molecule(name='C6H8N4', formula='C6H8N4', hash='a61b231')"
2mer-0+218,-0.16592184,1,-0.08296092,-92.32169522,8.437834e-05,15.55,12.065,12.065,"Molecule(name='C6H8N4', formula='C6H8N4', hash='b113de2')"
2mer-0+94,0.01243745,1,0.00621873,-92.31547649,8.110195e-05,14.526,12.225,12.225,"Molecule(name='C6H8N4', formula='C6H8N4', hash='a2e76b0')"
2mer-0+112,-0.42350479,2,-0.42350479,-92.73898129,8.067613e-05,15.009,12.247,12.247,"Molecule(name='C6H8N4', formula='C6H8N4', hash='513fb8c')"
2mer-0+135,0.21419093,2,0.21419093,-92.52479035,7.945844e-05,14.029,12.309,12.309,"Molecule(name='C6H8N4', formula='C6H8N4', hash='2c7b6b7')"
2mer-0+158,0.02050199,2,0.02050199,-92.50428836,7.926127e-05,15.789,12.319,12.319,"Molecule(name='C6H8N4', formula='C6H8N4', hash='e1d71a4')"
2mer-0+215,0.24387432,2,0.24387432,-92.26041404,7.910728e-05,15.183,12.327,12.327,"Molecule(name='C6H8N4', formula='C6H8N4', hash='21a5894')"
2mer-0+123,0.38650678,1,0.19325339,-92.06716065,7.6035e-05,16.095,12.491,12.491,"Molecule(name='C6H8N4', formula='C6H8N4', hash='4868631')"
2mer-0+114,0.3829739,1,0.19148695,-91.8756737,7.47132e-05,16.612,12.564,12.564,"Molecule(name='C6H8N4', formula='C6H8N4', hash='a7d2bd5')"
2mer-0+228,0.46655525,1,0.23327763,-91.64239608,7.42111e-05,14.738,12.592,12.592,"Molecule(name='C6H8N4', formula='C6H8N4', hash='308f485')"
2mer-0+152,-0.25158121,2,-0.25158121,-91.89397728,7.148027e-05,15.941,12.751,12.751,"Molecule(name='C6H8N4', formula='C6H8N4', hash='4b20142')"
2mer-0+130,0.03307113,1,0.01653556,-91.87744172,7.144689e-05,16.094,12.753,12.753,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7cf3d51')"
2mer-0+168,0.07618399,2,0.07618399,-91.80125773,7.018149e-05,16.088,12.829,12.829,"Molecule(name='C6H8N4', formula='C6H8N4', hash='a200d4a')"
2mer-0+141,0.18564201,2,0.18564201,-91.61561571,6.95186e-05,16.114,12.87,12.87,"Molecule(name='C6H8N4', formula='C6H8N4', hash='b06bcf4')"
2mer-0+156,0.09892411,2,0.09892411,-91.5166916,6.88204e-05,15.241,12.913,12.913,"Molecule(name='C6H8N4', formula='C6H8N4', hash='c4aba5b')"
2mer-0+183,-0.07090776,2,-0.07090776,-91.58759936,6.862914e-05,16.412,12.925,12.925,"Molecule(name='C6H8N4', formula='C6H8N4', hash='9011ee2')"
2mer-0+173,-0.18925683,1,-0.09462841,-91.68222778,6.832306e-05,14.431,12.944,12.944,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d171eb0')"
2mer-0+122,-0.3974218,2,-0.3974218,-92.07964957,6.820297e-05,16.246,12.952,12.952,"Molecule(name='C6H8N4', formula='C6H8N4', hash='497f27b')"
2mer-0+126,0.25250141,2,0.25250141,-91.82714816,6.714385e-05,15.174,13.02,13.02,"Molecule(name='C6H8N4', formula='C6H8N4', hash='202414e')"
2mer-0+109,0.0633228,2,0.0633228,-91.76382537,6.70496e-05,16.406,13.026,13.026,"Molecule(name='C6H8N4', formula='C6H8N4', hash='19f2968')"
2mer-0+124,-0.30825727,2,-0.30825727,-92.07208263,6.625427e-05,15.941,13.078,13.078,"Molecule(name='C6H8N4', formula='C6H8N4', hash='c097826')"
2mer-0+276,0.30889629,1,0.15444814,-91.91763449,6.620965e-05,14.978,13.081,13.081,"Molecule(name='C6H8N4', formula='C6H8N4', hash='064f0fb')"
2mer-0+160,-0.25035396,1,-0.12517698,-92.04281147,6.614705e-05,15.876,13.085,13.085,"Molecule(name='C6H8N4', formula='C6H8N4', hash='124d984')"
2mer-0+138,0.06149417,2,0.06149417,-91.9813173,6.577878e-05,15.164,13.109,13.109,"Molecule(name='C6H8N4', formula='C6H8N4', hash='39eb683')"
2mer-0+174,0.1334188,2,0.1334188,-91.8478985,6.566124e-05,15.628,13.117,13.117,"Molecule(name='C6H8N4', formula='C6H8N4', hash='ff0875f')"
2mer-0+262,0.15832022,2,0.15832022,-91.68957828,6.367547e-05,16.026,13.252,13.252,"Molecule(name='C6H8N4', formula='C6H8N4', hash='c0dd9c0')"
2mer-0+200,0.10084433,1,0.05042217,-91.63915611,6.334681e-05,14.82,13.275,13.275,"Molecule(name='C6H8N4', formula='C6H8N4', hash='12f12f4')"
2mer-0+264,0.18078183,1,0.09039092,-91.54876519,6.264091e-05,15.533,13.324,13.324,"Molecule(name='C6H8N4', formula='C6H8N4', hash='2155620')"
2mer-0+157,0.1397909,2,0.1397909,-91.40897429,6.235543e-05,16.705,13.345,13.345,"Molecule(name='C6H8N4', formula='C6H8N4', hash='296be96')"
2mer-0+145,0.32770183,2,0.32770183,-91.08127246,6.201796e-05,17.416,13.369,13.369,"Molecule(name='C6H8N4', formula='C6H8N4', hash='4fbba28')"
2mer-0+190,-0.13562181,2,-0.13562181,-91.21689427,6.094013e-05,17.312,13.447,13.447,"Molecule(name='C6H8N4', formula='C6H8N4', hash='4633fff')"
2mer-0+221,-0.15512774,1,-0.07756387,-91.29445814,6.038967e-05,17.107,13.488,13.488,"Molecule(name='C6H8N4', formula='C6H8N4', hash='54d0422')"
2mer-0+172,0.20229265,1,0.10114632,-91.19331182,6.031279e-05,17.315,13.494,13.494,"Molecule(name='C6H8N4', formula='C6H8N4', hash='188b2c1')"
2mer-0+203,0.15060309,2,0.15060309,-91.04270873,5.998346e-05,17.243,13.518,13.518,"Molecule(name='C6H8N4', formula='C6H8N4', hash='be748bb')"
2mer-0+132,-0.33973599,1,-0.16986799,-91.21257672,5.986131e-05,13.932,13.528,13.528,"Molecule(name='C6H8N4', formula='C6H8N4', hash='8ea60f8')"
2mer-0+214,-0.19250024,1,-0.09625012,-91.30882684,5.81405e-05,17.998,13.66,13.66,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d83dbd4')"
2mer-0+131,0.03546161,2,0.03546161,-91.27336523,5.737821e-05,17.565,13.72,13.72,"Molecule(name='C6H8N4', formula='C6H8N4', hash='31bb813')"
2mer-0+208,0.1410597,2,0.1410597,-91.13230553,5.723601e-05,17.808,13.731,13.731,"Molecule(name='C6H8N4', formula='C6H8N4', hash='1dd21ce')"
2mer-0+231,-0.00744409,1,-0.00372204,-91.13602757,5.593201e-05,17.176,13.837,13.837,"Molecule(name='C6H8N4', formula='C6H8N4', hash='279cf35')"
2mer-0+259,-0.01615568,1,-0.00807784,-91.14410541,5.573474e-05,18.257,13.853,13.853,"Molecule(name='C6H8N4', formula='C6H8N4', hash='265e2e9')"
2mer-0+133,-0.1053294,1,-0.0526647,-91.19677011,5.563815e-05,16.481,13.862,13.862,"Molecule(name='C6H8N4', formula='C6H8N4', hash='899ca7e')"
2mer-0+179,-0.25531694,2,-0.25531694,-91.45208705,5.553102e-05,17.234,13.87,13.87,"Molecule(name='C6H8N4', formula='C6H8N4', hash='d21e3fa')"
2mer-0+166,-0.19836247,2,-0.19836247,-91.65044953,5.364263e-05,18.052,14.031,14.031,"Molecule(name='C6H8N4', formula='C6H8N4', hash='0869cbd')"
2mer-0+388,-0.05022862,1,-0.02511431,-91.67556384,5.265474e-05,18.493,14.119,14.119,"Molecule(name='C6H8N4', formula='C6H8N4', hash='bc30732')"
2mer-0+426,0.03664562,1,0.01832281,-91.65724102,5.237655e-05,18.426,14.143,14.143,"Molecule(name='C6H8N4', formula='C6H8N4', hash='14b15b2')"
2mer-0+217,-0.18172089,2,-0.18172089,-91.83896191,5.221453e-05,16.997,14.158,14.158,"Molecule(name='C6H8N4', formula='C6H8N4', hash='3695b48')"
2mer-0+371,-0.10676991,1,-0.05338496,-91.89234687,5.123588e-05,17.989,14.248,14.248,"Molecule(name='C6H8N4', formula='C6H8N4', hash='7473486')"
2mer-0+163,0.2695331,2,0.2695331,-91.62281377,5.117036e-05,14.518,14.254,14.254,"Molecule(name='C6H8N4', formula='C6H8N4', hash='b0815c3')"
2mer-0+186,0.0840406,2,0.0840406,-91.53877316,5.016383e-05,18.468,14.348,14.348,"Molecule(name='C6H8N4', formula='C6H8N4', hash='5efb75d')"
2mer-0+149,-0.02373743,1,-0.01186872,-91.55064188,4.904699e-05,16.9,14.457,14.457,"Molecule(name='C6H8N4', formula='C6H8N4', hash='8c76d7e')"
2mer-0+206,0.06242265,2,0.06242265,-91.48821923,4.902545e-05,16.675,14.459,14.459,"Molecule(name='C6H8N4', formula='C6H8N4', hash='03121cc')"
2mer-0+314,0.02404648,2,0.02404648,-91.46417274,4.900815e-05,18.132,14.46,14.46,"Molecule(name='C6H8N4', formula='C6H8N4', hash='55a521b')"
2mer-0+273,0.12593705,2,0.12593705,-91.33823569,4.892751e-05,16.31,14.468,14.468,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f53e627')"
2mer-0+167,0.13212207,2,0.13212207,-91.20611362,4.888915e-05,17.824,14.472,14.472,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f2235b1')"
2mer-0+286,-0.15501366,1,-0.07750683,-91.28362046,4.828853e-05,15.47,14.532,14.532,"Molecule(name='C6H8N4', formula='C6H8N4', hash='c4e6fc1')"
2mer-0+267,-0.18961691,2,-0.18961691,-91.47323736,4.804077e-05,16.687,14.557,14.557,"Molecule(name='C6H8N4', formula='C6H8N4', hash='b1b54a5')"
2mer-0+353,0.17521795,1,0.08760897,-91.38562839,4.756998e-05,16.283,14.605,14.605,"Molecule(name='C6H8N4', formula='C6H8N4', hash='443bcbd')"
2mer-0+284,0.07640149,2,0.07640149,-91.30922689,4.699893e-05,18.584,14.664,14.664,"Molecule(name='C6H8N4', formula='C6H8N4', hash='931eada')"
2mer-0+154,-0.11300646,2,-0.11300646,-91.42223336,4.686498e-05,17.419,14.677,14.677,"Molecule(name='C6H8N4', formula='C6H8N4', hash='f285195')"
2mer-0+325,0.00330738,1,0.00165369,-91.42057967,4.672226e-05,17.773,14.692,14.692,"Molecule(name='C6H8N4', formula='C6H8N4', hash='3352e3a')"
