N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+24,-3.704466,2,-3.704466,-80.41353069,0.0007779855,7.485,5.754,5.754,"Molecule(name='C2H4N4', formula='C2H4N4', hash='169efd2')"
2mer-0+33,-3.03477357,2,-3.03477357,-83.44830426,0.0007213813,6.957,5.9,5.9,"Molecule(name='C2H4N4', formula='C2H4N4', hash='100ff39')"
2mer-0+31,3.01227371,2,3.01227371,-80.43603055,0.0006765307,6.856,6.028,6.028,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1c33c66')"
2mer-0+86,2.43390961,2,2.43390961,-78.00212094,0.0006716518,9.221,6.043,6.043,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4750893')"
2mer-0+15,-3.06242226,2,-3.06242226,-81.0645432,0.0006130595,9.147,6.229,6.229,"Molecule(name='C2H4N4', formula='C2H4N4', hash='afd04af')"
2mer-0+89,2.23877666,2,2.23877666,-78.82576654,0.0006005315,9.382,6.272,6.272,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cacdb9f')"
2mer-0+25,-2.44343682,2,-2.44343682,-81.26920336,0.0005700966,7.485,6.382,6.382,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7d1a423')"
2mer-0+76,-0.6075987,1,-0.30379935,-81.57300271,0.0005074523,8.308,6.634,6.634,"Molecule(name='C2H4N4', formula='C2H4N4', hash='181e91c')"
2mer-0+22,-2.91237769,2,-2.91237769,-84.4853804,0.0004665173,9.841,6.823,6.823,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f8f2285')"
2mer-0+44,-0.535288,2,-0.535288,-85.0206684,0.0004642979,8.498,6.834,6.834,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f901c7c')"
2mer-0+35,0.56153185,2,0.56153185,-84.45913654,0.000438829,8.876,6.964,6.964,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3ef273e')"
2mer-0+32,0.77190853,2,0.77190853,-83.68722802,0.0004113858,8.498,7.115,7.115,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1239466')"
2mer-0+29,-2.31474795,1,-1.15737398,-84.84460199,0.0003995222,7.708,7.185,7.185,"Molecule(name='C2H4N4', formula='C2H4N4', hash='38581c0')"
2mer-0+132,0.84685432,2,0.84685432,-83.99774767,0.0003839857,10.411,7.281,7.281,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bc2bde1')"
2mer-0+36,-0.96870381,2,-0.96870381,-84.96645148,0.0003612383,9.841,7.43,7.43,"Molecule(name='C2H4N4', formula='C2H4N4', hash='414faa1')"
2mer-0+112,0.31570622,2,0.31570622,-84.65074526,0.0003588837,10.165,7.446,7.446,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a51ec47')"
2mer-0+42,1.35794759,1,0.6789738,-83.97177146,0.0003374442,9.61,7.601,7.601,"Molecule(name='C2H4N4', formula='C2H4N4', hash='24b903f')"
2mer-0+52,0.60857226,2,0.60857226,-83.3631992,0.0003245923,9.223,7.7,7.7,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cdb9595')"
2mer-0+45,0.34602769,2,0.34602769,-83.01717151,0.0003074243,9.417,7.841,7.841,"Molecule(name='C2H4N4', formula='C2H4N4', hash='42d404e')"
2mer-0+60,0.71387956,2,0.71387956,-82.30329195,0.0003029356,9.829,7.879,7.879,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ff2f650')"
2mer-0+39,1.95076922,2,1.95076922,-80.35252273,0.0002741718,10.321,8.146,8.146,"Molecule(name='C2H4N4', formula='C2H4N4', hash='709bc4c')"
2mer-0+77,1.07692264,2,1.07692264,-79.27560009,0.0002723382,9.536,8.164,8.164,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5f89561')"
2mer-0+64,0.35766209,2,0.35766209,-78.917938,0.0002712522,9.593,8.175,8.175,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e5a58d7')"
2mer-0+87,1.46330677,2,1.46330677,-77.45463124,0.0002614774,8.975,8.275,8.275,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2b72303')"
2mer-0+151,0.64048472,2,0.64048472,-76.81414652,0.0002610363,11.356,8.28,8.28,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2c17527')"
2mer-0+43,1.6423794,2,1.6423794,-75.17176712,0.0002570093,10.465,8.323,8.323,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e937d0f')"
2mer-0+58,-1.43252745,2,-1.43252745,-76.60429457,0.0002503479,10.147,8.396,8.396,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5e703b5')"
2mer-0+56,-1.11222804,2,-1.11222804,-77.71652261,0.0002496364,9.422,8.404,8.404,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c39a1cf')"
2mer-0+49,-1.73103845,2,-1.73103845,-79.44756106,0.0002491625,11.296,8.41,8.41,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8448a97')"
2mer-0+122,0.07360972,1,0.03680486,-79.4107562,0.0002481694,11.06,8.421,8.421,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c3d56bc')"
2mer-0+63,0.36918354,2,0.36918354,-79.04157266,0.0002467958,9.417,8.436,8.436,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2297317')"
2mer-0+46,-1.32739435,2,-1.32739435,-80.36896701,0.000244724,11.114,8.46,8.46,"Molecule(name='C2H4N4', formula='C2H4N4', hash='26148f2')"
2mer-0+67,-1.75587089,1,-0.87793545,-81.24690246,0.0002418919,9.034,8.493,8.493,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3df2bdf')"
2mer-0+85,-0.91257551,1,-0.45628775,-81.70319021,0.0002341083,9.74,8.586,8.586,"Molecule(name='C2H4N4', formula='C2H4N4', hash='32f60d4')"
2mer-0+65,-0.9029138,1,-0.4514569,-82.15464711,0.0002325735,8.931,8.605,8.605,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bb55cc5')"
2mer-0+80,0.80122407,2,0.80122407,-81.35342304,0.0002145658,10.052,8.839,8.839,"Molecule(name='C2H4N4', formula='C2H4N4', hash='14c8fb6')"
2mer-0+66,0.53679901,1,0.2683995,-81.08502354,0.0002133107,10.617,8.857,8.857,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c04b3df')"
2mer-0+142,0.36286128,2,0.36286128,-80.72216226,0.0002053821,11.356,8.969,8.969,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7a937e8')"
2mer-0+55,-0.41845255,2,-0.41845255,-81.14061481,0.0002053211,11.431,8.97,8.97,"Molecule(name='C2H4N4', formula='C2H4N4', hash='0e4e4b4')"
2mer-0+70,1.17883226,2,1.17883226,-79.96178255,0.0001972274,9.536,9.091,9.091,"Molecule(name='C2H4N4', formula='C2H4N4', hash='dd9e091')"
2mer-0+101,-1.24367561,1,-0.6218378,-80.58362035,0.0001958735,10.098,9.112,9.112,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9db6d4e')"
2mer-0+61,-0.59581598,1,-0.29790799,-80.88152834,0.0001891119,10.277,9.219,9.219,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7e9b448')"
2mer-0+59,-0.10713781,2,-0.10713781,-80.98866615,0.0001829251,11.114,9.322,9.322,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c22ecec')"
2mer-0+73,-0.66757255,2,-0.66757255,-81.6562387,0.0001781556,11.431,9.404,9.404,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7974216')"
2mer-0+130,-0.49478631,2,-0.49478631,-82.15102501,0.0001769152,11.222,9.426,9.426,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1186b22')"
2mer-0+69,1.08385945,2,1.08385945,-81.06716556,0.0001737361,11.396,9.484,9.484,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7e56398')"
2mer-0+68,0.53139663,2,0.53139663,-80.53576893,0.0001707569,10.57,9.538,9.538,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c04c39f')"
2mer-0+72,0.13737643,2,0.13737643,-80.3983925,0.0001696131,11.296,9.56,9.56,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6c2d2a4')"
2mer-0+96,0.52166545,2,0.52166545,-79.87672705,0.0001554732,11.301,9.841,9.841,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a299e41')"
2mer-0+83,-0.83880735,2,-0.83880735,-80.7155344,0.0001531328,10.301,9.891,9.891,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d18621d')"
2mer-0+205,0.142074,1,0.071037,-80.6444974,0.0001530682,12.806,9.893,9.893,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a67112d')"
2mer-0+106,-0.85989691,2,-0.85989691,-81.50439431,0.0001509255,11.105,9.939,9.939,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2583a84')"
2mer-0+119,0.33175968,2,0.33175968,-81.17263462,0.000150405,10.931,9.951,9.951,"Molecule(name='C2H4N4', formula='C2H4N4', hash='178e628')"
2mer-0+251,0.788457,1,0.3942285,-80.77840612,0.0001467373,13.334,10.033,10.033,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ccbf8b2')"
2mer-0+93,-0.91316861,2,-0.91316861,-81.69157473,0.0001466693,10.68,10.034,10.034,"Molecule(name='C2H4N4', formula='C2H4N4', hash='78dbebf')"
2mer-0+134,0.55034911,2,0.55034911,-81.14122561,0.0001354692,11.984,10.304,10.304,"Molecule(name='C2H4N4', formula='C2H4N4', hash='342411b')"
2mer-0+270,0.86308793,2,0.86308793,-80.27813769,0.00013513,13.73,10.312,10.312,"Molecule(name='C2H4N4', formula='C2H4N4', hash='01b15b4')"
2mer-0+196,0.35065277,2,0.35065277,-79.92748492,0.0001324957,12.716,10.38,10.38,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fe66951')"
2mer-0+133,0.23189966,2,0.23189966,-79.69558525,0.0001314476,11.984,10.408,10.408,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1070cc3')"
2mer-0+110,-0.38072811,2,-0.38072811,-80.07631337,0.0001304406,12.815,10.434,10.434,"Molecule(name='C2H4N4', formula='C2H4N4', hash='030faed')"
2mer-0+105,-0.71257967,2,-0.71257967,-80.78889303,0.0001282648,13.214,10.493,10.493,"Molecule(name='C2H4N4', formula='C2H4N4', hash='97888cc')"
2mer-0+88,0.44672417,2,0.44672417,-80.34216887,0.0001279489,12.266,10.502,10.502,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e0df990')"
2mer-0+84,0.5905076,2,0.5905076,-79.75166126,0.0001279489,12.266,10.502,10.502,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eac4e8a')"
2mer-0+301,0.51204782,1,0.25602391,-79.49563735,0.0001273627,14.077,10.518,10.518,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3bac09e')"
2mer-0+203,0.0800263,2,0.0800263,-79.41561105,0.0001224105,13.262,10.658,10.658,"Molecule(name='C2H4N4', formula='C2H4N4', hash='49d9091')"
2mer-0+91,-0.44585635,2,-0.44585635,-79.8614674,0.000119013,13.214,10.758,10.758,"Molecule(name='C2H4N4', formula='C2H4N4', hash='47dae8a')"
2mer-0+97,-0.84296345,1,-0.42148172,-80.28294913,0.0001165727,11.536,10.833,10.833,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3a42501')"
2mer-0+128,-0.04371275,2,-0.04371275,-80.32666188,0.0001163013,12.815,10.841,10.841,"Molecule(name='C2H4N4', formula='C2H4N4', hash='474fa9d')"
2mer-0+92,-0.94387847,2,-0.94387847,-81.27054034,0.0001161777,13.856,10.845,10.845,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b47353c')"
2mer-0+108,-0.6954437,2,-0.6954437,-81.96598404,0.0001149543,13.591,10.883,10.883,"Molecule(name='C2H4N4', formula='C2H4N4', hash='da520b2')"
2mer-0+123,0.53162249,2,0.53162249,-81.43436155,0.0001148251,12.084,10.887,10.887,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3a7f275')"
2mer-0+221,0.13002606,2,0.13002606,-81.3043355,0.0001137426,13.38,10.922,10.922,"Molecule(name='C2H4N4', formula='C2H4N4', hash='734f4a5')"
2mer-0+150,-0.65407388,2,-0.65407388,-81.95840938,0.000113447,12.249,10.931,10.931,"Molecule(name='C2H4N4', formula='C2H4N4', hash='09fd4b6')"
2mer-0+146,0.39917607,2,0.39917607,-81.55923331,0.0001104967,12.346,11.028,11.028,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5c7698a')"
2mer-0+121,0.25088603,2,0.25088603,-81.30834728,0.0001101729,12.786,11.038,11.038,"Molecule(name='C2H4N4', formula='C2H4N4', hash='79be891')"
2mer-0+143,-0.68082624,2,-0.68082624,-81.98917352,0.0001099922,11.934,11.045,11.045,"Molecule(name='C2H4N4', formula='C2H4N4', hash='68a334e')"
2mer-0+98,-0.89076003,2,-0.89076003,-82.87993355,0.0001098664,13.876,11.049,11.049,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c1162c5')"
2mer-0+167,0.38156711,2,0.38156711,-82.49836644,0.0001093609,12.94,11.066,11.066,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f16cf37')"
2mer-0+337,0.89269863,1,0.44634931,-82.05201712,0.0001085824,14.327,11.092,11.092,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4042004')"
2mer-0+210,-0.54839962,1,-0.27419981,-82.32621693,0.0001078822,12.487,11.116,11.116,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f62a354')"
2mer-0+117,-0.5393862,2,-0.5393862,-82.86560313,0.000107834,11.692,11.118,11.118,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7c3e662')"
2mer-0+118,-0.16292234,2,-0.16292234,-83.02852547,0.0001050221,12.376,11.216,11.216,"Molecule(name='C2H4N4', formula='C2H4N4', hash='fed1a60')"
2mer-0+290,0.30963328,2,0.30963328,-82.71889219,0.000104964,14.318,11.218,11.218,"Molecule(name='C2H4N4', formula='C2H4N4', hash='4211e0c')"
2mer-0+126,-0.02373463,1,-0.01186731,-82.7307595,9.86932e-05,12.885,11.451,11.451,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c576bcb')"
2mer-0+115,-0.7356149,2,-0.7356149,-83.4663744,9.66917e-05,14.457,11.529,11.529,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cc51832')"
2mer-0+129,0.26715384,2,0.26715384,-83.19922056,9.65605e-05,13.214,11.535,11.535,"Molecule(name='C2H4N4', formula='C2H4N4', hash='193b76a')"
2mer-0+192,0.39643551,2,0.39643551,-82.80278505,9.602112e-05,13.932,11.556,11.556,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f260011')"
2mer-0+259,-0.11535157,1,-0.05767578,-82.86046083,9.577334e-05,13.577,11.566,11.566,"Molecule(name='C2H4N4', formula='C2H4N4', hash='074f723')"
2mer-0+162,0.61608103,2,0.61608103,-82.2443798,9.548722e-05,12.669,11.578,11.578,"Molecule(name='C2H4N4', formula='C2H4N4', hash='76ac65f')"
2mer-0+385,0.54493946,1,0.27246973,-81.97191007,9.442174e-05,15.02,11.621,11.621,"Molecule(name='C2H4N4', formula='C2H4N4', hash='87c2e08')"
2mer-0+139,-0.4973241,2,-0.4973241,-82.46923417,9.441815e-05,12.249,11.621,11.621,"Molecule(name='C2H4N4', formula='C2H4N4', hash='39da70a')"
2mer-0+145,-0.56340095,2,-0.56340095,-83.03263512,9.320427e-05,13.29,11.671,11.671,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c8a7bae')"
2mer-0+163,-0.71058414,2,-0.71058414,-83.74321925,9.306359e-05,12.359,11.677,11.677,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a39c8e3')"
2mer-0+252,-0.02731318,2,-0.02731318,-83.77053244,9.289393e-05,14.009,11.684,11.684,"Molecule(name='C2H4N4', formula='C2H4N4', hash='b6591e1')"
2mer-0+127,-0.52249929,2,-0.52249929,-84.29303173,9.224571e-05,14.539,11.712,11.712,"Molecule(name='C2H4N4', formula='C2H4N4', hash='93cdc88')"
2mer-0+186,-0.51667315,2,-0.51667315,-84.80970488,9.089314e-05,12.24,11.769,11.769,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a3d8025')"
2mer-0+176,0.32982884,2,0.32982884,-84.47987604,8.952454e-05,13.256,11.829,11.829,"Molecule(name='C2H4N4', formula='C2H4N4', hash='251997e')"
2mer-0+131,0.20689533,2,0.20689533,-84.27298071,8.700066e-05,13.535,11.942,11.942,"Molecule(name='C2H4N4', formula='C2H4N4', hash='25e267b')"
2mer-0+171,-0.57863564,2,-0.57863564,-84.85161635,8.699692e-05,13.705,11.943,11.943,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9167d5c')"
2mer-0+254,-0.15207526,2,-0.15207526,-85.00369161,8.611717e-05,14.048,11.983,11.983,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3b966b6')"
2mer-0+165,0.15808234,2,0.15808234,-84.84560927,8.598349e-05,13.214,11.989,11.989,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8ab5161')"
2mer-0+149,0.20119215,2,0.20119215,-84.64441711,8.578429e-05,13.114,11.999,11.999,"Molecule(name='C2H4N4', formula='C2H4N4', hash='9f8af59')"
2mer-0+136,0.71861423,1,0.35930712,-84.28511,8.329148e-05,14.493,12.117,12.117,"Molecule(name='C2H4N4', formula='C2H4N4', hash='572a6a1')"
2mer-0+194,-0.21148717,1,-0.10574359,-84.39085358,8.315527e-05,12.91,12.124,12.124,"Molecule(name='C2H4N4', formula='C2H4N4', hash='886c13b')"
2mer-0+264,-0.3452637,1,-0.17263185,-84.56348543,8.230793e-05,13.542,12.165,12.165,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eb23644')"
2mer-0+138,-0.62779358,2,-0.62779358,-85.19127901,8.122617e-05,14.787,12.219,12.219,"Molecule(name='C2H4N4', formula='C2H4N4', hash='bf8d4a4')"
2mer-0+328,0.03897037,2,0.03897037,-85.15230864,8.098677e-05,14.932,12.231,12.231,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a5ff694')"
2mer-0+172,-0.51020404,2,-0.51020404,-85.66251267,8.045973e-05,13.705,12.258,12.258,"Molecule(name='C2H4N4', formula='C2H4N4', hash='175a8df')"
2mer-0+152,-0.55553907,2,-0.55553907,-86.21805174,8.010567e-05,14.814,12.276,12.276,"Molecule(name='C2H4N4', formula='C2H4N4', hash='eb1e1b2')"
2mer-0+184,-0.66657908,1,-0.33328954,-86.55134128,7.999783e-05,12.461,12.281,12.281,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8e9dc97')"
2mer-0+177,0.29864744,2,0.29864744,-86.25269384,7.928867e-05,13.591,12.318,12.318,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d9c37d8')"
2mer-0+189,-0.53423157,1,-0.26711579,-86.51980963,7.875278e-05,13.219,12.346,12.346,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c95f5b6')"
2mer-0+213,0.47189818,2,0.47189818,-86.04791145,7.863152e-05,12.977,12.352,12.352,"Molecule(name='C2H4N4', formula='C2H4N4', hash='d9df273')"
2mer-0+185,0.25276213,2,0.25276213,-85.79514932,7.784408e-05,14.123,12.393,12.393,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1a8b3e6')"
2mer-0+315,0.03581747,1,0.01790873,-85.77724058,7.608146e-05,15.416,12.488,12.488,"Molecule(name='C2H4N4', formula='C2H4N4', hash='cb0bc4f')"
2mer-0+348,-0.06353661,2,-0.06353661,-85.8407772,7.533939e-05,14.925,12.529,12.529,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c355435')"
2mer-0+161,0.0889965,2,0.0889965,-85.7517807,7.522884e-05,14.049,12.535,12.535,"Molecule(name='C2H4N4', formula='C2H4N4', hash='e488aac')"
2mer-0+183,0.34408943,2,0.34408943,-85.40769127,7.308789e-05,13.893,12.657,12.657,"Molecule(name='C2H4N4', formula='C2H4N4', hash='704cb76')"
2mer-0+156,0.21181552,2,0.21181552,-85.19587574,7.296967e-05,14.161,12.663,12.663,"Molecule(name='C2H4N4', formula='C2H4N4', hash='26cb4b7')"
2mer-0+157,-0.38061331,2,-0.38061331,-85.57648906,7.07302e-05,15.478,12.796,12.796,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3bcb256')"
2mer-0+374,0.05260779,1,0.0263039,-85.55018516,7.049605e-05,15.434,12.81,12.81,"Molecule(name='C2H4N4', formula='C2H4N4', hash='2ef914e')"
2mer-0+225,0.4667985,2,0.4667985,-85.08338666,7.031131e-05,13.712,12.821,12.821,"Molecule(name='C2H4N4', formula='C2H4N4', hash='969f1ad')"
2mer-0+439,0.51881507,2,0.51881507,-84.56457159,7.025638e-05,16.122,12.824,12.824,"Molecule(name='C2H4N4', formula='C2H4N4', hash='5a0d541')"
2mer-0+158,0.42617624,2,0.42617624,-84.13839535,7.006179e-05,14.858,12.836,12.836,"Molecule(name='C2H4N4', formula='C2H4N4', hash='927a84e')"
2mer-0+159,0.68775735,2,0.68775735,-83.450638,6.868378e-05,15.402,12.922,12.922,"Molecule(name='C2H4N4', formula='C2H4N4', hash='88f272b')"
2mer-0+180,0.59138277,1,0.29569139,-83.15494661,6.836313e-05,15.179,12.942,12.942,"Molecule(name='C2H4N4', formula='C2H4N4', hash='634a533')"
2mer-0+212,0.3597781,2,0.3597781,-82.79516851,6.680008e-05,13.893,13.042,13.042,"Molecule(name='C2H4N4', formula='C2H4N4', hash='3c2003c')"
2mer-0+191,-0.51507696,2,-0.51507696,-83.31024546,6.645218e-05,15.478,13.065,13.065,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6849dce')"
2mer-0+182,-0.39454832,2,-0.39454832,-83.70479379,6.546587e-05,15.887,13.13,13.13,"Molecule(name='C2H4N4', formula='C2H4N4', hash='ac35c0b')"
2mer-0+414,0.02247732,1,0.01123866,-83.69355513,6.452945e-05,16.08,13.193,13.193,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a06d626')"
2mer-0+278,-0.03579429,2,-0.03579429,-83.72934942,6.430927e-05,14.932,13.208,13.208,"Molecule(name='C2H4N4', formula='C2H4N4', hash='764fe07')"
2mer-0+168,-0.35637528,2,-0.35637528,-84.0857247,6.423944e-05,16.001,13.213,13.213,"Molecule(name='C2H4N4', formula='C2H4N4', hash='8f4657c')"
2mer-0+179,-0.38990437,2,-0.38990437,-84.47562907,6.418464e-05,15.688,13.217,13.217,"Molecule(name='C2H4N4', formula='C2H4N4', hash='913b427')"
2mer-0+209,0.11118166,2,0.11118166,-84.3644474,6.250307e-05,14.756,13.334,13.334,"Molecule(name='C2H4N4', formula='C2H4N4', hash='1f210e5')"
2mer-0+246,0.24287952,2,0.24287952,-84.12156788,6.17155e-05,14.924,13.391,13.391,"Molecule(name='C2H4N4', formula='C2H4N4', hash='f13e4b2')"
2mer-0+217,0.25783847,2,0.25783847,-83.86372941,6.163372e-05,14.603,13.397,13.397,"Molecule(name='C2H4N4', formula='C2H4N4', hash='c31305d')"
2mer-0+214,0.30848486,2,0.30848486,-83.55524455,6.162552e-05,14.539,13.397,13.397,"Molecule(name='C2H4N4', formula='C2H4N4', hash='7f4b203')"
2mer-0+211,-0.35539042,2,-0.35539042,-83.91063497,6.139546e-05,16.105,13.414,13.414,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6dfa95e')"
2mer-0+250,0.13034758,2,0.13034758,-83.78028739,6.131216e-05,14.603,13.42,13.42,"Molecule(name='C2H4N4', formula='C2H4N4', hash='851fbe6')"
2mer-0+204,-0.32254092,2,-0.32254092,-84.10282831,6.12375e-05,16.106,13.425,13.425,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a6740a3')"
2mer-0+408,0.24397945,1,0.12198973,-83.98083858,5.971113e-05,15.858,13.539,13.539,"Molecule(name='C2H4N4', formula='C2H4N4', hash='a823c53')"
2mer-0+458,0.38569854,1,0.19284927,-83.78798931,5.951888e-05,16.701,13.553,13.553,"Molecule(name='C2H4N4', formula='C2H4N4', hash='6ef4f74')"
