N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+143,-0.06484425,2,-0.06484425,-96.74969953,5.665257e-05,18.505,13.778,13.778
2mer-0+255,0.08725242,2,0.08725242,-96.66244711,5.535373e-05,18.891,13.885,13.885
2mer-0+178,-0.01137382,2,-0.01137382,-96.67382093,5.529443e-05,18.197,13.89,13.89
2mer-0+159,0.0090903,2,0.0090903,-96.66473063,5.52268e-05,17.7,13.896,13.896
2mer-0+208,0.04554281,2,0.04554281,-96.61918782,5.496258e-05,18.446,13.918,13.918
2mer-0+124,-0.03313286,2,-0.03313286,-96.65232068,5.448667e-05,18.287,13.958,13.958
2mer-0+121,-0.02073182,2,-0.02073182,-96.6730525,4.950088e-05,18.491,14.412,14.412
2mer-0+179,-0.0406355,2,-0.0406355,-96.713688,4.845289e-05,18.633,14.515,14.515
2mer-0+168,0.00128156,2,0.00128156,-96.71240644,4.839335e-05,18.871,14.521,14.521
2mer-0+172,0.02164919,2,0.02164919,-96.69075725,4.812293e-05,18.51,14.548,14.548
2mer-0+147,0.00526837,2,0.00526837,-96.68548887,4.762804e-05,18.197,14.599,14.599
2mer-0+264,-0.01643739,2,-0.01643739,-96.70192626,4.678379e-05,18.835,14.686,14.686
2mer-0+184,-0.04294333,2,-0.04294333,-96.74486958,4.646529e-05,18.521,14.719,14.719
2mer-0+221,-0.0612035,2,-0.0612035,-96.80607309,4.577507e-05,18.707,14.793,14.793
2mer-0+269,-0.01255775,2,-0.01255775,-96.81863083,4.474886e-05,19.383,14.905,14.905
2mer-0+174,0.01095977,2,0.01095977,-96.80767106,4.451637e-05,19.297,14.931,14.931
2mer-0+136,-0.01352576,2,-0.01352576,-96.82119683,4.447992e-05,18.121,14.935,14.935
2mer-0+140,-0.02783696,2,-0.02783696,-96.84903379,4.440808e-05,18.521,14.943,14.943
2mer-0+141,-0.0459088,2,-0.0459088,-96.89494259,4.146865e-05,18.871,15.288,15.288
2mer-0+170,0.00974336,2,0.00974336,-96.88519923,4.098213e-05,18.729,15.349,15.349
2mer-0+151,-0.0322679,2,-0.0322679,-96.91746713,4.085194e-05,19.283,15.365,15.365
2mer-0+188,-0.00143293,2,-0.00143293,-96.91890005,4.063368e-05,19.95,15.392,15.392
2mer-0+253,-0.01566707,2,-0.01566707,-96.93456712,4.006764e-05,19.427,15.465,15.465
2mer-0+230,-0.02531198,2,-0.02531198,-96.9598791,4.002667e-05,18.809,15.47,15.47
2mer-0+181,-0.00413003,2,-0.00413003,-96.96400912,3.982461e-05,18.63,15.496,15.496
2mer-0+150,-0.03177052,2,-0.03177052,-96.99577965,3.971755e-05,18.55,15.51,15.51
2mer-0+218,0.01807722,2,0.01807722,-96.97770242,3.944616e-05,19.446,15.545,15.545
2mer-0+212,-0.03104937,2,-0.03104937,-97.0087518,3.904468e-05,19.093,15.598,15.598
2mer-0+152,-0.03695021,2,-0.03695021,-97.04570201,3.891094e-05,18.633,15.616,15.616
2mer-0+173,0.03936866,2,0.03936866,-97.00633335,3.877631e-05,20.549,15.634,15.634
2mer-0+169,-0.02889386,2,-0.02889386,-97.03522721,3.854699e-05,19.961,15.665,15.665
2mer-0+155,-0.01614327,2,-0.01614327,-97.05137049,3.786073e-05,19.769,15.759,15.759
2mer-0+175,-0.00709673,2,-0.00709673,-97.05846722,3.778719e-05,19.398,15.77,15.77
2mer-0+158,0.01174072,2,0.01174072,-97.04672651,3.758718e-05,20.31,15.797,15.797
2mer-0+265,-0.01979484,2,-0.01979484,-97.06652134,3.749647e-05,20.146,15.81,15.81
2mer-0+232,-0.001643,2,-0.001643,-97.06816434,3.616175e-05,20.894,16.002,16.002
2mer-0+245,0.01346603,2,0.01346603,-97.05469831,3.545201e-05,20.688,16.108,16.108
2mer-0+191,-0.0095456,2,-0.0095456,-97.0642439,3.51472e-05,20.61,16.155,16.155
2mer-0+229,0.02705179,2,0.02705179,-97.03719212,3.499364e-05,20.236,16.178,16.178
2mer-0+186,0.00518983,2,0.00518983,-97.03200228,3.454008e-05,19.856,16.249,16.249
2mer-0+215,-0.01932709,2,-0.01932709,-97.05132937,3.443805e-05,20.905,16.265,16.265
2mer-0+270,0.02426434,2,0.02426434,-97.02706503,3.418248e-05,20.43,16.305,16.305
2mer-0+227,-0.00759924,2,-0.00759924,-97.03466427,3.414277e-05,19.781,16.312,16.312
2mer-0+193,-0.03310555,2,-0.03310555,-97.06776981,3.397133e-05,20.484,16.339,16.339
2mer-0+306,0.00213481,2,0.00213481,-97.065635,3.353307e-05,21.151,16.41,16.41
2mer-0+214,0.04084966,2,0.04084966,-97.02478533,3.345103e-05,21.466,16.423,16.423
2mer-0+348,0.00472135,2,0.00472135,-97.02006399,3.341442e-05,20.833,16.429,16.429
2mer-0+226,0.00717155,2,0.00717155,-97.01289244,3.335457e-05,20.236,16.439,16.439
2mer-0+187,0.04618548,2,0.04618548,-96.96670696,3.331756e-05,21.553,16.445,16.445
2mer-0+203,0.00739172,2,0.00739172,-96.95931524,3.311061e-05,20.456,16.48,16.48
2mer-0+247,0.02185342,2,0.02185342,-96.93746181,3.196611e-05,20.679,16.674,16.674
2mer-0+223,-6.493e-05,2,-6.493e-05,-96.93752675,3.137928e-05,20.894,16.777,16.777
2mer-0+318,-0.04144019,2,-0.04144019,-96.97896694,3.115841e-05,20.587,16.817,16.817
2mer-0+239,0.00948325,2,0.00948325,-96.96948369,3.102639e-05,21.392,16.841,16.841
2mer-0+240,-0.03031942,2,-0.03031942,-96.99980311,3.084029e-05,19.856,16.874,16.874
2mer-0+256,-0.02523855,2,-0.02523855,-97.02504166,3.023435e-05,20.456,16.986,16.986
2mer-0+196,-0.00093188,2,-0.00093188,-97.02597353,3.011376e-05,19.781,17.009,17.009
2mer-0+252,-0.00994673,2,-0.00994673,-97.03592026,3.004016e-05,21.878,17.023,17.023
2mer-0+352,-0.0238126,2,-0.0238126,-97.05973286,3.000133e-05,20.782,17.03,17.03
2mer-0+241,-0.00292223,2,-0.00292223,-97.06265509,2.971475e-05,21.525,17.085,17.085
2mer-0+197,-0.02497696,2,-0.02497696,-97.08763205,2.969516e-05,20.905,17.089,17.089
2mer-0+266,0.01806641,2,0.01806641,-97.06956563,2.969343e-05,21.6,17.089,17.089
2mer-0+177,-0.02543798,2,-0.02543798,-97.09500361,2.959283e-05,20.009,17.108,17.108
2mer-0+211,-0.01682456,2,-0.01682456,-97.11182817,2.946641e-05,21.525,17.133,17.133
2mer-0+205,-0.00153071,2,-0.00153071,-97.11335888,2.920656e-05,21.466,17.183,17.183
2mer-0+228,0.03908767,2,0.03908767,-97.07427122,2.829359e-05,22.542,17.366,17.366
2mer-0+299,0.00276296,2,0.00276296,-97.07150826,2.79485e-05,21.6,17.437,17.437
2mer-0+249,0.01139069,2,0.01139069,-97.06011756,2.77427e-05,21.309,17.48,17.48
2mer-0+316,0.02617224,2,0.02617224,-97.03394532,2.757712e-05,21.785,17.515,17.515
2mer-0+278,-0.02979892,2,-0.02979892,-97.06374424,2.750123e-05,20.565,17.531,17.531
2mer-0+199,-0.0079233,2,-0.0079233,-97.07166754,2.702635e-05,20.565,17.634,17.634
2mer-0+441,0.02094774,2,0.02094774,-97.05071979,2.67451e-05,22.441,17.695,17.695
2mer-0+235,0.00202734,2,0.00202734,-97.04869246,2.624729e-05,22.21,17.806,17.806
2mer-0+283,-0.01132705,2,-0.01132705,-97.06001951,2.610051e-05,22.71,17.84,17.84
2mer-0+311,0.019135,2,0.019135,-97.04088451,2.554549e-05,22.18,17.968,17.968
2mer-0+217,-0.02757557,2,-0.02757557,-97.06846009,2.552889e-05,21.392,17.972,17.972
2mer-0+251,-0.0114745,2,-0.0114745,-97.07993459,2.507801e-05,22.495,18.079,18.079
2mer-0+257,0.03988767,2,0.03988767,-97.04004692,2.507345e-05,23.382,18.08,18.08
2mer-0+238,-0.00896925,2,-0.00896925,-97.04901617,2.495249e-05,22.106,18.109,18.109
2mer-0+259,-0.01214865,2,-0.01214865,-97.06116482,2.457131e-05,21.309,18.202,18.202
2mer-0+293,-0.0014261,2,-0.0014261,-97.06259092,2.443281e-05,21.623,18.237,18.237
2mer-0+295,0.00815566,2,0.00815566,-97.05443526,2.380519e-05,22.291,18.395,18.395
2mer-0+354,0.01705839,2,0.01705839,-97.03737688,2.343008e-05,23.033,18.493,18.493
2mer-0+276,0.00746537,2,0.00746537,-97.02991151,2.339248e-05,23.062,18.503,18.503
2mer-0+321,0.01147246,2,0.01147246,-97.01843905,2.327943e-05,22.467,18.533,18.533
2mer-0+365,-0.00156269,2,-0.00156269,-97.02000174,2.298278e-05,22.901,18.612,18.612
2mer-0+242,0.01263007,2,0.01263007,-97.00737166,2.286783e-05,23.273,18.643,18.643
2mer-0+308,-0.00648532,2,-0.00648532,-97.01385698,2.255361e-05,23.544,18.73,18.73
2mer-0+363,-0.00062753,2,-0.00062753,-97.01448451,2.240433e-05,23.5,18.771,18.771
2mer-0+422,-0.02077219,2,-0.02077219,-97.0352567,2.236043e-05,23.021,18.783,18.783
2mer-0+250,0.00712415,2,0.00712415,-97.02813255,2.230361e-05,23.382,18.799,18.799
2mer-0+351,-0.00365462,2,-0.00365462,-97.03178717,2.225365e-05,22.89,18.813,18.813
2mer-0+328,-0.00900622,2,-0.00900622,-97.04079339,2.225109e-05,22.265,18.814,18.814
2mer-0+302,0.00276931,2,0.00276931,-97.03802408,2.205738e-05,22.949,18.869,18.869
2mer-0+345,-0.00989767,2,-0.00989767,-97.04792175,2.161965e-05,23.51,18.996,18.996
2mer-0+317,0.00159414,2,0.00159414,-97.04632761,2.149729e-05,22.461,19.032,19.032
2mer-0+350,-0.01096563,2,-0.01096563,-97.05729324,2.144109e-05,23.544,19.048,19.048
2mer-0+305,-0.00429565,2,-0.00429565,-97.06158889,2.128327e-05,22.242,19.095,19.095
2mer-0+466,0.00105797,2,0.00105797,-97.06053092,2.126931e-05,23.804,19.099,19.099
2mer-0+341,0.01229541,2,0.01229541,-97.04823551,2.122191e-05,23.033,19.113,19.113
2mer-0+336,-0.00489319,2,-0.00489319,-97.0531287,2.108475e-05,23.575,19.155,19.155
2mer-0+282,-0.0013195,2,-0.0013195,-97.0544482,2.102525e-05,22.088,19.173,19.173
2mer-0+280,-0.00456926,2,-0.00456926,-97.05901746,2.100344e-05,23.385,19.18,19.18
2mer-0+258,-0.01126288,2,-0.01126288,-97.07028034,2.091472e-05,23.062,19.207,19.207
2mer-0+343,0.01137181,2,0.01137181,-97.05890853,2.064027e-05,24.01,19.291,19.291
2mer-0+346,0.00320259,2,0.00320259,-97.05570594,2.060355e-05,23.656,19.303,19.303
2mer-0+298,0.01960068,2,0.01960068,-97.03610526,2.048942e-05,24.417,19.339,19.339
2mer-0+497,0.01771981,2,0.01771981,-97.01838545,2.046856e-05,23.937,19.345,19.345
2mer-0+430,-0.0074156,2,-0.0074156,-97.02580105,2.029562e-05,23.058,19.4,19.4
2mer-0+391,0.01660037,2,0.01660037,-97.00920069,2.025214e-05,23.488,19.414,19.414
2mer-0+309,-0.00421538,2,-0.00421538,-97.01341606,2.016054e-05,23.897,19.443,19.443
2mer-0+373,-0.0143949,2,-0.0143949,-97.02781096,1.995498e-05,23.238,19.51,19.51
2mer-0+303,-0.0022694,2,-0.0022694,-97.03008036,1.992712e-05,22.89,19.519,19.519
2mer-0+290,-0.00457671,2,-0.00457671,-97.03465707,1.982189e-05,23.149,19.553,19.553
2mer-0+397,-0.01852804,2,-0.01852804,-97.05318511,1.973202e-05,23.149,19.583,19.583
2mer-0+273,-0.01669724,2,-0.01669724,-97.06988236,1.952768e-05,22.936,19.651,19.651
2mer-0+320,-0.00695768,2,-0.00695768,-97.07684004,1.9377e-05,24.149,19.702,19.702
2mer-0+423,-0.01413091,2,-0.01413091,-97.09097095,1.935848e-05,23.667,19.708,19.708
2mer-0+521,0.00060774,2,0.00060774,-97.0903632,1.922196e-05,24.098,19.755,19.755
2mer-0+371,-0.01287353,2,-0.01287353,-97.10323674,1.92088e-05,23.429,19.759,19.759
2mer-0+569,0.0254509,2,0.0254509,-97.07778584,1.904664e-05,24.813,19.815,19.815
2mer-0+332,-0.00097876,2,-0.00097876,-97.0787646,1.90367e-05,23.5,19.818,19.818
2mer-0+268,-0.01092179,2,-0.01092179,-97.08968639,1.897023e-05,23.347,19.842,19.842
2mer-0+429,0.00834608,2,0.00834608,-97.0813403,1.873988e-05,23.909,19.923,19.923
2mer-0+374,-0.00557553,2,-0.00557553,-97.08691583,1.86778e-05,24.063,19.945,19.945
