N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+193,-0.3898454,2,-0.3898454,-81.74530212,7.161927e-05,15.3,12.743,12.743,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='13976c2')"
2mer-0+232,0.60718957,2,0.60718957,-81.13811255,6.994562e-05,14.912,12.843,12.843,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='6741365')"
2mer-0+227,0.20226989,2,0.20226989,-80.93584267,6.950663e-05,15.564,12.87,12.87,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='0f67d2e')"
2mer-0+163,0.25421964,2,0.25421964,-80.68162302,6.925162e-05,14.997,12.886,12.886,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='ceb5049')"
2mer-0+326,0.17536939,2,0.17536939,-80.50625363,6.9069e-05,15.056,12.898,12.898,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='07fe4ce')"
2mer-0+260,-0.14996366,2,-0.14996366,-80.6562173,6.905473e-05,15.454,12.898,12.898,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='17836f9')"
2mer-0+199,0.17444988,1,0.08722494,-80.56899236,6.770465e-05,15.552,12.984,12.984,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='1ac74d4')"
2mer-0+321,0.15246168,2,0.15246168,-80.41653068,6.746573e-05,15.462,12.999,12.999,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='c32b103')"
2mer-0+178,-0.14766067,1,-0.07383033,-80.49036102,6.741173e-05,13.922,13.002,13.002,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='eac3235')"
2mer-0+244,-0.39652018,2,-0.39652018,-80.88688119,6.73223e-05,15.444,13.008,13.008,"Molecule(name='C2H6N2O2', formula='C2H6N2O2', hash='e546bb1')"
