N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+52,0.20170338,4,0.40340676,-103.92214489,0.0002543423,10.283,8.352,8.352,"Molecule(name='C4H4O8', formula='C4H4O8', hash='1f6bf9a')"
2mer-0+44,-0.02883404,4,-0.05766808,-103.97981297,0.0002270312,12.474,8.674,8.674,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2ce169c')"
2mer-0+80,-0.10789878,4,-0.21579757,-104.19561054,0.0002244982,10.577,8.707,8.707,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ceb1997')"
2mer-0+37,0.18732331,2,0.18732331,-104.00828723,0.0002161752,8.94,8.817,8.817,"Molecule(name='C4H4O8', formula='C4H4O8', hash='41d8905')"
2mer-0+69,0.03408501,4,0.06817002,-103.94011721,0.0001921689,12.203,9.17,9.17,"Molecule(name='C4H4O8', formula='C4H4O8', hash='bf0ad87')"
2mer-0+47,-0.08090099,4,-0.16180198,-104.10191919,0.0001852187,11.9,9.283,9.283,"Molecule(name='C4H4O8', formula='C4H4O8', hash='aaf07d4')"
2mer-0+73,-0.01095423,2,-0.01095423,-104.11287342,0.0001744611,11.894,9.47,9.47,"Molecule(name='C4H4O8', formula='C4H4O8', hash='40b1629')"
2mer-0+75,0.17415546,2,0.17415546,-103.93871796,0.0001703628,11.894,9.546,9.546,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9a3d9ec')"
2mer-0+42,-0.10754512,2,-0.10754512,-104.04626308,0.0001692082,12.173,9.567,9.567,"Molecule(name='C4H4O8', formula='C4H4O8', hash='7ff2119')"
2mer-0+110,0.08959347,4,0.17918693,-103.86707615,0.0001651595,13.806,9.645,9.645,"Molecule(name='C4H4O8', formula='C4H4O8', hash='1942382')"
2mer-0+43,0.02506677,4,0.05013355,-103.8169426,0.0001544812,11.9,9.862,9.862,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2a44658')"
2mer-0+85,-0.14152969,4,-0.28305938,-104.10000198,0.0001488981,13.646,9.984,9.984,"Molecule(name='C4H4O8', formula='C4H4O8', hash='6d28fa6')"
2mer-0+66,-0.06995215,2,-0.06995215,-104.16995414,0.0001449168,11.894,10.075,10.075,"Molecule(name='C4H4O8', formula='C4H4O8', hash='03bfcdf')"
2mer-0+55,0.04240584,4,0.08481168,-104.08514246,0.0001440777,13.202,10.094,10.094,"Molecule(name='C4H4O8', formula='C4H4O8', hash='87f1fa2')"
2mer-0+94,0.05474578,4,0.10949157,-103.97565089,0.0001420974,13.646,10.141,10.141,"Molecule(name='C4H4O8', formula='C4H4O8', hash='6b72eae')"
2mer-0+68,0.11814917,4,0.23629833,-103.73935256,0.0001374538,12.474,10.254,10.254,"Molecule(name='C4H4O8', formula='C4H4O8', hash='8229fbd')"
2mer-0+96,-0.11423871,4,-0.22847743,-103.96782999,0.0001364525,12.934,10.279,10.279,"Molecule(name='C4H4O8', formula='C4H4O8', hash='e1155fb')"
2mer-0+74,-0.01237462,2,-0.01237462,-103.9802046,0.0001326973,13.823,10.375,10.375,"Molecule(name='C4H4O8', formula='C4H4O8', hash='bed40cc')"
2mer-0+103,-0.04134994,4,-0.08269988,-104.06290448,0.0001324033,12.934,10.382,10.382,"Molecule(name='C4H4O8', formula='C4H4O8', hash='3d3a304')"
2mer-0+87,-0.03335151,2,-0.03335151,-104.09625599,0.0001138413,14.482,10.919,10.919,"Molecule(name='C4H4O8', formula='C4H4O8', hash='02d9b25')"
2mer-0+123,0.00671667,4,0.01343333,-104.08282265,0.0001104522,13.806,11.029,11.029,"Molecule(name='C4H4O8', formula='C4H4O8', hash='555aecd')"
2mer-0+71,-0.01422889,4,-0.02845778,-104.11128043,0.0001085142,13.202,11.094,11.094,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4e69e0c')"
2mer-0+133,-0.02506563,2,-0.02506563,-104.13634606,9.980176e-05,13.097,11.408,11.408,"Molecule(name='C4H4O8', formula='C4H4O8', hash='0046d2e')"
2mer-0+126,-0.02153749,2,-0.02153749,-104.15788355,9.684942e-05,14.442,11.523,11.523,"Molecule(name='C4H4O8', formula='C4H4O8', hash='49b1b6f')"
2mer-0+182,-0.03867904,2,-0.03867904,-104.19656259,9.586002e-05,15.689,11.563,11.563,"Molecule(name='C4H4O8', formula='C4H4O8', hash='13db8c6')"
2mer-0+91,-0.01844621,4,-0.03689241,-104.23345501,9.584093e-05,12.203,11.563,11.563,"Molecule(name='C4H4O8', formula='C4H4O8', hash='bb0f233')"
2mer-0+101,-0.10111285,4,-0.20222569,-104.4356807,9.531829e-05,14.893,11.584,11.584,"Molecule(name='C4H4O8', formula='C4H4O8', hash='841d389')"
2mer-0+88,-0.02494383,4,-0.04988767,-104.48556837,9.324609e-05,13.41,11.67,11.67,"Molecule(name='C4H4O8', formula='C4H4O8', hash='05ad950')"
2mer-0+195,0.03449377,4,0.06898754,-104.41658083,8.879244e-05,16.313,11.862,11.862,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9bd4bb0')"
2mer-0+141,-0.06542596,4,-0.13085193,-104.54743275,8.792367e-05,14.006,11.901,11.901,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2f3b1bc')"
2mer-0+145,0.0439231,4,0.0878462,-104.45958656,8.387973e-05,14.006,12.089,12.089,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ad88ec7')"
2mer-0+119,-0.08206729,2,-0.08206729,-104.54165384,8.357807e-05,15.893,12.103,12.103,"Molecule(name='C4H4O8', formula='C4H4O8', hash='000a153')"
2mer-0+189,0.06223735,2,0.06223735,-104.47941649,8.261782e-05,16.828,12.15,12.15,"Molecule(name='C4H4O8', formula='C4H4O8', hash='113e6dd')"
2mer-0+181,-0.01109791,4,-0.02219582,-104.50161231,7.951196e-05,15.328,12.306,12.306,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9dbbbbb')"
2mer-0+107,0.03615858,2,0.03615858,-104.46545373,7.927641e-05,14.482,12.318,12.318,"Molecule(name='C4H4O8', formula='C4H4O8', hash='c8a0c27')"
2mer-0+198,-0.00262715,2,-0.00262715,-104.46808088,7.491218e-05,15.267,12.553,12.553,"Molecule(name='C4H4O8', formula='C4H4O8', hash='e576a5f')"
2mer-0+237,0.02634512,2,0.02634512,-104.44173576,7.256008e-05,17.001,12.687,12.687,"Molecule(name='C4H4O8', formula='C4H4O8', hash='f5843c6')"
2mer-0+131,-0.01772521,4,-0.03545042,-104.47718618,7.253049e-05,15.536,12.689,12.689,"Molecule(name='C4H4O8', formula='C4H4O8', hash='3256289')"
2mer-0+104,-0.00835787,2,-0.00835787,-104.48554406,7.240341e-05,13.823,12.696,12.696,"Molecule(name='C4H4O8', formula='C4H4O8', hash='d301f0b')"
2mer-0+136,0.04925811,4,0.09851621,-104.38702784,7.105862e-05,16.126,12.776,12.776,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2fae0fa')"
2mer-0+187,-0.03784587,4,-0.07569174,-104.46271958,7.067718e-05,16.313,12.799,12.799,"Molecule(name='C4H4O8', formula='C4H4O8', hash='042749c')"
2mer-0+109,-0.01651146,4,-0.03302293,-104.49574251,7.041487e-05,15.565,12.815,12.815,"Molecule(name='C4H4O8', formula='C4H4O8', hash='99c8e84')"
2mer-0+144,-0.02052731,4,-0.04105462,-104.53679713,6.879804e-05,16.269,12.914,12.914,"Molecule(name='C4H4O8', formula='C4H4O8', hash='bdc659b')"
2mer-0+134,0.09300353,2,0.09300353,-104.44379361,6.814678e-05,15.893,12.955,12.955,"Molecule(name='C4H4O8', formula='C4H4O8', hash='111e5e0')"
2mer-0+117,0.04011525,4,0.08023049,-104.36356311,6.786925e-05,15.714,12.973,12.973,"Molecule(name='C4H4O8', formula='C4H4O8', hash='c617713')"
2mer-0+188,-0.04441847,2,-0.04441847,-104.40798158,6.597407e-05,16.435,13.096,13.096,"Molecule(name='C4H4O8', formula='C4H4O8', hash='c966d28')"
2mer-0+174,-0.07017463,4,-0.14034927,-104.54833085,6.545913e-05,16.492,13.13,13.13,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9a64624')"
2mer-0+150,-0.01151777,4,-0.02303554,-104.57136638,6.450945e-05,15.536,13.195,13.195,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2bd4957')"
2mer-0+158,-0.05639082,4,-0.11278164,-104.68414802,6.428626e-05,16.269,13.21,13.21,"Molecule(name='C4H4O8', formula='C4H4O8', hash='0553515')"
2mer-0+236,0.05526753,2,0.05526753,-104.62888049,6.406678e-05,18.057,13.225,13.225,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ecda2f9')"
2mer-0+142,0.00905079,2,0.00905079,-104.61982971,6.255198e-05,15.893,13.331,13.331,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2c23efd')"
2mer-0+206,0.0199696,4,0.0399392,-104.57989051,5.721176e-05,16.492,13.733,13.733,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9deb349')"
2mer-0+227,-0.01960987,2,-0.01960987,-104.59950038,5.704447e-05,15.267,13.747,13.747,"Molecule(name='C4H4O8', formula='C4H4O8', hash='610f591')"
2mer-0+157,-0.06233771,4,-0.12467541,-104.72417579,5.648845e-05,17.244,13.792,13.792,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ae46616')"
2mer-0+234,0.0382641,4,0.07652821,-104.64764758,5.584274e-05,18.445,13.845,13.845,"Molecule(name='C4H4O8', formula='C4H4O8', hash='5cdcd17')"
2mer-0+247,-0.05732784,2,-0.05732784,-104.70497542,5.561878e-05,17.001,13.863,13.863,"Molecule(name='C4H4O8', formula='C4H4O8', hash='d294c4b')"
2mer-0+212,0.0369138,2,0.0369138,-104.66806163,5.527214e-05,16.435,13.892,13.892,"Molecule(name='C4H4O8', formula='C4H4O8', hash='b37d1c7')"
2mer-0+207,-0.06223968,2,-0.06223968,-104.73030131,5.506201e-05,16.828,13.91,13.91,"Molecule(name='C4H4O8', formula='C4H4O8', hash='2b7ba02')"
2mer-0+165,-0.03402874,4,-0.06805749,-104.79835879,5.226935e-05,17.43,14.153,14.153,"Molecule(name='C4H4O8', formula='C4H4O8', hash='1b4d752')"
2mer-0+164,0.02196032,2,0.02196032,-104.77639848,5.188551e-05,14.442,14.188,14.188,"Molecule(name='C4H4O8', formula='C4H4O8', hash='f8a9168')"
2mer-0+160,0.00847598,4,0.01695195,-104.75944653,5.026608e-05,17.024,14.339,14.339,"Molecule(name='C4H4O8', formula='C4H4O8', hash='3e43b04')"
2mer-0+265,-0.00216419,4,-0.00432838,-104.7637749,5.009559e-05,17.868,14.355,14.355,"Molecule(name='C4H4O8', formula='C4H4O8', hash='539357d')"
2mer-0+256,-0.00404637,2,-0.00404637,-104.76782127,5.007712e-05,18.057,14.357,14.357,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ce06f42')"
2mer-0+175,-0.02262307,4,-0.04524615,-104.81306742,4.947815e-05,17.244,14.414,14.414,"Molecule(name='C4H4O8', formula='C4H4O8', hash='97d2daf')"
2mer-0+190,-0.00081276,4,-0.00162552,-104.81469294,4.89581e-05,16.44,14.465,14.465,"Molecule(name='C4H4O8', formula='C4H4O8', hash='311b91a')"
2mer-0+211,-0.00342705,2,-0.00342705,-104.81811999,4.886685e-05,17.881,14.474,14.474,"Molecule(name='C4H4O8', formula='C4H4O8', hash='d4d5250')"
2mer-0+191,-0.01372882,4,-0.02745764,-104.84557764,4.86845e-05,16.44,14.492,14.492,"Molecule(name='C4H4O8', formula='C4H4O8', hash='aa10022')"
2mer-0+161,0.02403283,4,0.04806567,-104.79751197,4.808843e-05,17.024,14.552,14.552,"Molecule(name='C4H4O8', formula='C4H4O8', hash='5c451f2')"
2mer-0+166,-0.01044116,2,-0.01044116,-104.80795313,4.760503e-05,15.893,14.601,14.601,"Molecule(name='C4H4O8', formula='C4H4O8', hash='a80e60d')"
2mer-0+246,0.02820433,4,0.05640866,-104.75154448,4.716714e-05,16.652,14.646,14.646,"Molecule(name='C4H4O8', formula='C4H4O8', hash='635c78b')"
2mer-0+220,0.00805089,2,0.00805089,-104.74349359,4.612018e-05,16.435,14.756,14.756,"Molecule(name='C4H4O8', formula='C4H4O8', hash='cb7985f')"
2mer-0+251,-0.0212367,2,-0.0212367,-104.76473029,4.506455e-05,18.057,14.87,14.87,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ae3caf8')"
2mer-0+186,0.04019283,4,0.08038567,-104.68434462,4.407485e-05,17.43,14.981,14.981,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9c29271')"
2mer-0+279,-0.00494397,4,-0.00988794,-104.69423257,4.357319e-05,16.835,15.038,15.038,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ea5a2dc')"
2mer-0+305,-0.00615132,4,-0.01230263,-104.7065352,4.348188e-05,18.759,15.049,15.049,"Molecule(name='C4H4O8', formula='C4H4O8', hash='26b56e8')"
2mer-0+184,-0.00350996,4,-0.00701992,-104.71355512,4.246944e-05,16.126,15.167,15.167,"Molecule(name='C4H4O8', formula='C4H4O8', hash='0313eb9')"
2mer-0+269,0.01065152,4,0.02130303,-104.69225209,4.213752e-05,17.901,15.207,15.207,"Molecule(name='C4H4O8', formula='C4H4O8', hash='88b05ff')"
2mer-0+242,-0.0090637,2,-0.0090637,-104.70131578,4.186391e-05,16.435,15.24,15.24,"Molecule(name='C4H4O8', formula='C4H4O8', hash='637704c')"
2mer-0+278,0.02589463,2,0.02589463,-104.67542116,4.096588e-05,19.858,15.351,15.351,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ba68158')"
2mer-0+204,-0.01469924,2,-0.01469924,-104.69012039,3.927734e-05,18.259,15.568,15.568,"Molecule(name='C4H4O8', formula='C4H4O8', hash='1d1a3c7')"
2mer-0+267,-0.0318374,2,-0.0318374,-104.72195779,3.919458e-05,18.057,15.579,15.579,"Molecule(name='C4H4O8', formula='C4H4O8', hash='1afa46c')"
2mer-0+362,0.01438501,4,0.02877003,-104.69318776,3.894774e-05,19.846,15.611,15.611,"Molecule(name='C4H4O8', formula='C4H4O8', hash='75523ef')"
2mer-0+384,0.02788358,4,0.05576716,-104.6374206,3.893842e-05,19.883,15.613,15.613,"Molecule(name='C4H4O8', formula='C4H4O8', hash='a5ef3b0')"
2mer-0+290,-0.02577952,4,-0.05155905,-104.68897965,3.831724e-05,18.759,15.697,15.697,"Molecule(name='C4H4O8', formula='C4H4O8', hash='63fa1ad')"
2mer-0+209,-0.00995676,4,-0.01991352,-104.70889317,3.749132e-05,18.111,15.811,15.811,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4f3880c')"
2mer-0+303,0.01793787,4,0.03587574,-104.67301743,3.699102e-05,17.868,15.882,15.882,"Molecule(name='C4H4O8', formula='C4H4O8', hash='fa91646')"
2mer-0+258,-0.03093182,4,-0.06186365,-104.73488107,3.643837e-05,19.574,15.962,15.962,"Molecule(name='C4H4O8', formula='C4H4O8', hash='8d88948')"
2mer-0+254,-0.00935615,4,-0.01871231,-104.75359338,3.643803e-05,18.445,15.962,15.962,"Molecule(name='C4H4O8', formula='C4H4O8', hash='8712f53')"
2mer-0+231,0.01518334,4,0.03036669,-104.7232267,3.637899e-05,18.961,15.97,15.97,"Molecule(name='C4H4O8', formula='C4H4O8', hash='b0db3ae')"
2mer-0+308,-0.00390496,4,-0.00780992,-104.73103662,3.618024e-05,18.407,16.0,16.0,"Molecule(name='C4H4O8', formula='C4H4O8', hash='c2a032d')"
2mer-0+238,-0.02358479,4,-0.04716959,-104.7782062,3.604734e-05,19.235,16.019,16.019,"Molecule(name='C4H4O8', formula='C4H4O8', hash='0ab5ea7')"
2mer-0+239,-0.00708037,2,-0.00708037,-104.78528657,3.566461e-05,19.398,16.076,16.076,"Molecule(name='C4H4O8', formula='C4H4O8', hash='5da9dc8')"
2mer-0+277,-0.03213796,2,-0.03213796,-104.81742453,3.544252e-05,19.526,16.11,16.11,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9968cb9')"
2mer-0+333,0.00169229,4,0.00338459,-104.81403994,3.50149e-05,18.407,16.175,16.175,"Molecule(name='C4H4O8', formula='C4H4O8', hash='53ac2c4')"
2mer-0+334,0.01471407,2,0.01471407,-104.79932587,3.47598e-05,20.91,16.215,16.215,"Molecule(name='C4H4O8', formula='C4H4O8', hash='8c6a567')"
2mer-0+291,0.03381106,2,0.03381106,-104.76551481,3.345453e-05,19.526,16.423,16.423,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4b4bcec')"
2mer-0+423,0.01727135,4,0.0345427,-104.73097211,3.321843e-05,20.898,16.462,16.462,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4874af7')"
2mer-0+434,0.00996022,2,0.00996022,-104.72101189,3.267101e-05,20.437,16.553,16.553,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4b34a81')"
2mer-0+358,0.00630671,4,0.01261342,-104.70839847,3.206683e-05,20.639,16.656,16.656,"Molecule(name='C4H4O8', formula='C4H4O8', hash='c39a873')"
2mer-0+243,0.00324258,4,0.00648515,-104.70191331,3.170417e-05,18.961,16.72,16.72,"Molecule(name='C4H4O8', formula='C4H4O8', hash='71f73fd')"
2mer-0+321,-0.00551476,4,-0.01102951,-104.71294282,3.160133e-05,19.833,16.738,16.738,"Molecule(name='C4H4O8', formula='C4H4O8', hash='a5b1441')"
2mer-0+398,0.0162829,4,0.03256579,-104.68037703,3.149279e-05,20.793,16.757,16.757,"Molecule(name='C4H4O8', formula='C4H4O8', hash='363c8ec')"
2mer-0+380,0.00382232,4,0.00764464,-104.67273239,3.149279e-05,20.793,16.757,16.757,"Molecule(name='C4H4O8', formula='C4H4O8', hash='7777829')"
2mer-0+261,-0.01704543,2,-0.01704543,-104.68977782,3.140404e-05,19.873,16.773,16.773,"Molecule(name='C4H4O8', formula='C4H4O8', hash='919b2ba')"
2mer-0+275,-0.01385081,4,-0.02770163,-104.71747945,3.06253e-05,19.737,16.914,16.914,"Molecule(name='C4H4O8', formula='C4H4O8', hash='438a20f')"
2mer-0+429,0.00938562,2,0.00938562,-104.70809383,3.032919e-05,21.324,16.969,16.969,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4a73ca6')"
2mer-0+294,0.0045449,4,0.0090898,-104.69900403,3.022472e-05,18.745,16.988,16.988,"Molecule(name='C4H4O8', formula='C4H4O8', hash='3c77c7e')"
2mer-0+310,-0.00482116,4,-0.00964231,-104.70864634,2.970473e-05,17.901,17.087,17.087,"Molecule(name='C4H4O8', formula='C4H4O8', hash='ce89997')"
2mer-0+302,-0.01964808,4,-0.03929616,-104.7479425,2.94084e-05,20.319,17.144,17.144,"Molecule(name='C4H4O8', formula='C4H4O8', hash='357dad1')"
2mer-0+371,0.00950494,2,0.00950494,-104.73843756,2.937537e-05,20.91,17.15,17.15,"Molecule(name='C4H4O8', formula='C4H4O8', hash='38bb63f')"
2mer-0+360,-0.00468446,4,-0.00936891,-104.74780647,2.886958e-05,19.833,17.25,17.25,"Molecule(name='C4H4O8', formula='C4H4O8', hash='bb6f7d9')"
2mer-0+306,0.00144758,4,0.00289516,-104.74491131,2.868286e-05,19.574,17.287,17.287,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4849156')"
2mer-0+445,0.00388471,4,0.00776941,-104.73714189,2.820642e-05,20.898,17.384,17.384,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9c37753')"
2mer-0+282,0.01026732,2,0.01026732,-104.72687457,2.815757e-05,19.873,17.394,17.394,"Molecule(name='C4H4O8', formula='C4H4O8', hash='5dcd0b1')"
2mer-0+286,-0.00833399,4,-0.01666799,-104.74354256,2.780794e-05,20.319,17.467,17.467,"Molecule(name='C4H4O8', formula='C4H4O8', hash='faa7117')"
2mer-0+369,0.01456071,4,0.02912142,-104.71442114,2.74174e-05,20.775,17.549,17.549,"Molecule(name='C4H4O8', formula='C4H4O8', hash='5d79870')"
2mer-0+313,-0.02260859,2,-0.02260859,-104.73702973,2.733429e-05,20.924,17.567,17.567,"Molecule(name='C4H4O8', formula='C4H4O8', hash='c9f10ab')"
2mer-0+287,0.00750954,4,0.01501908,-104.72201065,2.725474e-05,19.737,17.584,17.584,"Molecule(name='C4H4O8', formula='C4H4O8', hash='b049e9a')"
2mer-0+280,-0.00561279,2,-0.00561279,-104.72762344,2.688714e-05,19.398,17.664,17.664,"Molecule(name='C4H4O8', formula='C4H4O8', hash='47ac965')"
2mer-0+332,-0.01193426,2,-0.01193426,-104.73955769,2.684145e-05,19.858,17.674,17.674,"Molecule(name='C4H4O8', formula='C4H4O8', hash='477b0fc')"
2mer-0+329,0.01646917,4,0.03293834,-104.70661935,2.662719e-05,21.102,17.721,17.721,"Molecule(name='C4H4O8', formula='C4H4O8', hash='9b94fb7')"
2mer-0+437,-0.00723031,4,-0.01446062,-104.72107998,2.657353e-05,20.161,17.733,17.733,"Molecule(name='C4H4O8', formula='C4H4O8', hash='8f0ee75')"
2mer-0+292,0.00889807,2,0.00889807,-104.7121819,2.657049e-05,17.881,17.734,17.734,"Molecule(name='C4H4O8', formula='C4H4O8', hash='477d04d')"
2mer-0+396,0.00647312,4,0.01294623,-104.69923567,2.628784e-05,22.1,17.797,17.797,"Molecule(name='C4H4O8', formula='C4H4O8', hash='21c9a9f')"
2mer-0+449,-0.00289412,2,-0.00289412,-104.70212979,2.615819e-05,19.645,17.826,17.826,"Molecule(name='C4H4O8', formula='C4H4O8', hash='51bbc84')"
2mer-0+412,-0.00522178,4,-0.01044355,-104.71257335,2.615544e-05,21.632,17.827,17.827,"Molecule(name='C4H4O8', formula='C4H4O8', hash='1bc9fae')"
2mer-0+325,0.02083845,2,0.02083845,-104.69173489,2.605057e-05,20.924,17.851,17.851,"Molecule(name='C4H4O8', formula='C4H4O8', hash='a2ab9de')"
2mer-0+433,-0.00436635,2,-0.00436635,-104.69610125,2.583658e-05,20.567,17.9,17.9,"Molecule(name='C4H4O8', formula='C4H4O8', hash='4f16910')"
2mer-0+347,0.00305567,2,0.00305567,-104.69304558,2.565001e-05,19.526,17.943,17.943,"Molecule(name='C4H4O8', formula='C4H4O8', hash='dd3ebc3')"
2mer-0+421,-0.01263854,4,-0.02527707,-104.71832265,2.555744e-05,21.06,17.965,17.965,"Molecule(name='C4H4O8', formula='C4H4O8', hash='981f211')"
2mer-0+382,-0.01101584,4,-0.02203168,-104.74035433,2.541501e-05,20.639,17.999,17.999,"Molecule(name='C4H4O8', formula='C4H4O8', hash='431a2d6')"
2mer-0+400,-0.00298857,4,-0.00597713,-104.74633146,2.535825e-05,20.32,18.012,18.012,"Molecule(name='C4H4O8', formula='C4H4O8', hash='b694719')"
2mer-0+327,0.00014643,4,0.00029286,-104.7460386,2.487035e-05,20.456,18.129,18.129,"Molecule(name='C4H4O8', formula='C4H4O8', hash='f856b34')"
2mer-0+514,0.0062836,4,0.01256719,-104.73347141,2.477326e-05,21.934,18.153,18.153,"Molecule(name='C4H4O8', formula='C4H4O8', hash='8791a8f')"
2mer-0+383,-0.00078303,4,-0.00156606,-104.73503748,2.443617e-05,20.32,18.236,18.236,"Molecule(name='C4H4O8', formula='C4H4O8', hash='fe8a82e')"
2mer-0+467,-0.01656672,2,-0.01656672,-104.75160419,2.440015e-05,20.437,18.245,18.245,"Molecule(name='C4H4O8', formula='C4H4O8', hash='cfd432b')"
2mer-0+452,0.00576685,4,0.0115337,-104.74007049,2.430131e-05,20.263,18.269,18.269,"Molecule(name='C4H4O8', formula='C4H4O8', hash='6d05524')"
2mer-0+458,3.128e-05,2,3.128e-05,-104.74003921,2.425805e-05,21.324,18.28,18.28,"Molecule(name='C4H4O8', formula='C4H4O8', hash='00f74f9')"
