N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+62,-0.00934641,4,-0.01869283,-69.9157304,0.0001626537,11.946,9.694,9.694,"Molecule(name='C8H8N4', formula='C8H8N4', hash='4254b97')"
2mer-0+86,-0.01795696,2,-0.01795696,-69.93368737,0.0001475539,12.635,10.014,10.014,"Molecule(name='C8H8N4', formula='C8H8N4', hash='76d2c18')"
2mer-0+92,0.06490183,2,0.06490183,-69.86878554,0.0001431332,13.88,10.116,10.116,"Molecule(name='C8H8N4', formula='C8H8N4', hash='52c5c74')"
2mer-0+72,-0.0237013,2,-0.0237013,-69.89248684,0.0001323698,11.199,10.383,10.383,"Molecule(name='C8H8N4', formula='C8H8N4', hash='631c02c')"
2mer-0+96,-0.05090892,4,-0.10181783,-69.99430467,0.0001180571,14.962,10.787,10.787,"Molecule(name='C8H8N4', formula='C8H8N4', hash='3800947')"
2mer-0+82,-0.03567499,8,-0.14269998,-70.13700465,0.000113597,13.633,10.926,10.926,"Molecule(name='C8H8N4', formula='C8H8N4', hash='d884044')"
2mer-0+106,-0.0400918,4,-0.08018359,-70.21718824,0.0001134608,15.421,10.931,10.931,"Molecule(name='C8H8N4', formula='C8H8N4', hash='e06a346')"
2mer-0+90,-0.00524893,4,-0.01049786,-70.2276861,0.0001011926,13.302,11.356,11.356,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b10895f')"
2mer-0+110,0.01541997,8,0.06167989,-70.16600621,9.892689e-05,15.464,11.442,11.442,"Molecule(name='C8H8N4', formula='C8H8N4', hash='0f4f989')"
2mer-0+98,0.03713981,8,0.14855923,-70.01744697,9.718061e-05,14.412,11.51,11.51,"Molecule(name='C8H8N4', formula='C8H8N4', hash='4313c04')"
2mer-0+112,-0.03673953,4,-0.07347905,-70.09092603,8.840163e-05,15.421,11.879,11.879,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b67e13d')"
2mer-0+104,-0.01547743,2,-0.01547743,-70.10640346,8.434828e-05,13.88,12.066,12.066,"Molecule(name='C8H8N4', formula='C8H8N4', hash='4adb3c5')"
2mer-0+134,-0.03212288,4,-0.06424576,-70.17064922,8.195131e-05,15.704,12.183,12.183,"Molecule(name='C8H8N4', formula='C8H8N4', hash='5a46575')"
2mer-0+108,-0.00020799,8,-0.00083196,-70.17148118,8.172343e-05,14.178,12.194,12.194,"Molecule(name='C8H8N4', formula='C8H8N4', hash='01e561c')"
2mer-0+152,-0.0217566,4,-0.0435132,-70.21499438,8.027878e-05,16.721,12.267,12.267,"Molecule(name='C8H8N4', formula='C8H8N4', hash='23cfe2d')"
2mer-0+120,0.01443181,8,0.05772725,-70.15726713,7.683144e-05,15.349,12.448,12.448,"Molecule(name='C8H8N4', formula='C8H8N4', hash='6811ead')"
2mer-0+113,-0.01143352,4,-0.02286704,-70.18013417,7.608852e-05,14.574,12.488,12.488,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b234809')"
2mer-0+99,0.00762238,2,0.00762238,-70.17251179,7.467737e-05,12.635,12.566,12.566,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9de016b')"
2mer-0+132,0.00366386,8,0.01465545,-70.15785634,7.405879e-05,16.34,12.601,12.601,"Molecule(name='C8H8N4', formula='C8H8N4', hash='207bbf8')"
2mer-0+163,0.01890551,2,0.01890551,-70.13895082,7.239949e-05,16.196,12.697,12.697,"Molecule(name='C8H8N4', formula='C8H8N4', hash='f0ea0f0')"
2mer-0+147,-0.02204226,8,-0.08816903,-70.22711986,6.980696e-05,16.618,12.852,12.852,"Molecule(name='C8H8N4', formula='C8H8N4', hash='ce29300')"
2mer-0+181,-0.00595343,2,-0.00595343,-70.23307328,5.793779e-05,16.038,13.676,13.676,"Molecule(name='C8H8N4', formula='C8H8N4', hash='a15aaa5')"
2mer-0+173,-0.01629364,8,-0.06517457,-70.29824786,5.524827e-05,17.436,13.894,13.894,"Molecule(name='C8H8N4', formula='C8H8N4', hash='bebac3c')"
2mer-0+170,-0.0156237,4,-0.0312474,-70.32949526,5.495346e-05,16.721,13.919,13.919,"Molecule(name='C8H8N4', formula='C8H8N4', hash='346146b')"
2mer-0+157,-0.0035504,2,-0.0035504,-70.33304566,5.460712e-05,14.932,13.948,13.948,"Molecule(name='C8H8N4', formula='C8H8N4', hash='71d020c')"
2mer-0+200,0.01406351,2,0.01406351,-70.31898215,5.335115e-05,17.551,14.057,14.057,"Molecule(name='C8H8N4', formula='C8H8N4', hash='6b40ea3')"
2mer-0+208,0.02097215,2,0.02097215,-70.29801,5.211137e-05,17.943,14.167,14.167,"Molecule(name='C8H8N4', formula='C8H8N4', hash='a6fc616')"
2mer-0+160,0.00155148,4,0.00310295,-70.29490705,5.150957e-05,15.704,14.222,14.222,"Molecule(name='C8H8N4', formula='C8H8N4', hash='c0b8df5')"
2mer-0+156,-0.00941573,8,-0.03766293,-70.33256998,5.123285e-05,16.415,14.248,14.248,"Molecule(name='C8H8N4', formula='C8H8N4', hash='31969b8')"
2mer-0+182,0.00209488,8,0.00837953,-70.32419046,5.038238e-05,17.068,14.328,14.328,"Molecule(name='C8H8N4', formula='C8H8N4', hash='596446a')"
2mer-0+222,-0.0101141,4,-0.0202282,-70.34441866,4.892357e-05,18.689,14.469,14.469,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b16653f')"
2mer-0+196,-0.00249529,8,-0.00998114,-70.3543998,4.715901e-05,17.965,14.647,14.647,"Molecule(name='C8H8N4', formula='C8H8N4', hash='268ec5c')"
2mer-0+215,0.00335388,2,0.00335388,-70.35104592,4.469562e-05,17.943,14.911,14.911,"Molecule(name='C8H8N4', formula='C8H8N4', hash='6618cb4')"
2mer-0+191,-0.00341464,2,-0.00341464,-70.35446056,4.35891e-05,16.196,15.036,15.036,"Molecule(name='C8H8N4', formula='C8H8N4', hash='aad39f2')"
2mer-0+249,0.01742634,2,0.01742634,-70.33703422,4.201349e-05,19.073,15.222,15.222,"Molecule(name='C8H8N4', formula='C8H8N4', hash='a53142d')"
2mer-0+236,-0.01063292,4,-0.02126584,-70.35830006,4.109212e-05,18.552,15.335,15.335,"Molecule(name='C8H8N4', formula='C8H8N4', hash='caa1597')"
2mer-0+216,-0.00453876,4,-0.00907753,-70.36737759,3.919469e-05,17.605,15.578,15.578,"Molecule(name='C8H8N4', formula='C8H8N4', hash='5652ae8')"
2mer-0+255,-0.00601647,4,-0.01203294,-70.37941053,3.846925e-05,19.874,15.676,15.676,"Molecule(name='C8H8N4', formula='C8H8N4', hash='315a5e9')"
2mer-0+268,0.00441161,2,0.00441161,-70.37499892,3.79556e-05,18.97,15.746,15.746,"Molecule(name='C8H8N4', formula='C8H8N4', hash='2bd1848')"
2mer-0+223,-0.0092905,8,-0.03716201,-70.41216093,3.776232e-05,18.968,15.773,15.773,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b11be0e')"
2mer-0+270,-0.0035132,4,-0.0070264,-70.41918733,3.774768e-05,20.222,15.775,15.775,"Molecule(name='C8H8N4', formula='C8H8N4', hash='ae57d30')"
2mer-0+224,0.00215972,8,0.0086389,-70.41054843,3.762986e-05,17.678,15.792,15.792,"Molecule(name='C8H8N4', formula='C8H8N4', hash='0dfbc02')"
2mer-0+240,0.0191986,2,0.0191986,-70.39134983,3.718453e-05,18.651,15.854,15.854,"Molecule(name='C8H8N4', formula='C8H8N4', hash='e6866ff')"
2mer-0+209,0.00444234,2,0.00444234,-70.38690749,3.592472e-05,16.038,16.038,16.038,"Molecule(name='C8H8N4', formula='C8H8N4', hash='bdfe863')"
2mer-0+272,-0.01016896,8,-0.04067583,-70.42758332,3.528169e-05,20.324,16.134,16.134,"Molecule(name='C8H8N4', formula='C8H8N4', hash='c9e041e')"
2mer-0+253,0.01499835,4,0.0299967,-70.39758662,3.429337e-05,19.021,16.288,16.288,"Molecule(name='C8H8N4', formula='C8H8N4', hash='47f51ae')"
2mer-0+280,-0.00658873,4,-0.01317745,-70.41076408,3.331176e-05,20.222,16.446,16.446,"Molecule(name='C8H8N4', formula='C8H8N4', hash='0d16ab7')"
2mer-0+262,0.00467953,4,0.00935906,-70.40140502,3.306872e-05,19.547,16.487,16.487,"Molecule(name='C8H8N4', formula='C8H8N4', hash='ea48f69')"
2mer-0+246,-0.00442509,4,-0.00885018,-70.4102552,3.263133e-05,18.689,16.56,16.56,"Molecule(name='C8H8N4', formula='C8H8N4', hash='f128b28')"
2mer-0+278,0.00058623,4,0.00117245,-70.40908275,3.25071e-05,19.9,16.581,16.581,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9db2b75')"
2mer-0+267,-0.0015017,2,-0.0015017,-70.41058445,3.250002e-05,19.073,16.582,16.582,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b4edf2a')"
2mer-0+261,-0.00035039,8,-0.00140155,-70.411986,3.195248e-05,19.363,16.676,16.676,"Molecule(name='C8H8N4', formula='C8H8N4', hash='8ca2e5a')"
2mer-0+320,-0.00143733,4,-0.00287466,-70.41486067,3.165367e-05,21.23,16.729,16.729,"Molecule(name='C8H8N4', formula='C8H8N4', hash='b6f10c6')"
2mer-0+295,-0.00832952,8,-0.03331808,-70.44817875,3.028914e-05,20.998,16.976,16.976,"Molecule(name='C8H8N4', formula='C8H8N4', hash='64a21c9')"
2mer-0+336,0.00992367,2,0.00992367,-70.43825508,2.991687e-05,20.819,17.046,17.046,"Molecule(name='C8H8N4', formula='C8H8N4', hash='a796579')"
2mer-0+288,0.00631769,4,0.01263538,-70.4256197,2.935256e-05,19.9,17.155,17.155,"Molecule(name='C8H8N4', formula='C8H8N4', hash='40199a7')"
2mer-0+322,0.00600637,8,0.02402548,-70.40159422,2.931917e-05,21.083,17.161,17.161,"Molecule(name='C8H8N4', formula='C8H8N4', hash='4b0de9a')"
2mer-0+342,-0.00457852,4,-0.00915704,-70.41075125,2.908637e-05,21.139,17.207,17.207,"Molecule(name='C8H8N4', formula='C8H8N4', hash='84853fc')"
2mer-0+282,-0.00265682,8,-0.01062727,-70.42137852,2.878423e-05,20.158,17.267,17.267,"Molecule(name='C8H8N4', formula='C8H8N4', hash='db5b921')"
2mer-0+269,0.00115991,4,0.00231983,-70.41905869,2.854271e-05,18.552,17.316,17.316,"Molecule(name='C8H8N4', formula='C8H8N4', hash='8fb512e')"
2mer-0+317,-0.00216741,2,-0.00216741,-70.4212261,2.828693e-05,19.561,17.368,17.368,"Molecule(name='C8H8N4', formula='C8H8N4', hash='51ae8b9')"
2mer-0+326,-0.00236124,4,-0.00472249,-70.42594858,2.769433e-05,20.924,17.491,17.491,"Molecule(name='C8H8N4', formula='C8H8N4', hash='e0e7a65')"
2mer-0+302,0.00736941,4,0.01473882,-70.41120976,2.761226e-05,20.09,17.508,17.508,"Molecule(name='C8H8N4', formula='C8H8N4', hash='26dc48f')"
2mer-0+290,-0.00078725,2,-0.00078725,-70.41199702,2.725988e-05,18.666,17.583,17.583,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9c6d4a1')"
2mer-0+275,-0.00216118,8,-0.00864471,-70.42064172,2.694591e-05,19.518,17.651,17.651,"Molecule(name='C8H8N4', formula='C8H8N4', hash='805b10f')"
2mer-0+353,0.00377054,8,0.01508215,-70.40555957,2.560033e-05,21.734,17.955,17.955,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9caaa90')"
2mer-0+340,-0.00486712,4,-0.00973424,-70.41529381,2.551469e-05,21.23,17.975,17.975,"Molecule(name='C8H8N4', formula='C8H8N4', hash='6d1108d')"
2mer-0+316,-0.00448763,8,-0.0179505,-70.43324431,2.460012e-05,21.057,18.195,18.195,"Molecule(name='C8H8N4', formula='C8H8N4', hash='6a4d235')"
2mer-0+369,-0.00517205,4,-0.01034411,-70.44358842,2.441602e-05,22.017,18.241,18.241,"Molecule(name='C8H8N4', formula='C8H8N4', hash='0fd77d9')"
2mer-0+303,0.00031594,2,0.00031594,-70.44327248,2.422654e-05,18.97,18.288,18.288,"Molecule(name='C8H8N4', formula='C8H8N4', hash='c07fcc9')"
2mer-0+384,-0.00625296,4,-0.01250592,-70.45577841,2.40764e-05,22.331,18.326,18.326,"Molecule(name='C8H8N4', formula='C8H8N4', hash='4977a74')"
2mer-0+416,-0.0005918,4,-0.00118361,-70.45696202,2.377154e-05,22.813,18.404,18.404,"Molecule(name='C8H8N4', formula='C8H8N4', hash='d327a34')"
2mer-0+346,0.00482625,4,0.0096525,-70.44730952,2.349881e-05,20.924,18.475,18.475,"Molecule(name='C8H8N4', formula='C8H8N4', hash='c631644')"
2mer-0+367,-0.00571183,8,-0.02284731,-70.47015683,2.323229e-05,22.286,18.545,18.545,"Molecule(name='C8H8N4', formula='C8H8N4', hash='3ecd38f')"
2mer-0+398,-0.0038724,4,-0.00774481,-70.47790164,2.265321e-05,21.67,18.702,18.702,"Molecule(name='C8H8N4', formula='C8H8N4', hash='fb9c0d1')"
2mer-0+370,-0.00160475,2,-0.00160475,-70.47950639,2.211135e-05,20.819,18.854,18.854,"Molecule(name='C8H8N4', formula='C8H8N4', hash='6510fd1')"
2mer-0+374,-0.00174212,4,-0.00348425,-70.48299064,2.194093e-05,20.865,18.902,18.902,"Molecule(name='C8H8N4', formula='C8H8N4', hash='393d0b3')"
2mer-0+395,-0.00306248,4,-0.00612495,-70.48911559,2.192471e-05,22.331,18.907,18.907,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9425dde')"
2mer-0+441,0.00077425,2,0.00077425,-70.48834134,2.146577e-05,22.03,19.041,19.041,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9202806')"
2mer-0+423,-0.00291878,4,-0.00583756,-70.4941789,2.126894e-05,22.528,19.099,19.099,"Molecule(name='C8H8N4', formula='C8H8N4', hash='3f48b85')"
2mer-0+438,-0.00570731,4,-0.01141461,-70.50559351,2.109052e-05,23.249,19.153,19.153,"Molecule(name='C8H8N4', formula='C8H8N4', hash='9a81caa')"
2mer-0+396,0.00232105,4,0.00464211,-70.5009514,2.075368e-05,21.755,19.256,19.256,"Molecule(name='C8H8N4', formula='C8H8N4', hash='c0cbf6e')"
2mer-0+473,0.00452299,2,0.00452299,-70.49642841,2.02186e-05,23.043,19.425,19.425,"Molecule(name='C8H8N4', formula='C8H8N4', hash='aa1f3b6')"
2mer-0+404,0.00136181,8,0.00544724,-70.49098116,2.017008e-05,21.257,19.44,19.44,"Molecule(name='C8H8N4', formula='C8H8N4', hash='cd9fec7')"
2mer-0+425,0.00139485,8,0.00557941,-70.48540176,2.015334e-05,22.98,19.445,19.445,"Molecule(name='C8H8N4', formula='C8H8N4', hash='df14916')"
2mer-0+362,0.00188438,2,0.00188438,-70.48351737,2.01362e-05,19.561,19.451,19.451,"Molecule(name='C8H8N4', formula='C8H8N4', hash='80f8cd4')"
2mer-0+413,-0.00035428,8,-0.00141712,-70.48493449,2.010181e-05,22.055,19.462,19.462,"Molecule(name='C8H8N4', formula='C8H8N4', hash='c3cadbe')"
2mer-0+388,-0.00076768,4,-0.00153537,-70.48646986,1.980133e-05,21.139,19.56,19.56,"Molecule(name='C8H8N4', formula='C8H8N4', hash='7054307')"
2mer-0+479,0.0036561,2,0.0036561,-70.48281376,1.884632e-05,23.401,19.885,19.885,"Molecule(name='C8H8N4', formula='C8H8N4', hash='54ecc2f')"
2mer-0+491,0.00506966,2,0.00506966,-70.4777441,1.862532e-05,23.697,19.963,19.963,"Molecule(name='C8H8N4', formula='C8H8N4', hash='072cba8')"
