N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+255,0.00028692,2,0.00028692,-94.96185447,2.183349e-05,25.278,18.933,18.933,"Molecule(name='C20H16', formula='C20H16', hash='114f4f6')"
2mer-0+317,-0.00030668,2,-0.00030668,-94.96216115,2.178179e-05,24.057,18.948,18.948,"Molecule(name='C20H16', formula='C20H16', hash='7bcbb6f')"
2mer-0+217,-0.00069975,2,-0.00069975,-94.9628609,2.171344e-05,20.604,18.968,18.968,"Molecule(name='C20H16', formula='C20H16', hash='2bebba2')"
2mer-0+206,-0.00421088,2,-0.00421088,-94.96707178,2.154678e-05,23.331,19.017,19.017,"Molecule(name='C20H16', formula='C20H16', hash='0d1ec9c')"
2mer-0+267,-0.00259299,4,-0.00518598,-94.97225776,2.146732e-05,23.116,19.04,19.04,"Molecule(name='C20H16', formula='C20H16', hash='5cb31a2')"
2mer-0+258,-0.00285135,4,-0.00570271,-94.97796046,2.1349e-05,22.087,19.075,19.075,"Molecule(name='C20H16', formula='C20H16', hash='3b01236')"
2mer-0+274,7.404e-05,2,7.404e-05,-94.97788642,2.103718e-05,25.901,19.169,19.169,"Molecule(name='C20H16', formula='C20H16', hash='af643fa')"
2mer-0+329,-0.002727,2,-0.002727,-94.98061342,2.071965e-05,23.75,19.267,19.267,"Molecule(name='C20H16', formula='C20H16', hash='92f294e')"
2mer-0+346,-0.00170872,2,-0.00170872,-94.98232214,2.059973e-05,25.216,19.304,19.304,"Molecule(name='C20H16', formula='C20H16', hash='1888d14')"
2mer-0+301,-0.00373355,2,-0.00373355,-94.98605568,2.056237e-05,23.023,19.316,19.316,"Molecule(name='C20H16', formula='C20H16', hash='af747ad')"
2mer-0+240,-0.00372753,2,-0.00372753,-94.98978321,2.051733e-05,24.43,19.33,19.33,"Molecule(name='C20H16', formula='C20H16', hash='5c8db9f')"
2mer-0+234,-0.00459132,4,-0.00918264,-94.99896585,2.047959e-05,23.02,19.342,19.342,"Molecule(name='C20H16', formula='C20H16', hash='6c8dd95')"
2mer-0+256,-0.0035793,2,-0.0035793,-95.00254515,2.034229e-05,23.472,19.385,19.385,"Molecule(name='C20H16', formula='C20H16', hash='024efe5')"
2mer-0+238,-0.00336955,2,-0.00336955,-95.0059147,1.95391e-05,24.075,19.647,19.647,"Molecule(name='C20H16', formula='C20H16', hash='d765510')"
2mer-0+304,-0.00421839,2,-0.00421839,-95.01013309,1.9528e-05,23.165,19.651,19.651,"Molecule(name='C20H16', formula='C20H16', hash='0bf3aab')"
2mer-0+246,-0.00526892,4,-0.01053783,-95.02067092,1.936522e-05,22.469,19.706,19.706,"Molecule(name='C20H16', formula='C20H16', hash='5cd76b8')"
2mer-0+218,0.00202902,2,0.00202902,-95.01864191,1.933227e-05,21.099,19.717,19.717,"Molecule(name='C20H16', formula='C20H16', hash='8eb680e')"
2mer-0+290,-0.00386619,2,-0.00386619,-95.0225081,1.922155e-05,23.781,19.755,19.755,"Molecule(name='C20H16', formula='C20H16', hash='16a3b83')"
2mer-0+302,-0.0005069,2,-0.0005069,-95.02301499,1.894477e-05,26.572,19.85,19.85,"Molecule(name='C20H16', formula='C20H16', hash='a65ffdc')"
2mer-0+377,0.00037833,2,0.00037833,-95.02263666,1.883936e-05,25.088,19.887,19.887,"Molecule(name='C20H16', formula='C20H16', hash='f20138f')"
2mer-0+271,-0.00339239,2,-0.00339239,-95.02602905,1.856888e-05,23.648,19.984,19.984,"Molecule(name='C20H16', formula='C20H16', hash='149f19b')"
2mer-0+299,0.00050978,2,0.00050978,-95.02551927,1.854867e-05,26.572,19.991,19.991,"Molecule(name='C20H16', formula='C20H16', hash='cbb5d6c')"
