N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+198,0.18634953,6,0.55904858,-54.22295039,0.0001485141,10.497,9.993,9.993,"Molecule(name='H6N2', formula='H6N2', hash='f63b7d2')"
2mer-0+162,0.11040409,6,0.33121226,-53.89173813,0.0001434837,11.472,10.108,10.108,"Molecule(name='H6N2', formula='H6N2', hash='84ec0b6')"
2mer-0+201,-0.09509246,6,-0.28527738,-54.17701551,0.0001268389,11.971,10.532,10.532,"Molecule(name='H6N2', formula='H6N2', hash='ef0fddb')"
2mer-0+159,-0.1212495,6,-0.36374849,-54.540764,0.0001235423,11.472,10.625,10.625,"Molecule(name='H6N2', formula='H6N2', hash='6ea6b0d')"
2mer-0+140,-0.10933255,6,-0.32799766,-54.86876166,0.0001235423,11.472,10.625,10.625,"Molecule(name='H6N2', formula='H6N2', hash='92a0018')"
2mer-0+183,-0.06389083,6,-0.1916725,-55.06043416,0.0001197594,12.111,10.736,10.736,"Molecule(name='H6N2', formula='H6N2', hash='f146d2f')"
2mer-0+255,0.01459925,6,0.04379776,-55.01663641,0.000114324,11.684,10.903,10.903,"Molecule(name='H6N2', formula='H6N2', hash='5e64663')"
2mer-0+237,0.10796086,6,0.32388259,-54.69275382,0.0001119786,12.567,10.979,10.979,"Molecule(name='H6N2', formula='H6N2', hash='f902bb5')"
2mer-0+153,0.05104885,6,0.15314655,-54.53960727,0.0001073345,12.388,11.135,11.135,"Molecule(name='H6N2', formula='H6N2', hash='bbc51bf')"
2mer-0+204,0.03270782,6,0.09812345,-54.44148383,0.0001049051,12.567,11.22,11.22,"Molecule(name='H6N2', formula='H6N2', hash='83f1d78')"
2mer-0+264,-0.03958698,6,-0.11876095,-54.56024478,0.0001029792,13.024,11.29,11.29,"Molecule(name='H6N2', formula='H6N2', hash='30b3123')"
2mer-0+219,0.02489159,6,0.07467476,-54.48557002,0.0001017364,12.567,11.336,11.336,"Molecule(name='H6N2', formula='H6N2', hash='f1adcd7')"
2mer-0+216,-0.00803992,6,-0.02411976,-54.50968978,9.317695e-05,13.282,11.673,11.673,"Molecule(name='H6N2', formula='H6N2', hash='23cff27')"
2mer-0+252,-0.12666169,6,-0.37998506,-54.88967484,9.216023e-05,13.024,11.715,11.715,"Molecule(name='H6N2', formula='H6N2', hash='c152b63')"
2mer-0+315,0.04889869,6,0.14669606,-54.74297878,9.168751e-05,12.761,11.735,11.735,"Molecule(name='H6N2', formula='H6N2', hash='f8a52e0')"
2mer-0+291,-0.05581124,6,-0.16743372,-54.9104125,8.947805e-05,12.893,11.831,11.831,"Molecule(name='H6N2', formula='H6N2', hash='a493f0a')"
2mer-0+192,0.03963044,6,0.11889133,-54.79152118,8.719771e-05,13.409,11.933,11.933,"Molecule(name='H6N2', formula='H6N2', hash='d9d2683')"
2mer-0+231,0.05191092,6,0.15573276,-54.63578841,8.649445e-05,13.409,11.966,11.966,"Molecule(name='H6N2', formula='H6N2', hash='1e28069')"
2mer-0+267,-0.02712005,6,-0.08136016,-54.71714857,8.628702e-05,13.153,11.975,11.975,"Molecule(name='H6N2', formula='H6N2', hash='502a182')"
2mer-0+222,-0.09395767,6,-0.281873,-54.99902157,8.628702e-05,13.153,11.975,11.975,"Molecule(name='H6N2', formula='H6N2', hash='36103b9')"
2mer-0+195,-0.16639473,6,-0.49918419,-55.49820576,8.550892e-05,12.567,12.012,12.012,"Molecule(name='H6N2', formula='H6N2', hash='f01f60e')"
2mer-0+210,0.09557987,6,0.28673961,-55.21146615,8.497992e-05,13.534,12.036,12.036,"Molecule(name='H6N2', formula='H6N2', hash='b5e1ae4')"
2mer-0+312,0.00623483,6,0.01870449,-55.19276166,7.988157e-05,12.761,12.287,12.287,"Molecule(name='H6N2', formula='H6N2', hash='c00ab9c')"
2mer-0+348,0.19087751,6,0.57263254,-54.62012912,7.879305e-05,12.627,12.344,12.344,"Molecule(name='H6N2', formula='H6N2', hash='94a9bcf')"
2mer-0+300,0.00557411,6,0.01672232,-54.6034068,7.650791e-05,14.238,12.465,12.465,"Molecule(name='H6N2', formula='H6N2', hash='fd0ab2a')"
2mer-0+282,-0.06752306,6,-0.20256918,-54.80597598,7.575374e-05,14.118,12.506,12.506,"Molecule(name='H6N2', formula='H6N2', hash='9c4eb86')"
2mer-0+360,-0.01715096,6,-0.05145287,-54.85742885,7.170707e-05,13.876,12.737,12.737,"Molecule(name='H6N2', formula='H6N2', hash='1d2aef1')"
2mer-0+261,-0.03752087,6,-0.11256261,-54.96999145,7.148961e-05,14.238,12.75,12.75,"Molecule(name='H6N2', formula='H6N2', hash='599566f')"
2mer-0+405,0.1189602,6,0.35688061,-54.61311084,6.938438e-05,13.63,12.878,12.878,"Molecule(name='H6N2', formula='H6N2', hash='ad4dc06')"
2mer-0+351,0.07039476,6,0.21118429,-54.40192655,6.651479e-05,14.511,13.061,13.061,"Molecule(name='H6N2', formula='H6N2', hash='6dcf21c')"
2mer-0+345,-0.08511542,6,-0.25534626,-54.65727281,6.64262e-05,13.876,13.066,13.066,"Molecule(name='H6N2', formula='H6N2', hash='1a3d3ff')"
2mer-0+330,-0.0892159,6,-0.26764771,-54.92492052,6.443431e-05,13.998,13.2,13.2,"Molecule(name='H6N2', formula='H6N2', hash='09f43f0')"
2mer-0+297,0.06867193,6,0.20601579,-54.71890473,6.269866e-05,14.474,13.32,13.32,"Molecule(name='H6N2', formula='H6N2', hash='8d864fd')"
2mer-0+381,-0.04205625,6,-0.12616874,-54.84507347,6.130883e-05,14.908,13.42,13.42,"Molecule(name='H6N2', formula='H6N2', hash='a595458')"
2mer-0+366,-0.02949265,6,-0.08847795,-54.93355141,5.999005e-05,15.022,13.518,13.518,"Molecule(name='H6N2', formula='H6N2', hash='799acfb')"
2mer-0+402,-0.07052495,6,-0.21157486,-55.14512627,5.950084e-05,14.794,13.555,13.555,"Molecule(name='H6N2', formula='H6N2', hash='d008a1c')"
2mer-0+321,-0.07087737,6,-0.21263212,-55.3577584,5.818259e-05,14.511,13.656,13.656,"Molecule(name='H6N2', formula='H6N2', hash='986d986')"
2mer-0+465,-0.00879533,6,-0.02638598,-55.38414437,5.663191e-05,14.679,13.78,13.78,"Molecule(name='H6N2', formula='H6N2', hash='8636b7b')"
2mer-0+408,0.04830581,6,0.14491743,-55.23922694,5.589985e-05,15.392,13.84,13.84,"Molecule(name='H6N2', formula='H6N2', hash='c6be77b')"
2mer-0+432,0.04917735,6,0.14753205,-55.0916949,5.478041e-05,15.392,13.933,13.933,"Molecule(name='H6N2', formula='H6N2', hash='2a1644a')"
2mer-0+336,-0.03424504,6,-0.10273512,-55.19443002,5.475864e-05,15.134,13.935,13.935,"Molecule(name='H6N2', formula='H6N2', hash='69506f9')"
2mer-0+342,0.01417315,6,0.04251946,-55.15191056,5.442192e-05,15.246,13.964,13.964,"Molecule(name='H6N2', formula='H6N2', hash='646aaa6')"
2mer-0+495,0.05480632,6,0.16441895,-54.98749161,5.372422e-05,14.563,14.024,14.024,"Molecule(name='H6N2', formula='H6N2', hash='4c934ec')"
2mer-0+303,0.044328,6,0.13298401,-54.85450759,5.338167e-05,15.357,14.054,14.054,"Molecule(name='H6N2', formula='H6N2', hash='3f2cecd')"
2mer-0+384,-0.00517931,6,-0.01553794,-54.87004554,5.258797e-05,15.392,14.124,14.124,"Molecule(name='H6N2', formula='H6N2', hash='2fd0d30')"
2mer-0+390,-0.00461039,6,-0.01383116,-54.8838767,5.258797e-05,15.392,14.124,14.124,"Molecule(name='H6N2', formula='H6N2', hash='d6bd209')"
2mer-0+450,-0.05423453,6,-0.1627036,-55.0465803,5.127378e-05,15.766,14.244,14.244,"Molecule(name='H6N2', formula='H6N2', hash='39a385e')"
2mer-0+525,0.00784937,6,0.02354811,-55.02303218,5.055115e-05,15.55,14.312,14.312,"Molecule(name='H6N2', formula='H6N2', hash='cb72c54')"
2mer-0+420,-0.00724563,6,-0.02173688,-55.04476906,4.938894e-05,15.98,14.423,14.423,"Molecule(name='H6N2', formula='H6N2', hash='6721097')"
2mer-0+504,-0.02270827,6,-0.06812481,-55.11289387,4.86748e-05,15.659,14.493,14.493,"Molecule(name='H6N2', formula='H6N2', hash='f33872f')"
2mer-0+399,0.0403323,6,0.12099689,-54.99189699,4.762783e-05,16.191,14.599,14.599,"Molecule(name='H6N2', formula='H6N2', hash='a1dcf22')"
2mer-0+429,0.02069256,6,0.06207768,-54.92981931,4.703061e-05,16.086,14.66,14.66,"Molecule(name='H6N2', formula='H6N2', hash='2f5ee9b')"
2mer-0+564,0.03370804,6,0.10112412,-54.82869519,4.699202e-05,15.44,14.664,14.664,"Molecule(name='H6N2', formula='H6N2', hash='ad8503a')"
2mer-0+507,-0.03391571,6,-0.10174714,-54.93044233,4.673094e-05,15.55,14.692,14.692,"Molecule(name='H6N2', formula='H6N2', hash='cecd7ff')"
2mer-0+567,0.05376648,6,0.16129945,-54.76914288,4.624711e-05,15.44,14.743,14.743,"Molecule(name='H6N2', formula='H6N2', hash='092fdfb')"
2mer-0+498,0.03057536,6,0.09172607,-54.67741681,4.608165e-05,16.224,14.76,14.76,"Molecule(name='H6N2', formula='H6N2', hash='f7d32b7')"
2mer-0+441,-0.04461558,6,-0.13384673,-54.81126354,4.550027e-05,15.874,14.823,14.823,"Molecule(name='H6N2', formula='H6N2', hash='ce9a379')"
2mer-0+522,-0.01066431,6,-0.03199294,-54.84325648,4.534136e-05,16.682,14.84,14.84,"Molecule(name='H6N2', formula='H6N2', hash='83b6c9e')"
2mer-0+375,-0.09710826,6,-0.29132479,-55.13458127,4.532742e-05,15.392,14.842,14.842,"Molecule(name='H6N2', formula='H6N2', hash='f64a107')"
2mer-0+468,0.03505475,6,0.10516424,-55.02941703,4.526868e-05,16.224,14.848,14.848,"Molecule(name='H6N2', formula='H6N2', hash='29b4743')"
2mer-0+378,-0.00272244,6,-0.00816732,-55.03758434,4.500763e-05,16.086,14.877,14.877,"Molecule(name='H6N2', formula='H6N2', hash='81a8e75')"
2mer-0+393,0.03214193,6,0.09642579,-54.94115855,4.476464e-05,16.191,14.904,14.904,"Molecule(name='H6N2', formula='H6N2', hash='18233cb')"
2mer-0+462,-0.01883977,6,-0.05651931,-54.99767786,4.298145e-05,16.784,15.107,15.107,"Molecule(name='H6N2', formula='H6N2', hash='eebd0c6')"
2mer-0+459,-0.03278527,6,-0.09835581,-55.09603367,4.215726e-05,16.224,15.205,15.205,"Molecule(name='H6N2', formula='H6N2', hash='e8ece00')"
2mer-0+444,-0.03063382,6,-0.09190146,-55.18793513,4.145577e-05,16.224,15.29,15.29,"Molecule(name='H6N2', formula='H6N2', hash='39ca8bf')"
2mer-0+435,-0.00288863,6,-0.00866589,-55.19660102,4.129832e-05,16.884,15.309,15.309,"Molecule(name='H6N2', formula='H6N2', hash='85b3577')"
2mer-0+573,0.0363507,6,0.10905209,-55.08754893,4.01496e-05,17.016,15.454,15.454,"Molecule(name='H6N2', formula='H6N2', hash='03d35ef')"
2mer-0+585,-0.0134451,6,-0.04033531,-55.12788424,4.000357e-05,16.58,15.473,15.473,"Molecule(name='H6N2', formula='H6N2', hash='9238758')"
2mer-0+646,-0.00986451,6,-0.02959352,-55.15747776,3.865344e-05,17.258,15.651,15.651,"Molecule(name='H6N2', formula='H6N2', hash='2f0f681')"
2mer-0+570,-0.03905603,6,-0.1171681,-55.27464586,3.857879e-05,16.478,15.661,15.661,"Molecule(name='H6N2', formula='H6N2', hash='4654cc0')"
2mer-0+685,0.08960851,6,0.26882552,-55.00582035,3.826409e-05,16.166,15.704,15.704,"Molecule(name='H6N2', formula='H6N2', hash='ccbe0f9')"
2mer-0+486,0.05107721,6,0.15323164,-54.8525887,3.785957e-05,17.084,15.76,15.76,"Molecule(name='H6N2', formula='H6N2', hash='23655c2')"
2mer-0+534,0.00341165,6,0.01023496,-54.84235374,3.759084e-05,17.016,15.797,15.797,"Molecule(name='H6N2', formula='H6N2', hash='c156ece')"
2mer-0+561,0.00503343,6,0.01510028,-54.82725346,3.759084e-05,17.016,15.797,15.797,"Molecule(name='H6N2', formula='H6N2', hash='f2fe36e')"
2mer-0+613,-0.02745135,6,-0.08235404,-54.9096075,3.746064e-05,16.374,15.815,15.815,"Molecule(name='H6N2', formula='H6N2', hash='44b4f88')"
2mer-0+676,-0.0076604,6,-0.02298119,-54.93258869,3.586885e-05,17.159,16.046,16.046,"Molecule(name='H6N2', formula='H6N2', hash='b31f682')"
2mer-0+555,0.00573252,6,0.01719755,-54.91539114,3.520429e-05,17.647,16.146,16.146,"Molecule(name='H6N2', formula='H6N2', hash='dc4ce81')"
2mer-0+546,0.04063902,6,0.12191706,-54.79347408,3.455271e-05,17.838,16.247,16.247,"Molecule(name='H6N2', formula='H6N2', hash='99548d9')"
2mer-0+628,0.02373682,6,0.07121047,-54.72226361,3.432187e-05,17.773,16.283,16.283,"Molecule(name='H6N2', formula='H6N2', hash='cd97880')"
2mer-0+528,-0.05283461,6,-0.15850384,-54.88076745,3.426063e-05,17.016,16.293,16.293,"Molecule(name='H6N2', formula='H6N2', hash='ee05a36')"
2mer-0+519,0.02307642,6,0.06922925,-54.8115382,3.420219e-05,17.742,16.302,16.302,"Molecule(name='H6N2', formula='H6N2', hash='f02b389')"
2mer-0+616,-0.00374489,6,-0.01123466,-54.82277286,3.38023e-05,17.55,16.366,16.366,"Molecule(name='H6N2', formula='H6N2', hash='c0bb7fe')"
2mer-0+709,0.01856975,6,0.05570925,-54.76706361,3.340325e-05,17.06,16.431,16.431,"Molecule(name='H6N2', formula='H6N2', hash='8aee25c')"
2mer-0+673,-0.01058323,6,-0.0317497,-54.79881331,3.287493e-05,18.192,16.519,16.519,"Molecule(name='H6N2', formula='H6N2', hash='5ea7b0a')"
2mer-0+652,-0.02604064,6,-0.07812192,-54.87693524,3.254701e-05,18.192,16.574,16.574,"Molecule(name='H6N2', formula='H6N2', hash='b50ec34')"
2mer-0+787,0.06879272,6,0.20637816,-54.67055708,3.146151e-05,16.961,16.763,16.763,"Molecule(name='H6N2', formula='H6N2', hash='d4e84d6')"
2mer-0+820,0.02368022,6,0.07104066,-54.59951642,3.136971e-05,17.815,16.779,16.779,"Molecule(name='H6N2', formula='H6N2', hash='9d2aeb0')"
2mer-0+667,-0.04979861,6,-0.14939584,-54.74891226,3.131482e-05,18.098,16.789,16.789,"Molecule(name='H6N2', formula='H6N2', hash='d133f46')"
2mer-0+718,-0.01741604,6,-0.05224812,-54.80116039,3.131482e-05,18.098,16.789,16.789,"Molecule(name='H6N2', formula='H6N2', hash='1cfdecb')"
2mer-0+775,-0.02331177,6,-0.06993532,-54.8710957,3.114887e-05,17.91,16.818,16.818,"Molecule(name='H6N2', formula='H6N2', hash='1fe96ef')"
2mer-0+697,-0.03061011,6,-0.09183033,-54.96292603,3.073572e-05,18.098,16.894,16.894,"Molecule(name='H6N2', formula='H6N2', hash='bfd9dcb')"
2mer-0+631,-0.0432674,6,-0.1298022,-55.09272823,3.031571e-05,18.192,16.971,16.971,"Molecule(name='H6N2', formula='H6N2', hash='6765860')"
2mer-0+643,0.02330098,6,0.06990295,-55.02282528,3.022581e-05,18.469,16.988,16.988,"Molecule(name='H6N2', formula='H6N2', hash='6755d7c')"
2mer-0+751,0.02980731,6,0.08942194,-54.93340334,3.018222e-05,18.498,16.996,16.996,"Molecule(name='H6N2', formula='H6N2', hash='a599d0d')"
2mer-0+625,-0.00681493,6,-0.02044478,-54.95384812,2.964913e-05,18.377,17.097,17.097,"Molecule(name='H6N2', formula='H6N2', hash='77f0b7f')"
2mer-0+856,0.04141505,6,0.12424514,-54.82960297,2.957082e-05,17.72,17.112,17.112,"Molecule(name='H6N2', formula='H6N2', hash='91590f8')"
2mer-0+576,0.01100507,6,0.0330152,-54.79658778,2.951903e-05,18.469,17.122,17.122,"Molecule(name='H6N2', formula='H6N2', hash='9cfd696')"
2mer-0+799,-0.00010976,6,-0.00032929,-54.79691706,2.945002e-05,17.815,17.136,17.136,"Molecule(name='H6N2', formula='H6N2', hash='df8ae22')"
2mer-0+712,0.02858725,6,0.08576175,-54.71115531,2.938502e-05,18.498,17.148,17.148,"Molecule(name='H6N2', formula='H6N2', hash='e18f895')"
2mer-0+814,-0.01452917,6,-0.0435875,-54.75474282,2.886475e-05,18.721,17.251,17.251,"Molecule(name='H6N2', formula='H6N2', hash='81867f7')"
2mer-0+733,0.00638681,6,0.01916044,-54.73558238,2.840525e-05,19.08,17.343,17.343,"Molecule(name='H6N2', formula='H6N2', hash='00d267f')"
2mer-0+607,0.02979413,6,0.08938238,-54.6462,2.83753e-05,18.561,17.35,17.35,"Molecule(name='H6N2', formula='H6N2', hash='2e76286')"
2mer-0+706,-0.03676557,6,-0.1102967,-54.75649671,2.837279e-05,18.901,17.35,17.35,"Molecule(name='H6N2', formula='H6N2', hash='eae9041')"
2mer-0+826,-0.02409173,6,-0.0722752,-54.82877191,2.823196e-05,18.721,17.379,17.379,"Molecule(name='H6N2', formula='H6N2', hash='c566a49')"
2mer-0+606,-0.06946513,2,-0.06946513,-54.89823704,2.792547e-05,17.773,17.442,17.442,"Molecule(name='H6N2', formula='H6N2', hash='3054a15')"
2mer-0+892,-0.00145439,6,-0.00436318,-54.90260023,2.767617e-05,18.63,17.494,17.494,"Molecule(name='H6N2', formula='H6N2', hash='2ca2abd')"
2mer-0+739,-0.00732013,6,-0.0219604,-54.92456063,2.752372e-05,18.991,17.527,17.527,"Molecule(name='H6N2', formula='H6N2', hash='27391d5')"
2mer-0+688,-0.02655813,6,-0.0796744,-55.00423503,2.752372e-05,18.991,17.527,17.527,"Molecule(name='H6N2', formula='H6N2', hash='86ecb6e')"
2mer-0+941,0.04262388,6,0.12787163,-54.87636339,2.719482e-05,18.447,17.597,17.597,"Molecule(name='H6N2', formula='H6N2', hash='0109ef4')"
2mer-0+853,0.03035672,6,0.09107016,-54.78529324,2.717149e-05,19.197,17.602,17.602,"Molecule(name='H6N2', formula='H6N2', hash='c343efd')"
2mer-0+679,-0.03116853,6,-0.09350558,-54.87879882,2.712999e-05,18.498,17.611,17.611,"Molecule(name='H6N2', formula='H6N2', hash='3fb1e43')"
2mer-0+916,-0.0023329,6,-0.00699869,-54.88579751,2.688881e-05,18.539,17.664,17.664,"Molecule(name='H6N2', formula='H6N2', hash='a7a3b12')"
2mer-0+703,-0.03288326,6,-0.09864979,-54.9844473,2.685751e-05,18.498,17.67,17.67,"Molecule(name='H6N2', formula='H6N2', hash='f73e4b6')"
2mer-0+847,0.02620348,6,0.07861043,-54.90583687,2.683295e-05,19.197,17.676,17.676,"Molecule(name='H6N2', formula='H6N2', hash='e4baf0c')"
2mer-0+736,-0.01354856,6,-0.04064568,-54.94648255,2.671993e-05,18.991,17.701,17.701,"Molecule(name='H6N2', formula='H6N2', hash='aa8936e')"
2mer-0+790,0.02146224,6,0.06438673,-54.88209583,2.648146e-05,19.197,17.754,17.754,"Molecule(name='H6N2', formula='H6N2', hash='0a7a373')"
2mer-0+805,-0.03998816,6,-0.11996449,-55.00206031,2.646236e-05,18.721,17.758,17.758,"Molecule(name='H6N2', formula='H6N2', hash='7566698')"
2mer-0+658,0.02624779,6,0.07874338,-54.92331693,2.630371e-05,19.257,17.794,17.794,"Molecule(name='H6N2', formula='H6N2', hash='2e87d20')"
2mer-0+682,0.00819262,6,0.02457785,-54.89873908,2.595444e-05,19.169,17.873,17.873,"Molecule(name='H6N2', formula='H6N2', hash='dcbe190')"
2mer-0+865,0.0207425,6,0.06222749,-54.83651159,2.583923e-05,19.197,17.9,17.9,"Molecule(name='H6N2', formula='H6N2', hash='bdd3d85')"
2mer-0+781,-0.0391792,6,-0.1175376,-54.95404919,2.570556e-05,18.811,17.93,17.93,"Molecule(name='H6N2', formula='H6N2', hash='bad59df')"
2mer-0+772,-0.00710755,6,-0.02132266,-54.97537185,2.550908e-05,19.197,17.976,17.976,"Molecule(name='H6N2', formula='H6N2', hash='02ddbde')"
2mer-0+796,-0.00755483,6,-0.02266448,-54.99803634,2.520421e-05,19.197,18.049,18.049,"Molecule(name='H6N2', formula='H6N2', hash='094f34a')"
2mer-0+953,0.03403649,6,0.10210947,-54.89592687,2.504633e-05,18.447,18.086,18.086,"Molecule(name='H6N2', formula='H6N2', hash='8860a07')"
2mer-0+730,0.03096212,6,0.09288637,-54.80304049,2.492229e-05,19.257,18.116,18.116,"Molecule(name='H6N2', formula='H6N2', hash='349ae18')"
2mer-0+895,-0.03294852,6,-0.09884557,-54.90188607,2.490609e-05,19.411,18.12,18.12,"Molecule(name='H6N2', formula='H6N2', hash='86a9554')"
2mer-0+1001,0.00900465,6,0.02701395,-54.87487211,2.425712e-05,19.236,18.28,18.28,"Molecule(name='H6N2', formula='H6N2', hash='9dfa477')"
2mer-0+980,-0.01251309,6,-0.03753928,-54.91241139,2.387647e-05,20.162,18.377,18.377,"Molecule(name='H6N2', formula='H6N2', hash='188bb9e')"
2mer-0+811,0.01018554,6,0.03055662,-54.88185477,2.350833e-05,19.843,18.473,18.473,"Molecule(name='H6N2', formula='H6N2', hash='6f92289')"
2mer-0+769,-0.04056248,6,-0.12168745,-55.00354222,2.327067e-05,19.197,18.535,18.535,"Molecule(name='H6N2', formula='H6N2', hash='b88dd30')"
2mer-0+793,-0.01900544,6,-0.05701632,-55.06055854,2.320878e-05,19.672,18.552,18.552,"Molecule(name='H6N2', formula='H6N2', hash='d5b4065')"
2mer-0+935,-0.0294535,6,-0.0883605,-55.14891904,2.287469e-05,20.162,18.642,18.642,"Molecule(name='H6N2', formula='H6N2', hash='b071d01')"
2mer-0+760,-0.04547304,6,-0.13641911,-55.28533816,2.27366e-05,19.197,18.679,18.679,"Molecule(name='H6N2', formula='H6N2', hash='3654209')"
2mer-0+868,-0.00299691,6,-0.00899073,-55.29432889,2.237458e-05,20.413,18.779,18.779,"Molecule(name='H6N2', formula='H6N2', hash='e547f44')"
2mer-0+919,0.00189827,6,0.0056948,-55.28863409,2.230142e-05,20.413,18.8,18.8,"Molecule(name='H6N2', formula='H6N2', hash='b8ca04d')"
2mer-0+1076,-0.00742107,6,-0.02226322,-55.31089731,2.181271e-05,19.993,18.939,18.939,"Molecule(name='H6N2', formula='H6N2', hash='cfb180f')"
2mer-0+838,0.00414492,6,0.01243476,-55.29846255,2.180096e-05,20.496,18.943,18.943,"Molecule(name='H6N2', formula='H6N2', hash='297b02d')"
