N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+112,0.01073958,4,0.02147917,-60.32916521,4.320556e-05,17.127,15.081,15.081
2mer-0+119,-0.00637062,2,-0.00637062,-60.33553583,4.170248e-05,21.349,15.26,15.26
2mer-0+163,-0.00381571,4,-0.00763142,-60.34316724,4.145139e-05,21.754,15.29,15.29
2mer-0+142,-0.00012403,2,-0.00012403,-60.34329128,4.118698e-05,22.315,15.323,15.323
2mer-0+165,-0.01243417,2,-0.01243417,-60.35572545,4.115743e-05,18.982,15.327,15.327
2mer-0+189,-0.00756046,2,-0.00756046,-60.36328591,4.098988e-05,20.061,15.348,15.348
2mer-0+159,-0.00581496,2,-0.00581496,-60.36910087,4.0819e-05,20.956,15.369,15.369
2mer-0+171,-0.00890158,2,-0.00890158,-60.37800245,4.049968e-05,19.795,15.409,15.409
2mer-0+168,-0.01356072,4,-0.02712144,-60.40512389,4.004879e-05,19.168,15.467,15.467
2mer-0+174,-0.00896346,4,-0.01792691,-60.4230508,3.971391e-05,20.495,15.51,15.51
2mer-0+152,-0.00033281,4,-0.00066562,-60.42371642,3.957064e-05,21.34,15.529,15.529
2mer-0+150,-0.00516489,4,-0.01032978,-60.4340462,3.929805e-05,20.671,15.565,15.565
2mer-0+167,-0.0128181,2,-0.0128181,-60.4468643,3.744599e-05,19.436,15.817,15.817
2mer-0+143,0.0050111,2,0.0050111,-60.4418532,3.65481e-05,17.225,15.946,15.946
2mer-0+145,-0.00249166,2,-0.00249166,-60.44434485,3.546046e-05,22.16,16.107,16.107
2mer-0+169,0.00032664,2,0.00032664,-60.44401822,3.506662e-05,23.091,16.167,16.167
2mer-0+137,-0.00774365,2,-0.00774365,-60.45176187,3.444223e-05,19.569,16.264,16.264
2mer-0+129,-0.00764957,4,-0.01529913,-60.467061,3.365651e-05,19.721,16.39,16.39
2mer-0+241,0.00029334,4,0.00058669,-60.46647432,3.224771e-05,21.171,16.625,16.625
2mer-0+156,-0.00675107,2,-0.00675107,-60.47322539,3.218e-05,22.16,16.637,16.637
2mer-0+173,-0.00111508,2,-0.00111508,-60.47434047,3.194701e-05,23.091,16.677,16.677
2mer-0+205,-0.009941,2,-0.009941,-60.48428147,3.174122e-05,19.561,16.713,16.713
2mer-0+154,0.00760296,2,0.00760296,-60.47667851,3.034911e-05,17.837,16.965,16.965
2mer-0+158,-0.00517826,4,-0.01035652,-60.48703503,3.01318e-05,22.193,17.006,17.006
2mer-0+146,-0.0046254,4,-0.00925081,-60.49628584,2.974773e-05,19.074,17.079,17.079
2mer-0+181,-0.00218685,4,-0.00437369,-60.50065953,2.973307e-05,23.235,17.081,17.081
2mer-0+219,-0.00464787,2,-0.00464787,-60.5053074,2.965057e-05,22.855,17.097,17.097
2mer-0+202,-0.00066428,4,-0.00132855,-60.50663595,2.953573e-05,24.018,17.119,17.119
2mer-0+235,-0.00203225,2,-0.00203225,-60.50866819,2.947026e-05,23.614,17.132,17.132
2mer-0+266,0.00084879,2,0.00084879,-60.5078194,2.934543e-05,23.165,17.156,17.156
2mer-0+209,0.00083592,4,0.00167184,-60.50614756,2.874506e-05,20.428,17.275,17.275
2mer-0+213,-0.00529708,2,-0.00529708,-60.51144464,2.855931e-05,22.847,17.312,17.312
2mer-0+230,0.00093043,4,0.00186087,-60.50958378,2.832759e-05,21.978,17.359,17.359
2mer-0+227,-0.00037101,2,-0.00037101,-60.50995478,2.783234e-05,22.236,17.462,17.462
2mer-0+269,-0.00541794,2,-0.00541794,-60.51537272,2.736889e-05,23.023,17.56,17.56
2mer-0+216,-0.00040209,2,-0.00040209,-60.51577481,2.698517e-05,22.847,17.642,17.642
2mer-0+185,-0.00725726,2,-0.00725726,-60.52303207,2.670216e-05,21.099,17.705,17.705
2mer-0+259,-0.00664444,2,-0.00664444,-60.52967651,2.656308e-05,22.244,17.735,17.735
2mer-0+170,-0.00341903,2,-0.00341903,-60.53309554,2.569012e-05,20.246,17.934,17.934
2mer-0+251,-0.00459322,2,-0.00459322,-60.53768876,2.551683e-05,23.614,17.975,17.975
2mer-0+273,-0.00021583,2,-0.00021583,-60.53790459,2.462901e-05,24.808,18.188,18.188
2mer-0+226,-0.00616821,2,-0.00616821,-60.5440728,2.3661e-05,21.443,18.433,18.433
2mer-0+249,0.00024596,2,0.00024596,-60.54382684,2.316723e-05,23.648,18.563,18.563
2mer-0+233,0.00238953,2,0.00238953,-60.54143731,2.289195e-05,20.061,18.637,18.637
2mer-0+254,-0.00034201,4,-0.00068402,-60.54212133,2.282674e-05,25.444,18.655,18.655
2mer-0+263,-0.00134204,4,-0.00268408,-60.54480541,2.265511e-05,24.784,18.702,18.702
2mer-0+252,-0.00125713,2,-0.00125713,-60.54606254,2.230249e-05,25.278,18.8,18.8
2mer-0+281,-0.00056709,4,-0.00113418,-60.54719672,2.214602e-05,23.716,18.844,18.844
2mer-0+277,-0.00409084,4,-0.00818169,-60.5553784,2.201285e-05,23.687,18.882,18.882
2mer-0+231,-0.00011296,2,-0.00011296,-60.55549136,2.201183e-05,24.43,18.882,18.882
2mer-0+210,-0.00370407,4,-0.00740813,-60.5628995,2.190439e-05,23.729,18.913,18.913
2mer-0+312,-5.346e-05,2,-5.346e-05,-60.56295295,2.189425e-05,25.756,18.916,18.916
2mer-0+255,8.959e-05,2,8.959e-05,-60.56286336,2.183349e-05,25.278,18.933,18.933
2mer-0+317,-0.00056671,2,-0.00056671,-60.56343007,2.178179e-05,24.057,18.948,18.948
2mer-0+217,-0.00018732,2,-0.00018732,-60.56361739,2.171344e-05,20.604,18.968,18.968
2mer-0+206,-0.0045199,2,-0.0045199,-60.56813729,2.154678e-05,23.331,19.017,19.017
2mer-0+267,-0.00273556,4,-0.00547112,-60.57360841,2.146732e-05,23.116,19.04,19.04
2mer-0+258,-0.00291136,4,-0.00582272,-60.57943112,2.1349e-05,22.087,19.075,19.075
2mer-0+274,-0.00018391,2,-0.00018391,-60.57961503,2.103718e-05,25.901,19.169,19.169
2mer-0+329,-0.00294663,2,-0.00294663,-60.58256166,2.071965e-05,23.75,19.267,19.267
2mer-0+346,-0.00197018,2,-0.00197018,-60.58453184,2.059973e-05,25.216,19.304,19.304
2mer-0+301,-0.0040623,2,-0.0040623,-60.58859414,2.056237e-05,23.023,19.316,19.316
2mer-0+240,-0.00420665,2,-0.00420665,-60.5928008,2.051733e-05,24.43,19.33,19.33
2mer-0+234,-0.00474243,4,-0.00948486,-60.60228566,2.047959e-05,23.02,19.342,19.342
2mer-0+256,-0.0037846,2,-0.0037846,-60.60607026,2.034229e-05,23.472,19.385,19.385
2mer-0+238,-0.00362969,2,-0.00362969,-60.60969995,1.95391e-05,24.075,19.647,19.647
2mer-0+304,-0.00439507,2,-0.00439507,-60.61409502,1.9528e-05,23.165,19.651,19.651
2mer-0+246,-0.0053322,4,-0.01066439,-60.62475941,1.936522e-05,22.469,19.706,19.706
2mer-0+218,0.00260255,2,0.00260255,-60.62215687,1.933227e-05,21.099,19.717,19.717
2mer-0+290,-0.00405226,2,-0.00405226,-60.62620912,1.922155e-05,23.781,19.755,19.755
2mer-0+302,-0.0007175,2,-0.0007175,-60.62692662,1.894477e-05,26.572,19.85,19.85
2mer-0+377,0.00021361,2,0.00021361,-60.62671301,1.883936e-05,25.088,19.887,19.887
2mer-0+271,-0.00358224,2,-0.00358224,-60.63029525,1.856888e-05,23.648,19.984,19.984
2mer-0+299,0.00033001,2,0.00033001,-60.62996524,1.854867e-05,26.572,19.991,19.991
