N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+234,-0.00207491,6,-0.00622474,-28.37241788,5.302806e-05,15.907,14.085,14.085,"Molecule(name='C2O4', formula='C2O4', hash='803b787')"
2mer-0+201,0.00035645,12,0.00213868,-28.37027921,5.261708e-05,14.338,14.122,14.122,"Molecule(name='C2O4', formula='C2O4', hash='8ba9b2e')"
2mer-0+213,0.00203279,12,0.01219673,-28.35808248,5.180108e-05,15.402,14.196,14.196,"Molecule(name='C2O4', formula='C2O4', hash='fcce7ba')"
2mer-0+192,-0.00109291,12,-0.00655747,-28.36463994,5.180108e-05,15.402,14.196,14.196,"Molecule(name='C2O4', formula='C2O4', hash='89f8661')"
2mer-0+286,0.00312062,6,0.00936185,-28.3552781,4.699451e-05,16.872,14.664,14.664,"Molecule(name='C2O4', formula='C2O4', hash='d182907')"
2mer-0+229,-0.00099791,12,-0.00598749,-28.36126558,4.59481e-05,15.402,14.774,14.774,"Molecule(name='C2O4', formula='C2O4', hash='7e90237')"
2mer-0+259,-0.00193637,12,-0.01161819,-28.37288377,4.543363e-05,16.397,14.83,14.83,"Molecule(name='C2O4', formula='C2O4', hash='64aa69c')"
2mer-0+257,-0.00072845,12,-0.00437067,-28.37725444,4.162583e-05,16.397,15.269,15.269,"Molecule(name='C2O4', formula='C2O4', hash='006bb26')"
2mer-0+245,-0.00240281,12,-0.01441688,-28.39167133,4.115453e-05,16.397,15.327,15.327,"Molecule(name='C2O4', formula='C2O4', hash='0bb4787')"
2mer-0+268,-0.00263899,12,-0.01583395,-28.40750528,3.863746e-05,16.872,15.653,15.653,"Molecule(name='C2O4', formula='C2O4', hash='d362836')"
2mer-0+296,0.00024285,12,0.00145709,-28.40604819,3.791089e-05,16.397,15.752,15.752,"Molecule(name='C2O4', formula='C2O4', hash='2ede036')"
2mer-0+277,-0.00158869,12,-0.00953217,-28.41558035,3.714012e-05,17.334,15.861,15.861,"Molecule(name='C2O4', formula='C2O4', hash='714097f')"
2mer-0+298,-0.00029652,12,-0.00177914,-28.41735949,3.714012e-05,17.334,15.861,15.861,"Molecule(name='C2O4', formula='C2O4', hash='2117ed5')"
2mer-0+273,0.00213291,6,0.00639872,-28.41096077,3.681565e-05,15.907,15.907,15.907,"Molecule(name='C2O4', formula='C2O4', hash='5dca080')"
2mer-0+325,-0.00201112,12,-0.01206671,-28.42302748,3.501158e-05,17.785,16.176,16.176,"Molecule(name='C2O4', formula='C2O4', hash='60d2d7b')"
2mer-0+307,-0.00235126,12,-0.01410754,-28.43713502,3.448117e-05,17.334,16.258,16.258,"Molecule(name='C2O4', formula='C2O4', hash='45df462')"
2mer-0+338,0.00074021,12,0.00444126,-28.43269377,3.439444e-05,17.334,16.272,16.272,"Molecule(name='C2O4', formula='C2O4', hash='e30390a')"
2mer-0+302,-0.00095697,12,-0.00574185,-28.43843561,3.405115e-05,17.334,16.326,16.326,"Molecule(name='C2O4', formula='C2O4', hash='32d096f')"
2mer-0+359,0.00184323,12,0.01105937,-28.42737624,3.37384e-05,18.224,16.377,16.377,"Molecule(name='C2O4', formula='C2O4', hash='38185ec')"
2mer-0+350,0.00088239,12,0.00529432,-28.42208192,3.249376e-05,16.872,16.583,16.583,"Molecule(name='C2O4', formula='C2O4', hash='922f2ad')"
2mer-0+389,-0.00015725,6,-0.00047174,-28.42255366,3.191935e-05,18.653,16.682,16.682,"Molecule(name='C2O4', formula='C2O4', hash='1771a99')"
2mer-0+343,-0.00061946,12,-0.00371675,-28.42627041,3.174266e-05,17.334,16.713,16.713,"Molecule(name='C2O4', formula='C2O4', hash='80b9564')"
2mer-0+357,-0.00054709,12,-0.00328252,-28.42955292,2.975331e-05,17.785,17.077,17.077,"Molecule(name='C2O4', formula='C2O4', hash='b43b4df')"
2mer-0+506,0.00246959,2,0.00246959,-28.42708333,2.925692e-05,19.482,17.173,17.173,"Molecule(name='C2O4', formula='C2O4', hash='6166365')"
2mer-0+378,-0.00162116,12,-0.00972699,-28.43681032,2.910407e-05,18.224,17.203,17.203,"Molecule(name='C2O4', formula='C2O4', hash='ea50cfb')"
2mer-0+385,-0.00035529,12,-0.00213176,-28.43894208,2.903868e-05,18.224,17.216,17.216,"Molecule(name='C2O4', formula='C2O4', hash='4b74e08')"
2mer-0+427,0.0009222,12,0.00553322,-28.43340886,2.854305e-05,19.072,17.315,17.315,"Molecule(name='C2O4', formula='C2O4', hash='7d297ad')"
2mer-0+410,-0.00135027,12,-0.00810159,-28.44151045,2.737751e-05,18.653,17.558,17.558,"Molecule(name='C2O4', formula='C2O4', hash='8f910fb')"
2mer-0+428,-0.00098848,12,-0.00593089,-28.44744135,2.65286e-05,19.072,17.743,17.743,"Molecule(name='C2O4', formula='C2O4', hash='508e4e8')"
2mer-0+436,0.00020324,12,0.00121945,-28.44622189,2.518184e-05,18.224,18.054,18.054,"Molecule(name='C2O4', formula='C2O4', hash='a4132b7')"
2mer-0+446,-0.00082352,12,-0.00494114,-28.45116304,2.474043e-05,19.072,18.161,18.161,"Molecule(name='C2O4', formula='C2O4', hash='51f31c2')"
2mer-0+486,-0.00019365,12,-0.00116191,-28.45232494,2.455651e-05,19.884,18.206,18.206,"Molecule(name='C2O4', formula='C2O4', hash='337b7fb')"
2mer-0+453,0.00061946,6,0.00185839,-28.45046655,2.381915e-05,18.653,18.392,18.392,"Molecule(name='C2O4', formula='C2O4', hash='894d182')"
2mer-0+518,-0.00070766,12,-0.00424595,-28.4547125,2.347588e-05,20.278,18.481,18.481,"Molecule(name='C2O4', formula='C2O4', hash='c7f6022')"
2mer-0+488,0.00088304,12,0.00529825,-28.44941425,2.315778e-05,19.884,18.565,18.565,"Molecule(name='C2O4', formula='C2O4', hash='207efec')"
2mer-0+458,-0.00015694,12,-0.00094163,-28.45035588,2.31445e-05,19.072,18.569,18.569,"Molecule(name='C2O4', formula='C2O4', hash='15fdf9f')"
2mer-0+482,-0.00041961,12,-0.00251768,-28.45287356,2.297988e-05,19.884,18.613,18.613,"Molecule(name='C2O4', formula='C2O4', hash='ee328b2')"
2mer-0+507,-0.00140415,12,-0.00842491,-28.46129847,2.297988e-05,19.884,18.613,18.613,"Molecule(name='C2O4', formula='C2O4', hash='87235da')"
2mer-0+548,-0.00018081,6,-0.00054242,-28.46184089,2.216403e-05,19.482,18.839,18.839,"Molecule(name='C2O4', formula='C2O4', hash='8b8fefe')"
2mer-0+593,0.00052448,12,0.00314687,-28.45869402,2.185941e-05,21.043,18.926,18.926,"Molecule(name='C2O4', formula='C2O4', hash='84e0890')"
2mer-0+511,-0.00086046,12,-0.00516273,-28.46385675,2.17653e-05,19.884,18.953,18.953,"Molecule(name='C2O4', formula='C2O4', hash='b95d8f1')"
2mer-0+538,0.00022564,12,0.00135381,-28.46250294,2.1725e-05,19.884,18.965,18.965,"Molecule(name='C2O4', formula='C2O4', hash='2abf48a')"
2mer-0+585,-0.00028816,12,-0.00172895,-28.46423189,2.141866e-05,20.664,19.055,19.055,"Molecule(name='C2O4', formula='C2O4', hash='dea9e19')"
2mer-0+534,0.00018834,12,0.00113005,-28.46310184,2.141866e-05,20.664,19.055,19.055,"Molecule(name='C2O4', formula='C2O4', hash='4d94abf')"
2mer-0+578,0.00011825,12,0.0007095,-28.46239234,2.04341e-05,19.884,19.356,19.356,"Molecule(name='C2O4', formula='C2O4', hash='06a1edc')"
2mer-0+547,0.00063801,12,0.00382805,-28.45856429,2.030028e-05,20.664,19.398,19.398,"Molecule(name='C2O4', formula='C2O4', hash='a9dc6c1')"
2mer-0+537,0.00019508,12,0.00117047,-28.45739383,2.030028e-05,20.664,19.398,19.398,"Molecule(name='C2O4', formula='C2O4', hash='993f1da')"
2mer-0+567,-0.00106205,12,-0.00637233,-28.46376615,2.015736e-05,20.664,19.444,19.444,"Molecule(name='C2O4', formula='C2O4', hash='b214993')"
2mer-0+617,-0.00093219,12,-0.00559315,-28.4693593,1.937615e-05,21.043,19.702,19.702,"Molecule(name='C2O4', formula='C2O4', hash='e766885')"
2mer-0+633,-0.00013132,12,-0.00078793,-28.47014722,1.914482e-05,20.664,19.781,19.781,"Molecule(name='C2O4', formula='C2O4', hash='1d44e14')"
2mer-0+589,-0.00031342,12,-0.00188052,-28.47202775,1.901517e-05,20.664,19.826,19.826,"Molecule(name='C2O4', formula='C2O4', hash='aac22e5')"
