N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),mol
2mer-0+109,-0.32810763,8,-1.31243053,-116.79250694,9.081612e-05,14.555,11.773,11.773,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='cbeef63')"
2mer-0+132,0.36655922,2,0.36655922,-116.42594772,9.078946e-05,15.808,11.774,11.774,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='0c80b24')"
2mer-0+95,0.63691805,4,1.27383609,-115.15211163,8.890769e-05,12.497,11.856,11.856,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='2ae4080')"
2mer-0+126,-0.64727889,8,-2.58911554,-117.74122717,8.283133e-05,15.153,12.14,12.14,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='0c800a6')"
2mer-0+94,-0.09859234,8,-0.39436937,-118.13559654,8.276972e-05,14.598,12.143,12.143,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='e8a8b92')"
2mer-0+104,0.37768787,8,1.51075149,-116.62484505,8.126235e-05,14.201,12.217,12.217,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='4fff745')"
2mer-0+97,0.36071584,8,1.44286335,-115.1819817,7.949944e-05,13.35,12.307,12.307,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='373e192')"
2mer-0+116,-0.02953645,8,-0.11814579,-115.30012749,7.767971e-05,15.632,12.402,12.402,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d9ab294')"
2mer-0+144,0.24382825,4,0.48765649,-114.81247099,7.276361e-05,16.491,12.675,12.675,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='5000e39')"
2mer-0+148,-0.43399101,4,-0.86798201,-115.68045301,6.704068e-05,16.151,13.026,13.026,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='956124e')"
2mer-0+125,-0.21567842,8,-0.86271367,-116.54316668,6.314345e-05,15.629,13.289,13.289,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='ecd7f85')"
2mer-0+166,-0.07494937,8,-0.29979746,-116.84296414,6.282983e-05,16.179,13.311,13.311,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='119b0a7')"
2mer-0+170,-0.40527837,4,-0.81055673,-117.65352087,5.770387e-05,16.151,13.694,13.694,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d324a78')"
2mer-0+192,0.66348543,4,1.32697087,-116.32655001,5.688125e-05,16.297,13.76,13.76,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='4b773a0')"
2mer-0+146,-0.00508394,8,-0.02033575,-116.34688576,5.662787e-05,15.632,13.78,13.78,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='53af441')"
2mer-0+177,0.08703059,4,0.17406117,-116.17282459,5.408963e-05,16.252,13.993,13.993,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='41ae9af')"
2mer-0+149,-0.31166895,8,-1.24667579,-117.41950038,5.317395e-05,16.386,14.072,14.072,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='329a75f')"
2mer-0+253,0.14741813,4,0.29483626,-117.12466412,5.293074e-05,17.126,14.094,14.094,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='a4b171f')"
2mer-0+326,0.43526243,4,0.87052486,-116.25413926,5.288794e-05,17.505,14.098,14.098,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='beae0d1')"
2mer-0+167,-0.25442949,8,-1.01771798,-117.27185724,5.256866e-05,16.563,14.126,14.126,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='02ee82d')"
2mer-0+189,0.24020893,4,0.48041785,-116.79143939,5.196148e-05,17.674,14.181,14.181,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='851e38f')"
2mer-0+168,0.26541687,4,0.53083375,-116.26060564,5.171067e-05,16.767,14.204,14.204,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='63e63c6')"
2mer-0+222,0.05164646,4,0.10329291,-116.15731273,4.459997e-05,18.386,14.922,14.922,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='ba34cd1')"
2mer-0+202,0.1750369,8,0.70014762,-115.45716511,4.445618e-05,18.287,14.938,14.938,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='f5dcb85')"
2mer-0+190,0.1886311,8,0.75452441,-114.7026407,4.426272e-05,17.412,14.96,14.96,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='7ae3ceb')"
2mer-0+203,-0.19546808,8,-0.78187231,-115.48451301,4.189118e-05,17.981,15.237,15.237,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='a5a9289')"
2mer-0+254,-0.09123153,8,-0.36492613,-115.84943914,4.176238e-05,18.007,15.252,15.252,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='5ca2ad9')"
2mer-0+193,-0.18444158,8,-0.73776633,-116.58720547,4.15521e-05,17.514,15.278,15.278,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='aca061a')"
2mer-0+300,0.06424196,8,0.25696783,-116.33023763,3.905428e-05,18.862,15.597,15.597,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='cf95628')"
2mer-0+374,0.24693122,8,0.98772487,-115.34251277,3.90285e-05,19.206,15.601,15.601,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='fe05ae7')"
2mer-0+223,0.33437233,2,0.33437233,-115.00814044,3.751064e-05,15.808,15.808,15.808,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='4350f2d')"
2mer-0+231,-0.1411958,8,-0.56478318,-115.57292362,3.749216e-05,18.83,15.811,15.811,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='52eeb32')"
2mer-0+306,-0.42851221,2,-0.42851221,-116.00143583,3.714059e-05,18.779,15.861,15.861,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='e6605f4')"
2mer-0+244,0.31362311,8,1.25449244,-114.74694338,3.708541e-05,18.113,15.868,15.868,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d9799e8')"
2mer-0+229,0.23246761,4,0.46493522,-114.28200816,3.656546e-05,16.491,15.943,15.943,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='56ccba2')"
2mer-0+227,0.0063056,8,0.02522241,-114.25678575,3.570281e-05,18.072,16.071,16.071,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='6f7cd83')"
2mer-0+294,0.17076301,4,0.34152603,-113.91525973,3.475779e-05,20.152,16.215,16.215,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='1228556')"
2mer-0+245,0.23247805,4,0.4649561,-113.45030363,3.437482e-05,17.674,16.275,16.275,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='3a66cc0')"
2mer-0+273,-0.12843584,8,-0.51374337,-113.964047,3.297516e-05,18.83,16.502,16.502,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='e2960d3')"
2mer-0+315,-0.32723134,8,-1.30892535,-115.27297234,3.269486e-05,19.593,16.549,16.549,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='2ad2de7')"
2mer-0+256,0.05312361,8,0.21249444,-115.0604779,3.183812e-05,19.217,16.696,16.696,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='e712f76')"
2mer-0+261,0.17216526,8,0.68866105,-114.37181686,3.116226e-05,18.287,16.816,16.816,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='57c6628')"
2mer-0+317,0.13345318,8,0.53381274,-113.83800412,3.080432e-05,20.691,16.881,16.881,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='141d3e1')"
2mer-0+281,0.05724541,8,0.22898165,-113.60902247,3.07768e-05,20.013,16.886,16.886,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='2b632bb')"
2mer-0+286,-0.16700793,8,-0.66803173,-114.27705419,2.983671e-05,19.836,17.062,17.062,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='6bb0593')"
2mer-0+289,0.05938904,4,0.11877808,-114.15827611,2.96175e-05,18.386,17.104,17.104,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='dc97291')"
2mer-0+312,-0.14518316,8,-0.58073265,-114.73900876,2.937511e-05,19.982,17.15,17.15,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='c645810')"
2mer-0+341,-0.25732367,4,-0.51464734,-115.2536561,2.907032e-05,20.375,17.21,17.21,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='08f6a74')"
2mer-0+305,-0.03058888,8,-0.12235551,-115.37601162,2.784752e-05,19.725,17.458,17.458,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='ec9bf85')"
2mer-0+397,0.02042174,8,0.08168697,-115.29432465,2.771807e-05,20.451,17.486,17.486,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='22250f2')"
2mer-0+478,0.14859789,4,0.29719578,-114.99712887,2.77035e-05,20.769,17.489,17.489,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d0e71c5')"
2mer-0+336,0.16082095,4,0.3216419,-114.67548697,2.698625e-05,19.762,17.642,17.642,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='9d75b5d')"
2mer-0+372,-0.25092517,4,-0.50185033,-115.1773373,2.662825e-05,20.375,17.721,17.721,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='8c51485')"
2mer-0+322,-0.17778779,4,-0.35557557,-115.53291287,2.648889e-05,19.836,17.752,17.752,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='60e3d46')"
2mer-0+343,-0.15474899,4,-0.30949797,-115.84241085,2.619595e-05,19.982,17.818,17.818,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='cfec4c5')"
2mer-0+357,-0.04722541,4,-0.09445081,-115.93686166,2.602951e-05,21.172,17.856,17.856,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='52ee746')"
2mer-0+338,-0.11677301,8,-0.46709204,-116.4039537,2.448116e-05,20.777,18.225,18.225,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='3d12d0a')"
2mer-0+329,0.05984254,8,0.23937018,-116.16458353,2.418216e-05,20.013,18.299,18.299,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='6eba858')"
2mer-0+431,0.31799604,4,0.63599208,-115.52859145,2.415417e-05,20.883,18.306,18.306,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='dcfd7ef')"
2mer-0+408,-0.07397862,8,-0.29591447,-115.82450592,2.366332e-05,21.194,18.432,18.432,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='2876ddc')"
2mer-0+370,-0.12421532,4,-0.24843064,-116.07293656,2.338571e-05,20.777,18.505,18.505,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d7bea36')"
2mer-0+647,0.22538263,4,0.45076525,-115.62217131,2.262689e-05,22.104,18.709,18.709,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='7e20c6d')"
2mer-0+540,0.0935654,8,0.37426159,-115.24790972,2.258392e-05,22.222,18.721,18.721,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='cf5199f')"
2mer-0+447,-0.07935125,4,-0.1587025,-115.40661222,2.257621e-05,21.194,18.723,18.723,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='0a0804e')"
2mer-0+406,0.05941228,8,0.23764912,-115.1689631,2.252569e-05,22.232,18.737,18.737,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d9afae6')"
2mer-0+373,-0.13833878,8,-0.5533551,-115.7223182,2.228898e-05,21.352,18.803,18.803,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='daf9551')"
2mer-0+393,-0.12264917,8,-0.49059667,-116.21291487,2.200443e-05,21.488,18.884,18.884,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='88cfc2a')"
2mer-0+411,-0.15971707,8,-0.63886828,-116.85178315,2.181582e-05,21.854,18.938,18.938,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='40dc945')"
2mer-0+403,0.08717884,8,0.34871537,-116.50306778,2.051058e-05,21.284,19.332,19.332,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='8de2d61')"
2mer-0+391,-0.03024121,8,-0.12096484,-116.62403262,2.04115e-05,21.898,19.363,19.363,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='1cf3d0b')"
2mer-0+437,-0.03935708,4,-0.07871416,-116.70274678,2.04098e-05,21.172,19.364,19.364,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='5fdad9b')"
2mer-0+446,-0.13048695,8,-0.52194778,-117.22469456,1.992737e-05,22.557,19.519,19.519,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='d5858cc')"
2mer-0+428,-0.01950837,8,-0.07803347,-117.30272803,1.990196e-05,22.6,19.527,19.527,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='b58cd00')"
2mer-0+542,0.10513753,2,0.10513753,-117.1975905,1.944714e-05,23.712,19.678,19.678,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='806b480')"
2mer-0+470,0.10889141,4,0.21778282,-116.97980768,1.939829e-05,23.044,19.695,19.695,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='7b5dd3d')"
2mer-0+456,0.11662766,4,0.23325533,-116.74655236,1.934965e-05,22.356,19.711,19.711,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='7575004')"
2mer-0+435,0.16270566,4,0.32541131,-116.42114105,1.920495e-05,20.152,19.76,19.76,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='bb3dbb9')"
2mer-0+425,-0.10150614,8,-0.40602458,-116.82716562,1.890392e-05,22.23,19.865,19.865,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='53087f1')"
2mer-0+716,0.15707349,8,0.62829395,-116.19887168,1.889935e-05,23.474,19.866,19.866,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='9a13809')"
2mer-0+508,-0.06912151,8,-0.27648604,-116.47535772,1.88618e-05,22.62,19.88,19.88,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='75c9cd2')"
2mer-0+503,0.20228656,8,0.80914623,-115.66621149,1.869102e-05,22.328,19.94,19.94,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='6f03b5a')"
2mer-0+493,-0.12572459,8,-0.50289837,-116.16910986,1.860515e-05,22.557,19.971,19.971,"Molecule(name='C2H8N4O2', formula='C2H8N4O2', hash='98409bb')"
