N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A),dAPNet2,mol
2mer-0+61,-0.55083444,2,-0.55083444,-85.71148041,0.0004496706,11.063,6.907,6.907,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c7a93bb')"
2mer-0+55,-0.37778985,2,-0.37778985,-86.08927027,0.0004282162,11.539,7.021,7.021,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c5b5d46')"
2mer-0+42,-0.50575566,2,-0.50575566,-86.59502593,0.0004258938,10.492,7.033,7.033,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1bf8abe')"
2mer-0+31,0.25775914,2,0.25775914,-86.33726679,0.0004193392,10.902,7.07,7.07,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e23e3cc')"
2mer-0+22,-0.1165439,2,-0.1165439,-86.45381068,0.000373775,10.112,7.346,7.346,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='8885261')"
2mer-0+33,-0.40257524,2,-0.40257524,-86.85638592,0.0003677421,12.037,7.386,7.386,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='16e10df')"
2mer-0+29,0.05683382,2,0.05683382,-86.7995521,0.0003665355,10.444,7.394,7.394,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='2a4818a')"
2mer-0+19,-0.77930055,2,-0.77930055,-87.57885265,0.0003655276,10.696,7.401,7.401,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ef6d8ed')"
2mer-0+56,0.2632385,2,0.2632385,-87.31561415,0.0002906819,12.114,7.988,7.988,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f448ba0')"
2mer-0+28,0.37873109,2,0.37873109,-86.93688306,0.0002809681,12.999,8.079,8.079,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='123e766')"
2mer-0+43,0.21338302,2,0.21338302,-86.72350004,0.0002766333,12.065,8.121,8.121,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='57d06f7')"
2mer-0+51,-0.04800509,2,-0.04800509,-86.77150513,0.0002423795,12.065,8.487,8.487,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='82defea')"
2mer-0+50,-0.04218517,2,-0.04218517,-86.8136903,0.0002171679,13.3,8.804,8.804,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f04cf75')"
2mer-0+45,0.33210473,2,0.33210473,-86.48158557,0.0001954588,14.207,9.118,9.118,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='680f76c')"
2mer-0+48,-0.15495185,2,-0.15495185,-86.63653742,0.0001828357,13.74,9.324,9.324,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='31a9ea1')"
2mer-0+113,0.10831997,2,0.10831997,-86.52821745,0.0001814965,13.872,9.346,9.346,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='b682e05')"
2mer-0+54,0.03413703,2,0.03413703,-86.49408042,0.0001798973,12.42,9.374,9.374,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='01e5eb8')"
2mer-0+38,-0.14915477,2,-0.14915477,-86.64323519,0.0001736654,13.195,9.485,9.485,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1e0a0cf')"
2mer-0+46,-0.17303731,2,-0.17303731,-86.8162725,0.0001669422,13.89,9.61,9.61,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1f7581e')"
2mer-0+107,-0.23402259,2,-0.23402259,-87.0502951,0.0001614951,13.989,9.717,9.717,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d143ea4')"
2mer-0+84,-0.0401773,2,-0.0401773,-87.0904724,0.0001559373,14.678,9.831,9.831,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='bd5a112')"
2mer-0+70,0.0710329,2,0.0710329,-87.0194395,0.0001428376,14.018,10.123,10.123,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5fa4285')"
2mer-0+82,-0.03562434,2,-0.03562434,-87.05506385,0.000135335,14.088,10.307,10.307,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='a5b7620')"
2mer-0+77,0.21259628,2,0.21259628,-86.84246757,0.0001312216,15.505,10.414,10.414,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c9dfd18')"
2mer-0+49,-0.20648766,2,-0.20648766,-87.04895523,0.0001279462,13.778,10.502,10.502,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='3272b22')"
2mer-0+57,0.02314742,2,0.02314742,-87.02580781,0.00012539,14.193,10.573,10.573,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fffeefb')"
2mer-0+111,-0.13336704,2,-0.13336704,-87.15917485,0.000119921,14.125,10.731,10.731,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f899bf9')"
2mer-0+93,-0.12468716,2,-0.12468716,-87.28386201,0.0001195519,14.501,10.742,10.742,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='06d1fae')"
2mer-0+85,-0.07107458,2,-0.07107458,-87.35493659,0.0001177879,15.078,10.795,10.795,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4824930')"
2mer-0+81,-0.0879535,2,-0.0879535,-87.44289008,0.0001168018,15.215,10.826,10.826,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='01cb54e')"
2mer-0+76,0.00890671,2,0.00890671,-87.43398337,0.000116085,14.678,10.848,10.848,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d52613e')"
2mer-0+91,-0.17065472,2,-0.17065472,-87.60463809,0.00011297,14.193,10.947,10.947,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c4dbc4c')"
2mer-0+102,0.08646535,2,0.08646535,-87.51817274,0.000112559,14.963,10.96,10.96,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='3e9e234')"
2mer-0+60,-0.12979722,2,-0.12979722,-87.64796996,0.0001124287,15.078,10.964,10.964,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='8b4df44')"
2mer-0+106,0.0340136,2,0.0340136,-87.61395636,0.0001111,15.368,11.008,11.008,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='78eca23')"
2mer-0+66,0.04361133,2,0.04361133,-87.57034503,0.0001100819,14.088,11.042,11.042,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='7ba49ab')"
2mer-0+79,-0.07088393,2,-0.07088393,-87.64122896,0.0001058909,14.9,11.185,11.185,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='96bbc4e')"
2mer-0+98,-0.05271022,2,-0.05271022,-87.69393919,0.0001007274,16.254,11.373,11.373,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fc476ad')"
2mer-0+68,-0.07162222,2,-0.07162222,-87.76556141,9.486744e-05,15.505,11.603,11.603,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9bc09d6')"
2mer-0+104,-0.1355278,2,-0.1355278,-87.90108921,9.269484e-05,15.169,11.693,11.693,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fa723c8')"
2mer-0+83,-0.08516499,2,-0.08516499,-87.9862542,9.150401e-05,16.04,11.743,11.743,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='869ca2d')"
2mer-0+115,0.03519295,2,0.03519295,-87.95106126,9.051065e-05,16.294,11.786,11.786,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c4df7e0')"
2mer-0+71,-0.13604664,2,-0.13604664,-88.08710789,8.811695e-05,15.215,11.892,11.892,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9031f0b')"
2mer-0+112,0.0831943,2,0.0831943,-88.0039136,8.753823e-05,15.977,11.918,11.918,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='dd79b58')"
2mer-0+67,-0.06341845,2,-0.06341845,-88.06733205,8.719906e-05,15.688,11.933,11.933,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='822389d')"
2mer-0+72,-0.05962738,2,-0.05962738,-88.12695942,8.147666e-05,15.169,12.206,12.206,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ac3424b')"
2mer-0+103,0.05911745,2,0.05911745,-88.06784197,7.806072e-05,16.164,12.382,12.382,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0d2f9c3')"
2mer-0+87,0.08275577,2,0.08275577,-87.9850862,7.613994e-05,17.417,12.485,12.485,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='127080c')"
2mer-0+180,-0.08863993,2,-0.08863993,-88.07372614,7.433386e-05,16.418,12.586,12.586,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='69374c2')"
2mer-0+207,0.07679344,2,0.07679344,-87.99693269,7.263878e-05,17.28,12.683,12.683,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='3a12c4f')"
2mer-0+116,-0.00896281,2,-0.00896281,-88.00589551,7.193427e-05,17.399,12.724,12.724,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='215d5db')"
2mer-0+194,-0.02586711,2,-0.02586711,-88.03176262,7.185173e-05,17.329,12.729,12.729,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='95bbd92')"
2mer-0+92,-0.01468846,2,-0.01468846,-88.04645108,7.158647e-05,17.167,12.745,12.745,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1ae6c45')"
2mer-0+134,-0.03434597,2,-0.03434597,-88.08079706,7.110469e-05,16.258,12.773,12.773,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='eb3f6d3')"
2mer-0+118,-0.02636394,2,-0.02636394,-88.10716099,7.090649e-05,16.164,12.785,12.785,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='20d2498')"
2mer-0+130,0.01864151,2,0.01864151,-88.08851948,6.868329e-05,17.183,12.922,12.922,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='b307153')"
2mer-0+149,0.06556425,2,0.06556425,-88.02295523,6.866851e-05,17.141,12.923,12.923,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='712a4d5')"
2mer-0+119,0.02957846,2,0.02957846,-87.99337677,6.834036e-05,16.526,12.943,12.943,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='eb01365')"
2mer-0+99,0.10326613,2,0.10326613,-87.89011064,6.544487e-05,18.313,13.131,13.131,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='a7b4527')"
2mer-0+110,0.00347981,2,0.00347981,-87.88663084,6.466983e-05,16.227,13.184,13.184,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='430117c')"
2mer-0+157,-0.05024915,2,-0.05024915,-87.93687999,6.460062e-05,17.399,13.188,13.188,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e477a46')"
2mer-0+94,0.00856327,2,0.00856327,-87.92831672,6.383851e-05,16.016,13.241,13.241,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9049a8c')"
2mer-0+142,0.04045926,2,0.04045926,-87.88785746,6.312445e-05,17.141,13.29,13.29,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='813f8b1')"
2mer-0+101,0.00895969,2,0.00895969,-87.87889777,6.19391e-05,17.712,13.375,13.375,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4263054')"
2mer-0+129,0.07698044,2,0.07698044,-87.80191733,6.076318e-05,18.491,13.46,13.46,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='25f214e')"
2mer-0+219,-0.01065607,2,-0.01065607,-87.8125734,6.043879e-05,18.131,13.484,13.484,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='428e20c')"
2mer-0+143,-0.06419128,2,-0.06419128,-87.87676468,5.665257e-05,18.505,13.778,13.778,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5f321e9')"
2mer-0+255,0.08642086,2,0.08642086,-87.79034382,5.535373e-05,18.891,13.885,13.885,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ea1babb')"
2mer-0+178,-0.01198983,2,-0.01198983,-87.80233365,5.529443e-05,18.197,13.89,13.89,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6e12ca8')"
2mer-0+159,0.00893582,2,0.00893582,-87.79339783,5.52268e-05,17.7,13.896,13.896,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5c4f216')"
2mer-0+208,0.04475242,2,0.04475242,-87.74864541,5.496258e-05,18.446,13.918,13.918,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9cd208b')"
2mer-0+124,-0.03332535,2,-0.03332535,-87.78197077,5.448667e-05,18.287,13.958,13.958,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d2b1a69')"
2mer-0+121,-0.02286538,2,-0.02286538,-87.80483614,4.950088e-05,18.491,14.412,14.412,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ea1199e')"
2mer-0+179,-0.04046898,2,-0.04046898,-87.84530513,4.845289e-05,18.633,14.515,14.515,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='04a5f7a')"
2mer-0+168,-0.0010035,2,-0.0010035,-87.84630862,4.839335e-05,18.871,14.521,14.521,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f0bb0d2')"
2mer-0+172,0.02148653,2,0.02148653,-87.8248221,4.812293e-05,18.51,14.548,14.548,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6616b10')"
2mer-0+147,0.00487412,2,0.00487412,-87.81994797,4.762804e-05,18.197,14.599,14.599,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='144ec29')"
2mer-0+264,-0.01531356,2,-0.01531356,-87.83526153,4.678379e-05,18.835,14.686,14.686,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5ebdc00')"
2mer-0+184,-0.04464603,2,-0.04464603,-87.87990756,4.646529e-05,18.521,14.719,14.719,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='53444a4')"
2mer-0+221,-0.06250245,2,-0.06250245,-87.94241001,4.577507e-05,18.707,14.793,14.793,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4807c35')"
2mer-0+269,-0.01334909,2,-0.01334909,-87.9557591,4.474886e-05,19.383,14.905,14.905,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='bf67c2a')"
2mer-0+174,0.01042999,2,0.01042999,-87.94532911,4.451637e-05,19.297,14.931,14.931,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='a1ff2df')"
2mer-0+136,-0.01382314,2,-0.01382314,-87.95915225,4.447992e-05,18.121,14.935,14.935,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ea42bc6')"
2mer-0+140,-0.02757112,2,-0.02757112,-87.98672337,4.440808e-05,18.521,14.943,14.943,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6caf71c')"
2mer-0+141,-0.04659426,2,-0.04659426,-88.03331763,4.146865e-05,18.871,15.288,15.288,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='a670b83')"
2mer-0+170,0.00971879,2,0.00971879,-88.02359884,4.098213e-05,18.729,15.349,15.349,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='7d920e6')"
2mer-0+151,-0.03307973,2,-0.03307973,-88.05667857,4.085194e-05,19.283,15.365,15.365,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d19a361')"
2mer-0+188,-0.00180947,2,-0.00180947,-88.05848804,4.063368e-05,19.95,15.392,15.392,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e4f6c7a')"
2mer-0+253,-0.01596639,2,-0.01596639,-88.07445443,4.006764e-05,19.427,15.465,15.465,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='88d45d2')"
2mer-0+230,-0.02671901,2,-0.02671901,-88.10117344,4.002667e-05,18.809,15.47,15.47,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='c861403')"
2mer-0+181,-0.00452978,2,-0.00452978,-88.10570322,3.982461e-05,18.63,15.496,15.496,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f1f3a69')"
2mer-0+150,-0.03210982,2,-0.03210982,-88.13781304,3.971755e-05,18.55,15.51,15.51,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='efbc41f')"
2mer-0+218,0.01745003,2,0.01745003,-88.12036301,3.944616e-05,19.446,15.545,15.545,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='a2d4940')"
2mer-0+212,-0.03123797,2,-0.03123797,-88.15160098,3.904468e-05,19.093,15.598,15.598,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='40ad307')"
2mer-0+152,-0.03773843,2,-0.03773843,-88.18933941,3.891094e-05,18.633,15.616,15.616,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cba48ea')"
2mer-0+173,0.03890422,2,0.03890422,-88.15043518,3.877631e-05,20.549,15.634,15.634,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='81856ab')"
2mer-0+169,-0.02838089,2,-0.02838089,-88.17881607,3.854699e-05,19.961,15.665,15.665,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='b3f2ed6')"
2mer-0+155,-0.01650158,2,-0.01650158,-88.19531765,3.786073e-05,19.769,15.759,15.759,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='99a34c2')"
2mer-0+175,-0.00682768,2,-0.00682768,-88.20214533,3.778719e-05,19.398,15.77,15.77,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='087302f')"
2mer-0+158,0.01013394,2,0.01013394,-88.19201139,3.758718e-05,20.31,15.797,15.797,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='73474eb')"
2mer-0+265,-0.01984178,2,-0.01984178,-88.21185317,3.749647e-05,20.146,15.81,15.81,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cfb6f37')"
2mer-0+232,-0.00180268,2,-0.00180268,-88.21365585,3.616175e-05,20.894,16.002,16.002,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='38431d5')"
2mer-0+245,0.01324727,2,0.01324727,-88.20040859,3.545201e-05,20.688,16.108,16.108,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='66d8a80')"
2mer-0+191,-0.00924111,2,-0.00924111,-88.20964969,3.51472e-05,20.61,16.155,16.155,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='ad7bb88')"
2mer-0+229,0.02634314,2,0.02634314,-88.18330655,3.499364e-05,20.236,16.178,16.178,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='573b61d')"
2mer-0+186,0.00511506,2,0.00511506,-88.17819149,3.454008e-05,19.856,16.249,16.249,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='e5039dd')"
2mer-0+215,-0.0185056,2,-0.0185056,-88.19669709,3.443805e-05,20.905,16.265,16.265,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6fe46b3')"
2mer-0+270,0.02371151,2,0.02371151,-88.17298558,3.418248e-05,20.43,16.305,16.305,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='601f349')"
2mer-0+227,-0.00816403,2,-0.00816403,-88.1811496,3.414277e-05,19.781,16.312,16.312,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9e02ad9')"
2mer-0+193,-0.03279611,2,-0.03279611,-88.21394571,3.397133e-05,20.484,16.339,16.339,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='7011697')"
2mer-0+306,0.00203721,2,0.00203721,-88.21190851,3.353307e-05,21.151,16.41,16.41,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4e54b24')"
2mer-0+214,0.04026373,2,0.04026373,-88.17164478,3.345103e-05,21.466,16.423,16.423,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='25095ef')"
2mer-0+348,0.00385951,2,0.00385951,-88.16778527,3.341442e-05,20.833,16.429,16.429,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fe286af')"
2mer-0+226,0.00699599,2,0.00699599,-88.16078928,3.335457e-05,20.236,16.439,16.439,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cac484b')"
2mer-0+187,0.04583141,2,0.04583141,-88.11495787,3.331756e-05,21.553,16.445,16.445,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='b669ed3')"
2mer-0+203,0.00738873,2,0.00738873,-88.10756914,3.311061e-05,20.456,16.48,16.48,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='0158d43')"
2mer-0+247,0.02119607,2,0.02119607,-88.08637307,3.196611e-05,20.679,16.674,16.674,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='685ec03')"
2mer-0+223,-0.00048038,2,-0.00048038,-88.08685345,3.137928e-05,20.894,16.777,16.777,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f7bf55d')"
2mer-0+318,-0.04262954,2,-0.04262954,-88.12948298,3.115841e-05,20.587,16.817,16.817,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6c6966b')"
2mer-0+239,0.00921051,2,0.00921051,-88.12027247,3.102639e-05,21.392,16.841,16.841,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='eb23f3b')"
2mer-0+240,-0.0311354,2,-0.0311354,-88.15140787,3.084029e-05,19.856,16.874,16.874,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fd39aeb')"
2mer-0+256,-0.02544028,2,-0.02544028,-88.17684815,3.023435e-05,20.456,16.986,16.986,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='228f5e4')"
2mer-0+196,-0.00108378,2,-0.00108378,-88.17793193,3.011376e-05,19.781,17.009,17.009,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='cc77108')"
2mer-0+252,-0.00979542,2,-0.00979542,-88.18772735,3.004016e-05,21.878,17.023,17.023,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='17139a6')"
2mer-0+352,-0.02396896,2,-0.02396896,-88.21169631,3.000133e-05,20.782,17.03,17.03,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='9d398b3')"
2mer-0+241,-0.00302375,2,-0.00302375,-88.21472006,2.971475e-05,21.525,17.085,17.085,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='2f11c12')"
2mer-0+197,-0.02522062,2,-0.02522062,-88.23994068,2.969516e-05,20.905,17.089,17.089,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='4a70977')"
2mer-0+266,0.01777132,2,0.01777132,-88.22216936,2.969343e-05,21.6,17.089,17.089,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='91ffc06')"
2mer-0+177,-0.02630736,2,-0.02630736,-88.24847672,2.959283e-05,20.009,17.108,17.108,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6f2a0c3')"
2mer-0+211,-0.0165669,2,-0.0165669,-88.26504362,2.946641e-05,21.525,17.133,17.133,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6ef5cbd')"
2mer-0+205,-0.00193234,2,-0.00193234,-88.26697596,2.920656e-05,21.466,17.183,17.183,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='5200b08')"
2mer-0+228,0.03863796,2,0.03863796,-88.228338,2.829359e-05,22.542,17.366,17.366,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fd0c4ac')"
2mer-0+299,0.00271492,2,0.00271492,-88.22562308,2.79485e-05,21.6,17.437,17.437,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='f1373e5')"
2mer-0+249,0.0111364,2,0.0111364,-88.21448668,2.77427e-05,21.309,17.48,17.48,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='6ca530a')"
2mer-0+316,0.02576519,2,0.02576519,-88.18872149,2.757712e-05,21.785,17.515,17.515,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='2594c4c')"
2mer-0+278,-0.03067078,2,-0.03067078,-88.21939227,2.750123e-05,20.565,17.531,17.531,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='29df1d3')"
2mer-0+199,-0.00804398,2,-0.00804398,-88.22743625,2.702635e-05,20.565,17.634,17.634,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fc12766')"
2mer-0+441,0.02107007,2,0.02107007,-88.20636617,2.67451e-05,22.441,17.695,17.695,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='1273d84')"
2mer-0+235,0.00226283,2,0.00226283,-88.20410335,2.624729e-05,22.21,17.806,17.806,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='fb01372')"
2mer-0+283,-0.01104341,2,-0.01104341,-88.21514676,2.610051e-05,22.71,17.84,17.84,,"Molecule(name='C12H16O4', formula='C12H16O4', hash='d073a9d')"
